strategy,avg_hhi,avg_XLB,avg_XLE,avg_XLF,avg_XLI,avg_XLK,avg_XLP,avg_XLU,avg_XLV,avg_XLY,final_XLB,final_XLE,final_XLF,final_XLI,final_XLK,final_XLP,final_XLU,final_XLV,final_XLY
EqualWeight_weekly,0.1111297512243409,0.1110392400136537,0.1110547003875363,0.1111216018760239,0.1111017235062582,0.1112561622243443,0.1110924962806115,0.1110593593307407,0.1110970650387021,0.1111776513421284,0.1114911159503286,0.1124983852813063,0.1111555969604742,0.1109059339758517,0.1101171207400641,0.1113806805460382,0.1109380188085564,0.1113076289247298,0.1102055188126504
Markowitz_CVXPY_weekly,0.3071848756488904,0.0032307487918356,0.0335259276445119,0.0340367966138717,0.0088851074540604,0.0914744538938212,0.3037054083614287,0.1785724548670273,0.2373932493286009,0.1091758530448418,0.0,0.2073492859153406,0.0,0.132643430986255,0.0491666314058852,0.3998387851345623,0.1159582668974646,0.0950435996604923,0.0
HMM_MPC_CVXPY_weekly,0.2933031913576254,0.0017750399159448,0.0340823192919417,0.0351123523837619,0.013851775931733,0.1310876762980677,0.295137182543542,0.1719894718983886,0.2266979915740174,0.0902661901626024,1.2623084589985257e-08,0.2174861021403994,7.594837655591893e-09,0.0156656410437533,0.2035847591626085,0.3961465901339893,0.109587167581852,0.0575297086255006,1.1093974549035164e-08
