,V3 minus Equal Weight,V3 minus Markowitz,V3 minus Original HMM-MPC
2022-12-23,0.7046918870574137,0.9547338024814511,0.7227015344671321
2022-12-27,0.739189496580142,0.9826790766856459,0.7482695594882807
2022-12-28,0.7088416939401871,0.9451435809379807,0.713233977634959
2022-12-29,0.700233321119311,0.9554841233738367,0.7225814530621988
2022-12-30,0.7118616567598375,0.9692389010984086,0.7369007983698177
2023-01-03,0.6485088910059296,0.9013010728637423,0.6717662232835582
2023-01-04,0.6339540759744531,0.900395049421407,0.6716400341199766
2023-01-05,0.6758301659431014,0.9400034746513213,0.7125945448742166
2023-01-06,0.6792746989307687,0.9626701467696677,0.733052443191403
2023-01-09,0.6765980308765327,0.9858971042620501,0.7589055879261104
2023-01-10,0.6730628629013138,0.9902081825170774,0.7643199713844102
2023-01-11,0.6547910827656933,0.9934512647370979,0.769007815489565
2023-01-12,0.6790372873891886,1.0365699545180331,0.8132383143721595
2023-01-13,0.6690518604227851,1.0266384957291708,0.8046325723323213
2023-01-17,0.6791959029987575,1.0355612283468818,0.8112996342053931
2023-01-18,0.6558092131997806,1.0123149489325804,0.7950736092837762
2023-01-19,0.6925475339803766,1.0334343699337794,0.8154291717346149
2023-01-20,0.6786781683934118,1.0431198929716148,0.827196664695911
2023-01-23,0.6583399530252865,1.0395324973727629,0.8242987221506026
2023-01-24,0.6535033822037248,1.03921062467519,0.8233877774095144
2023-01-25,0.6414798645975486,1.0237120180914254,0.8121157895826676
2023-01-26,0.6716973384271565,1.0794067198175656,0.8661026544944885
2023-01-27,0.6290821493172256,1.0505212144138891,0.8399325404128737
2023-01-30,0.6131464916495108,1.0173307431077325,0.8074102762271749
2023-01-31,0.6025815390915441,1.0168236013237295,0.8096561180105306
2023-02-01,0.558747996878945,0.9765348488868595,0.773539994222614
2023-02-02,0.5031058122354111,0.9508913559942336,0.7535462635419496
2023-02-03,0.5084057161529167,0.938300632353426,0.7399778589425146
2023-02-06,0.5169379171651247,0.9448965613494478,0.7419846982599632
2023-02-07,0.5346196958251408,0.9837418559873128,0.7809637303341397
2023-02-08,0.5253290460628142,0.9635767247468991,0.7646866980175933
2023-02-09,0.5173540844578004,0.9480736253348967,0.7514822700865436
2023-02-10,0.5805178473849808,1.0106848951943794,0.802189799757743
2023-02-13,0.5653534471329293,1.0000452121386876,0.7921537965538059
2023-02-14,0.5554094574721544,1.0026383501645726,0.798514808840916
2023-02-15,0.5275857469693999,0.984375323670116,0.7848657061326736
2023-02-16,0.5323547525879224,0.9769235941208665,0.7770946441138289
2023-02-17,0.5095752153136006,0.9311199958981926,0.7322098601369631
2023-02-21,0.5276407713080311,0.9207160781475352,0.7202532788876863
2023-02-22,0.5135207944458862,0.9081297501313603,0.7122845407884939
2023-02-23,0.5190995684537527,0.9218092345419406,0.7240248817316219
2023-02-24,0.5230938659526227,0.9296208885439197,0.7336318857620219
2023-02-27,0.5097765841682098,0.9263111092315897,0.733444856366054
2023-02-28,0.47760495240759937,0.8963347287267713,0.7126256125158341
2023-03-01,0.4905188407451284,0.908185815312152,0.7266923125722888
2023-03-02,0.5068762857936293,0.924124473132101,0.7386035359108059
2023-03-03,0.5080097469945488,0.9485490678163835,0.7616923440346999
2023-03-06,0.5190512039980804,0.9580654319683988,0.7646914707102241
2023-03-07,0.511084206199107,0.9375080679518444,0.7461625098438418
