strategy,baseline,annualized_return_diff,annualized_volatility_diff,sharpe_diff,max_drawdown_diff,final_wealth_ratio,avg_rebalance_turnover_diff,total_cost_diff
RawMean_HMMMPC,EqualWeight_weekly,0.003835637087386684,0.019575399141532335,-0.014355733709948137,0.04088839652290255,1.0415216654333683,0.012975774265458555,0.0032577002035633217
RawMean_HMMMPC,Markowitz_CVXPY_weekly,0.03156879405300317,0.03650709348455372,0.08565560573016673,-0.0038458404194693374,1.4035763344204557,-0.021889766493564545,-0.018568128311585178
Momentum12_1Scaled_HMMMPC,EqualWeight_weekly,0.009593584164610008,0.01704914263117671,0.022172717744771475,0.03265708890804753,1.106825658981725,0.014102393526608475,0.003714857372856668
Momentum12_1Scaled_HMMMPC,Markowitz_CVXPY_weekly,0.03732674113022649,0.0339808369741981,0.12218405718488634,-0.012077148034324359,1.4915813591162028,-0.020763147232414625,-0.018110971142291835
VolAdjMomentum_HMMMPC,EqualWeight_weekly,-0.005365098501226989,0.007695468814082396,-0.021475241170920922,0.03373199291040163,0.9444636701908011,0.01550934568844531,0.004330404376371439
VolAdjMomentum_HMMMPC,Markowitz_CVXPY_weekly,0.022368058464389495,0.024627163157103782,0.07853609826919394,-0.011002244031970254,1.2727789542890717,-0.01935619507057779,-0.017495424138777062
ShrinkBlend_HMMMPC,EqualWeight_weekly,0.0006964447831936671,0.012323891992099156,-0.006007756978533729,0.038548460345299684,1.0074245685986993,0.013424081014121703,0.0034337928888930965
ShrinkBlend_HMMMPC,Markowitz_CVXPY_weekly,0.02842960174881015,0.029255586335120543,0.09400358246158114,-0.006185776597072201,1.3576263750697102,-0.021441459744901397,-0.018392035626255403
