strategy,start,end,observations,annualized_return,annualized_volatility,sharpe,max_drawdown,final_wealth,avg_daily_turnover,avg_rebalance_turnover,total_cost,source
Momentum12_1Scaled_HMMMPC,2013-01-08,2024-12-31,3016,0.1360627362081166,0.1794014743909098,0.801152302902006,-0.33714632885822726,4.603296773355279,0.004105475448575965,0.019874982267905475,0.007328497924908568,robust_return_forecast
ShrinkBlend_HMMMPC,2013-01-08,2024-12-31,3016,0.12716559682670026,0.17467622375183225,0.7729718281787008,-0.3312549574209751,4.189886842970088,0.003965359833430322,0.019196669755418703,0.007047433440944996,robust_return_forecast
RawMean_HMMMPC,2013-01-08,2024-12-31,3016,0.13030478913089327,0.18192773090126543,0.7646238514472864,-0.32891502124337224,4.331696941576056,0.0038789716565701144,0.018748363006755555,0.0068713407556152215,robust_return_forecast
VolAdjMomentum_HMMMPC,2013-01-08,2024-12-31,3016,0.1211040535422796,0.1700478005738155,0.7575043439863136,-0.33607142485587316,3.928031962631239,0.004410215191839835,0.02128193442974231,0.007944044928423339,robust_return_forecast
