mean_spearman_ic,median_spearman_ic,directional_hit_rate,annualized_top_minus_bottom,observations,strategy,forecast_variant
0.023958333333333328,0.03333333333333333,0.5475427350427351,0.019369171138181537,624.0,RawMean_HMMMPC,raw_mean_252
0.029647435897435896,0.049999999999999996,0.5471866096866097,0.023810054063841433,624.0,Momentum12_1Scaled_HMMMPC,momentum_12_1_scaled
0.02489316239316239,0.03333333333333333,0.5455840455840456,0.01896755409275935,624.0,VolAdjMomentum_HMMMPC,vol_adj_momentum_scaled
0.028979700854700852,0.049999999999999996,0.5487891737891738,0.025360903393553846,624.0,ShrinkBlend_HMMMPC,shrink_blend
