decision_date,effective_date,alpha_shrink,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2015-03-13,2015-03-16,0.25,-5.8967481798684654e-05,-0.00019768664223609764,-1.4734192810737548e-05,-2.4818666010478882e-05,7.27089245295378e-05,7.927477735643039e-05,5.216139650399216e-05,9.38243274838885e-05,-1.762443017849972e-06
2015-03-20,2015-03-23,0.25,-4.476559851377101e-05,-0.00020247598332172065,-5.6808471123114684e-05,-3.888648578674695e-06,7.796906935046512e-05,7.221439104094013e-05,4.359452015856381e-05,0.00010066673785795669,1.3493983129355297e-05
2015-03-27,2015-03-30,0.25,-3.0205283246998677e-05,-0.00021285159423012223,-3.525060149718587e-05,-1.343923748790951e-05,8.335194173650189e-05,4.923502290123463e-05,-2.157600050766574e-05,0.00011580097080394637,6.493478152819925e-05
2015-04-02,2015-04-06,0.25,-3.6280020349092635e-05,-0.00019824018407635572,-2.5767022134666833e-05,-3.088335269907818e-05,7.424971363244437e-05,6.401187651490191e-05,-1.3513663532993732e-05,0.000111669282291464,5.4753370353376895e-05
2015-04-10,2015-04-13,0.25,-3.7065634519016944e-05,-0.00020184420085447236,7.876096892681978e-06,-1.4758292005774781e-05,6.45884719799735e-05,3.676937874009132e-05,-4.3130561409227675e-05,0.00011668357616656031,7.088116500918469e-05
2015-04-17,2015-04-20,0.25,-5.496625614344134e-05,-0.00019941498147842818,1.87008995835765e-05,-1.2708257241160787e-05,6.410308432545926e-05,1.4825052777384874e-05,-3.909876647762491e-05,0.00013160264908635745,7.695657556787727e-05
2015-04-24,2015-04-27,0.25,-6.242081264503854e-05,-0.0002130725573338355,9.421428156953756e-06,-3.39877967662457e-05,6.611962522050098e-05,4.55233060124168e-05,-3.274620406770615e-05,0.00013824743376555652,8.29155776573978e-05
2015-05-01,2015-05-04,0.25,-4.761295277203944e-05,-0.0001920893601596322,1.4906662378726801e-05,-3.193673422171911e-05,5.533724764764931e-05,3.4714041673127046e-05,-3.9548277947570716e-05,0.00012017650158046329,8.6052871820995e-05
2015-05-08,2015-05-11,0.25,-6.25186702706163e-05,-0.00019872890880257607,7.7824272640883e-06,-3.7259158201900815e-05,6.0575497669950764e-05,3.1751056796345406e-05,-5.011215172046312e-05,0.00014505648413515792,0.00010345342313001403
2015-05-15,2015-05-18,0.25,-6.866378467632418e-05,-0.00020299923044512117,2.062115806175679e-05,-4.873390689239841e-05,5.3813217371391335e-05,3.196536008747111e-05,-4.387223792273345e-05,0.00015067540028911383,0.00010719402412684407
2015-05-22,2015-05-26,0.25,-7.845197005043509e-05,-0.00021101529383371528,8.466793724127246e-06,-4.231043423314e-05,6.659986384377489e-05,2.7748712390021884e-05,-1.6467580582642404e-05,0.00014851985978684684,9.691004895516175e-05
2015-05-29,2015-06-01,0.25,-6.770836088893107e-05,-0.0002238576107133832,1.505830871952041e-05,-6.17642628584304e-05,8.488769557914646e-05,1.8971721383036035e-05,-1.534096641646229e-05,0.00014764568213941693,0.00010210779305608713
2015-06-05,2015-06-08,0.25,-5.142193542072831e-05,-0.00022661546944455403,1.736964872487608e-05,-5.974743539661348e-05,7.279382297414613e-05,4.386671878705131e-05,-4.946672877582351e-05,0.00015110646329531924,0.00010211491525632646
2015-06-12,2015-06-15,0.25,-5.084375077045149e-05,-0.0002580923413702361,2.0372126973873243e-05,-4.2103976782443625e-05,7.755579002015837e-05,4.071768464472603e-05,-4.774873808033159e-05,0.00015890098207503117,0.00010124222328967404
2015-06-19,2015-06-22,0.25,-5.3164475606792835e-05,-0.00028300973829654236,3.09867786981552e-05,-4.718203031574579e-05,8.884505225509566e-05,3.0723781197127654e-05,-5.4958791345725925e-05,0.00017763132737069146,0.00011012809604373689
2015-06-26,2015-06-29,0.25,-5.936412659969055e-05,-0.00029099135282434075,3.172222302150006e-05,-3.907834846780103e-05,9.959575339467233e-05,5.005826498799875e-05,-5.4203711240240446e-05,0.00015777799466764757,0.00010448330306025404
2015-07-02,2015-07-06,0.25,-5.434136359192305e-05,-0.00028664818891569805,3.70642483895643e-05,-2.6789083957784996e-05,8.253472202779235e-05,4.221051072351181e-05,-5.6029851507505926e-05,0.00015402195456591737,0.00010797705226612621
2015-07-10,2015-07-13,0.25,-5.489317618041448e-05,-0.00029116560348292224,6.759114969465146e-05,-1.906336633988535e-05,7.57153777626434e-05,2.530878823459263e-05,-8.372446709817364e-05,0.00016853657381237213,0.00011169472359713617
2015-07-17,2015-07-20,0.25,-7.285721405815332e-05,-0.0003258074972572086,6.48198975389566e-05,-3.896096066524181e-05,5.119782658999752e-05,4.2834329811906494e-05,-5.109107545482049e-05,0.0002011134861243837,0.00012875120737017992
2015-07-24,2015-07-27,0.25,-8.334625767275894e-05,-0.00033985638057028897,6.0417425920449166e-05,-2.4653719928616904e-05,4.6194377037489255e-05,6.283198355738039e-05,-8.197082350389007e-05,0.00020936320933687285,0.00015102018582336326
2015-07-31,2015-08-03,0.25,-9.566653783511338e-05,-0.0003442727710751155,5.987917869732217e-05,-1.963545992054994e-05,8.483140208405223e-06,9.229782011914116e-05,-5.343486214000139e-05,0.00020006447155650022,0.00015228502038941132
2015-08-07,2015-08-10,0.25,-0.0001435913673463914,-0.00035208683118456854,5.455196505005468e-05,-2.41992501416572e-05,1.983910280404857e-06,9.657807462303327e-05,1.363840236226336e-05,0.00020360005706648794,0.00014952503929037305
2015-08-14,2015-08-17,0.25,-0.00013076929374538114,-0.00031680617936393244,6.776981051857779e-05,-3.6644215807279385e-05,2.7835582665048338e-05,8.506113839171225e-05,-2.6202973168635104e-06,0.000175503262987409,0.0001306701916707092
2015-08-21,2015-08-24,0.25,-0.00015315642961281282,-0.00033232691666581674,7.885900489073086e-05,-5.3316301792157185e-05,4.188508100920073e-05,0.00011197728069201911,-2.4586181675338423e-05,0.00018816871734704776,0.0001424957458071267
2015-08-28,2015-08-31,0.25,-0.00014746214332289035,-0.00031378040815893465,6.20093896573665e-05,-3.229242801123458e-05,3.7714252860361994e-05,0.0001003745602789977,-3.3288036412808488e-06,0.00015895052974268533,0.00013781505059492886
2015-09-04,2015-09-08,0.25,-0.0001343755443316645,-0.00030702651576661107,6.010320607078957e-05,-2.603964833463229e-05,3.089621101478503e-05,0.00010688158718183184,5.580364958716809e-06,0.00014533162016859541,0.00011864871903818914
2015-09-11,2015-09-14,0.25,-0.00015123885948629118,-0.0003062316139344952,4.654633225542931e-05,-3.580190652414091e-05,2.4365363955142826e-05,0.00010403240546218391,4.9331149206659424e-05,0.00014641727586924702,0.00012257985319626485
2015-09-18,2015-09-21,0.25,-0.00015601230691006336,-0.0003055784110211763,3.496302621291404e-05,-3.565973996478796e-05,2.072910164454007e-05,8.090682053670224e-05,8.354542445659219e-05,0.000142426795634901,0.00013467928941037814
2015-09-25,2015-09-28,0.25,-0.00016519587098281883,-0.0003053534971408426,3.252396336976462e-05,-1.9347488403113853e-05,3.5092179433625526e-05,8.544654286813412e-05,6.979014395656875e-05,0.00013242808629985713,0.00013461594059882518
2015-10-02,2015-10-05,0.25,-0.00013545296766423297,-0.0002675427521324002,1.5326809080587428e-05,-8.549336915492593e-06,3.341992486344326e-05,7.564359308923248e-05,2.048033211734969e-06,0.0001361427290972936,0.00014896396736983403
2015-10-09,2015-10-12,0.25,-9.029696156537128e-05,-0.00020133583196665697,1.2466769158770569e-05,6.162461861111842e-06,3.253578926978065e-05,3.785973729727817e-05,-2.1944151600392306e-05,0.00010045699223181309,0.0001240951953136662
2015-10-16,2015-10-19,0.25,-0.00010667404032134937,-0.00019443088580382997,3.969833493193642e-06,-1.0080914334893536e-05,4.130822856668292e-05,4.161539394563649e-05,-3.0527530797227584e-05,0.00012328749946072232,0.00013153241579106506
2015-10-23,2015-10-26,0.25,-0.00013331809235251593,-0.0002152201679990451,1.660805988553536e-05,-3.0404484412792718e-05,5.776193714519766e-05,7.578459449871357e-05,1.0351092239342476e-05,9.417399013733941e-05,0.00012426307085822518
2015-10-30,2015-11-02,0.25,-0.00010874195737191136,-0.00021275141379342326,1.9323374262488647e-05,-3.5665456277414063e-05,4.987496317471633e-05,8.599382219609582e-05,1.4358850825026922e-05,5.39331554743238e-05,0.00013367466151009713
2015-11-06,2015-11-09,0.25,-9.154690272047345e-05,-0.00019497023435819332,-1.2066904552135112e-05,-3.646737080247974e-05,4.848582961284125e-05,9.224224202675278e-05,5.803422744967611e-07,3.367102391551459e-05,0.0001600719746036763
2015-11-13,2015-11-16,0.25,-0.00010425913248492568,-0.00017542913744779292,-9.107641313121385e-06,-4.608720730224602e-05,4.667675574413002e-05,6.8153874353636e-05,3.9275080811265576e-05,4.793608383773245e-05,0.00013284132380132193
2015-11-20,2015-11-23,0.25,-0.00011852237146547087,-0.00021070223949070082,1.051763722770347e-05,-2.4206869399021835e-05,5.216398421284044e-05,9.587312877992826e-05,3.9193365522260045e-05,1.3599071084420881e-05,0.0001420842935280404
2015-11-27,2015-11-30,0.25,-0.00010069338850505139,-0.00018348861149725934,2.2770269101501638e-05,-3.902349268574178e-05,6.548018358521184e-05,6.743603585389739e-05,-5.031529431759026e-06,5.066843311960073e-05,0.00012188210045959992
2015-12-04,2015-12-07,0.25,-0.00011371574058498133,-0.00014736314430773055,4.87726337234411e-07,-4.2478049686701004e-05,8.381679627758721e-05,5.211737659613735e-05,-2.7405118913458093e-05,4.750338471242932e-05,0.0001470367695694827
2015-12-11,2015-12-14,0.25,-9.150579188583837e-05,-0.00011406203379038353,1.4050531924314137e-06,-2.166882380858311e-05,8.801789593699585e-05,3.091179454866344e-05,-6.923644196203354e-05,2.4946697997026935e-05,0.00015119164977172087
2015-12-18,2015-12-21,0.25,-6.962407173251222e-05,-0.00015096554143629112,8.064052977580904e-06,-2.440890589808753e-05,9.248698860596626e-05,4.2025039844473564e-05,-0.00010792367073767823,4.939036627039295e-05,0.0001609557421061554
2015-12-24,2015-12-28,0.25,-6.348359976406827e-05,-0.0001487673344111548,1.590113948321469e-07,-3.108361287686392e-05,8.378379672380156e-05,4.06129696858003e-05,-0.00010994532277234008,7.877273392662656e-05,0.00014995135809336654
2015-12-31,2016-01-04,0.25,-7.247424293450849e-05,-0.0001559862189837181,6.769378620309932e-06,-3.578771991651723e-05,9.932161709095641e-05,4.761041895082143e-05,-0.00010608210265902499,7.498990942941813e-05,0.00014163896040226287
2016-01-08,2016-01-11,0.25,-8.01771215375615e-05,-0.00016192619556233573,1.8401392964739066e-05,-2.3205428044170928e-05,0.00010351722312368638,5.5778947093301856e-05,-8.37658730836807e-05,3.568398432677371e-05,0.00013569307071924783
2016-01-15,2016-01-19,0.25,-7.637064816387655e-05,-0.00014140940075891697,4.606928676026695e-05,-2.2570922842111968e-05,9.482360853667901e-05,4.45741645933452e-05,-0.000120184501951089,4.4342976683570225e-05,0.000130725437142133
2016-01-22,2016-01-25,0.25,-9.732985171727653e-05,-0.00018558073694103063,3.993231771805986e-05,-2.7380778397097455e-05,9.565160624809741e-05,6.561648806618441e-05,-8.376795700062318e-05,5.510439306385202e-05,0.00013775451895983406
2016-01-29,2016-02-01,0.25,-7.536448059720837e-05,-0.0001634355408681233,4.654541642476692e-05,-2.184874665707744e-05,9.41080918524594e-05,6.579201245150582e-05,-0.0001030854998529673,4.194578129831001e-05,0.00011534296594833425
2016-02-05,2016-02-08,0.25,-0.00012053520309438851,-0.000196948454640186,3.171997857262461e-05,-1.945209128015973e-05,7.839980720936719e-05,9.126776265416351e-05,-2.8968803397642424e-05,6.498154542246527e-05,9.953545855375618e-05
2016-02-12,2016-02-16,0.25,-0.00015112584273481287,-0.00021874318862281472,6.2658850726273385e-06,-2.39362617608233e-05,5.808621321166872e-05,0.00010369182104537921,7.96596933127097e-05,5.4364453499777034e-05,9.173722697628882e-05
2016-02-19,2016-02-22,0.25,-0.00015541561469121514,-0.0002176605676077618,2.1720150617872587e-06,-3.0807005458369506e-05,4.796293856083449e-05,0.00010769920582568171,9.481250813030126e-05,6.984561455118675e-05,8.139090562755502e-05
2016-02-26,2016-02-29,0.25,-0.0001553280632526149,-0.00017858269577786029,-7.959576102703672e-06,-3.3417339034899075e-05,3.908459408203983e-05,0.00011240135102945065,0.00010676414521684815,4.4773814125004024e-05,7.22637697147352e-05
2016-03-04,2016-03-07,0.25,-0.00011608195778586142,-0.000144298212413543,-3.463690473536529e-05,-2.8043115824158298e-05,4.257116185580221e-05,0.0001036917181296399,0.0001255396707347499,3.338310687440138e-06,4.791932935129584e-05
2016-03-11,2016-03-14,0.25,-9.216266081878918e-05,-0.0001284355761581286,-5.573555705361668e-05,-1.0086762629784054e-05,3.2515987597622e-05,0.00011129241049114257,0.0001320947476330612,1.8111163320478106e-06,8.706294606444941e-06
2016-03-18,2016-03-21,0.25,-7.244505200164617e-05,-0.00012883967321660793,-5.643803829952831e-05,-1.2254639034637032e-05,3.7093770430136306e-05,0.00011799651614444207,0.0001191377476783903,-3.3596303901731086e-05,2.9345672201181857e-05
2016-03-24,2016-03-28,0.25,-9.034084451136772e-05,-0.00016076464590086785,-6.353175277282086e-05,-1.4087124322053902e-06,5.057466628928965e-05,0.00011342041755288743,0.000125641297580276,-2.1347805229246807e-05,4.775737942405552e-05
2016-04-01,2016-04-04,0.25,-0.00010414420667532155,-0.0001894995199547293,-5.256032405938459e-05,3.590808803378497e-06,7.325566596335666e-05,0.00011509004355881417,0.00011117765224192162,-2.1310772808462885e-05,6.440065293042738e-05
2016-04-08,2016-04-11,0.25,-8.655348050227208e-05,-0.0001723084049807434,-5.323767924429275e-05,-6.12287279767556e-07,6.0594277846726e-05,0.00011599679810750964,0.0001387352399455622,-4.487546302883608e-05,4.226099913611406e-05
2016-04-15,2016-04-18,0.25,-7.974709045253166e-05,-0.00017207286775980577,-5.429467598497318e-05,-2.3943435087593006e-06,7.344036816459937e-05,0.0001062768478998596,0.0001369754087370853,-6.631454086119715e-05,5.813089376572275e-05
2016-04-22,2016-04-25,0.25,-5.340790193510135e-05,-0.0001297022509215794,-3.0329915501388434e-05,1.3270857426982378e-05,4.117584972972252e-05,7.97280208205093e-05,9.552815692810319e-05,-5.011543496894084e-05,3.3852618421692694e-05
2016-04-29,2016-05-02,0.25,-7.376073710381803e-05,-0.00014670932194242012,-3.869416354797171e-05,1.2643244750761088e-05,4.3571868572471806e-05,8.666110653336464e-05,0.00010183697170046044,-3.231839146971003e-05,4.6769422506861934e-05
2016-05-06,2016-05-09,0.25,-8.991873494363015e-05,-0.0001541933018082023,-6.366098365510996e-05,4.514334103054919e-06,5.2643330385666745e-05,0.00010101989061679158,0.0001166997746666666,-1.1919111374946943e-05,4.481480200970952e-05
2016-05-13,2016-05-16,0.25,-9.20909009529585e-05,-0.0001551924040992591,-5.5814279161488716e-05,4.401556124843118e-06,4.9337310027386656e-05,9.456602562266163e-05,0.00012974780866423404,-3.9474335100894565e-05,6.451921887547544e-05
2016-05-20,2016-05-23,0.25,-6.990896768393004e-05,-0.00013664758443210313,-4.386239729943357e-05,1.0423922604091706e-05,3.96898107745801e-05,8.229835005645587e-05,9.261914785630835e-05,-3.143972934499091e-05,5.682744746902162e-05
2016-05-27,2016-05-31,0.25,-5.7625126719384224e-05,-0.00010435557845736389,-3.997434488009999e-05,2.6251817250189414e-05,-1.0963996732077001e-05,9.356233088804512e-05,0.0001050947301604757,-5.296734971365324e-05,4.097751820386807e-05
2016-06-03,2016-06-06,0.25,-6.61765778446144e-05,-0.00010903093922619167,-4.8252822427988706e-05,7.931519718861293e-06,-1.1466397153878647e-05,0.00010702949195965064,0.0001353030889068561,-5.5878285324780346e-05,4.0540921392085704e-05
2016-06-10,2016-06-13,0.25,-7.186797872349256e-05,-0.00011454322719107889,-6.69180076351364e-05,8.764289444897967e-06,1.1378622898250936e-06,0.00012446084478736025,0.00015103593568502143,-6.716833732820781e-05,3.509861867081103e-05
2016-06-17,2016-06-20,0.25,-8.286276092778692e-05,-0.00011688840350532182,-5.888459466814608e-05,2.0930399666082897e-05,2.1529020816923746e-05,0.00011601454267863215,0.0001477058672390821,-7.142264347125808e-05,2.3878572171792057e-05
2016-06-24,2016-06-27,0.25,-5.484551575365141e-05,-0.00013491048460108807,-6.09015483482938e-05,1.9796678911220284e-05,3.0312421845465762e-05,0.00011902944241896828,0.00017595735854982093,-0.0001065825544857923,1.214420146335034e-05
2016-07-01,2016-07-05,0.25,-6.321047433346777e-05,-0.00013147572219768437,-7.332884422805744e-05,1.744774614609227e-05,4.313931384489931e-05,0.00011202381939385369,0.00016398725192720126,-7.728225132518268e-05,8.6991607723458e-06
2016-07-08,2016-07-11,0.25,-1.3577723754721311e-05,-0.00010511132925616324,-9.43069124791273e-05,3.2149518110883806e-05,5.385239761194272e-05,8.693388723820106e-05,0.00014072031222367974,-9.194685018058365e-05,-8.71329951411171e-06
2016-07-15,2016-07-18,0.25,-8.999114424422208e-06,-7.491369107078344e-05,-9.754617118553499e-05,2.846717325935712e-05,2.5003786073323666e-05,8.49410000206406e-05,0.00013430100067706948,-8.174332077362872e-05,-9.510662576021618e-06
2016-07-22,2016-07-25,0.25,2.186319612294543e-05,-4.6330945764754955e-05,-0.00011783805700608366,4.082632625288898e-05,9.262524626817907e-06,7.652521222120188e-05,0.00014721613370787952,-0.0001092781326430699,-2.2246257517825115e-05
2016-07-29,2016-08-01,0.25,-6.317823340412288e-06,-3.4513277630805e-05,-9.761538645421994e-05,1.7113204939000635e-05,5.9537785680576286e-06,7.942315315999214e-05,0.00014210395061399782,-7.223966628978723e-05,-3.390793356582364e-05
2016-08-05,2016-08-08,0.25,-1.7518651998086262e-05,-2.759079036180916e-05,-8.909842313321603e-05,1.7469253102823956e-05,8.787063185697244e-06,6.272456438152508e-05,0.00011005027199453572,-5.2779012948019675e-05,-1.2044274223450895e-05
2016-08-12,2016-08-15,0.25,1.6991757279814784e-05,-3.9929253796147574e-05,-8.787985002784294e-05,3.337629600001585e-05,1.4322039317512465e-05,5.980061438047364e-05,8.185576531870226e-05,-6.366780377002726e-05,-1.4869564702501268e-05
2016-08-19,2016-08-22,0.25,2.2299157030548596e-05,-2.5726503418063574e-05,-9.052901849712775e-05,2.5723445311099936e-05,3.053008295531446e-05,5.222627221273244e-05,6.655322946627797e-05,-6.241808295549424e-05,-1.8658582105287837e-05
2016-08-26,2016-08-29,0.25,2.7217943399233957e-05,-4.532696352075257e-05,-7.779189103966904e-05,2.46601674001397e-05,3.63634658852499e-05,3.9917164234274717e-05,7.384723880636795e-05,-5.7583326955468566e-05,-2.130379820937617e-05
2016-09-02,2016-09-06,0.25,1.7037039717616585e-05,-5.9670961284730205e-05,-7.087299275184616e-05,1.542949749746276e-05,4.2237297827675644e-05,3.540158658713529e-05,8.30768837607036e-05,-3.2174058153408474e-05,-3.0464293200609027e-05
2016-09-09,2016-09-12,0.25,1.5273555827882067e-05,-4.7365746566914305e-05,-6.294183902147173e-05,1.7518678488825918e-05,3.755731204691212e-05,4.77110493433253e-05,7.9433355796841e-05,-5.289156301206983e-05,-3.429480290333074e-05
2016-09-16,2016-09-19,0.25,2.975429371516284e-05,-2.638108835275532e-05,-6.921097145061625e-05,2.6141460751709253e-05,4.925068645941124e-05,4.527866542144369e-05,7.190348476925575e-05,-7.678882607174609e-05,-4.994770524186496e-05
2016-09-23,2016-09-26,0.25,5.957466531854484e-05,-1.092925598058882e-05,-6.94700399192937e-05,4.047761077850392e-05,3.23415044089968e-05,2.21530815322984e-05,5.183234870857707e-05,-7.295554147126891e-05,-5.3024373375769375e-05
2016-09-30,2016-10-03,0.25,6.344682631223962e-05,-1.4361071044366686e-05,-6.138311738049934e-05,4.3409512935743634e-05,5.39682282455161e-05,1.9147742095996698e-05,2.676899596599548e-05,-6.174870285898719e-05,-6.92484142716383e-05
2016-10-07,2016-10-10,0.25,1.4273808852912847e-05,-3.735602468008048e-05,-3.303125027823248e-05,1.391095706729165e-05,4.39381235158537e-05,9.61727875817232e-06,4.902041890732662e-05,-1.732203587387434e-05,-4.305127626936978e-05
2016-10-14,2016-10-17,0.25,8.117379749062427e-06,-5.2381839896684e-05,-3.274955503685819e-05,2.2170083714147647e-05,5.3076494386000134e-05,2.154456307801261e-05,4.172185926023385e-05,-1.6580512757608868e-05,-4.4918472496305576e-05
2016-10-21,2016-10-24,0.25,4.464789142019814e-06,-3.414454164483633e-05,-3.824539131486258e-05,6.016329386171487e-06,4.178436777230358e-05,-2.0930295597256204e-07,4.828999677494272e-05,1.1026504522400094e-05,-3.8982751682166124e-05
2016-10-28,2016-10-31,0.25,1.3537099189237677e-05,2.9333005402597733e-06,-7.961508301967152e-05,3.272225036411257e-05,4.726087924655724e-05,1.347895761708976e-05,8.951577509309526e-05,-5.3123665140644426e-05,-6.670951389003627e-05
2016-11-04,2016-11-07,0.25,2.863943514841974e-05,-2.1722365705903528e-05,-6.959893157158846e-05,3.9328649438176136e-05,5.872572882248114e-05,3.26239251131538e-05,6.973862229624957e-05,-6.0807074159620775e-05,-7.69279893813676e-05
2016-11-11,2016-11-14,0.25,3.472809780545675e-06,1.687727054193828e-05,-5.965407938108922e-05,1.283002024283235e-05,3.6251464683633466e-05,3.574173551900533e-05,6.217734875527e-05,-4.669092224683825e-05,-6.100564789529749e-05
2016-11-18,2016-11-21,0.25,-2.9435618114369603e-06,1.903110920941449e-05,-5.3207580255651024e-05,3.271373926866836e-06,4.366937367581488e-05,2.09147560043929e-05,7.44017039187041e-05,-4.936938932956345e-05,-5.576778533854185e-05
2016-11-25,2016-11-28,0.25,-7.664023942388192e-06,1.8103271067988937e-06,-3.68840231188449e-05,1.1639594120161381e-05,5.5143573019631294e-05,3.4401799258717923e-05,9.613214370539201e-05,-7.933848314986829e-05,-7.524090699960025e-05
2016-12-02,2016-12-05,0.25,-6.97638914657012e-06,2.3010728410920866e-05,-4.717749110426793e-05,2.5331226256955437e-05,4.9221346975015704e-05,4.337750102229672e-05,0.00011127227759356851,-0.00010595587020659489,-9.210332980132433e-05
2016-12-09,2016-12-12,0.25,2.4631242107741463e-06,9.24978422234718e-05,3.0554423775000733e-06,7.237694331105964e-05,2.048900424198022e-05,-3.803507090657653e-05,0.00010527847323877035,-0.00012740382025071593,-0.00013072193844626374
2016-12-16,2016-12-19,0.25,5.128434962204626e-05,0.00012320847764670352,4.647346487745413e-05,9.996822559603564e-05,8.20870123853943e-06,-0.00010316643379619632,4.088512416751302e-07,-0.00013413032417443295,-9.225531225182484e-05
2016-12-23,2016-12-27,0.25,3.478770866137e-05,0.00010770702560436172,6.752323470413538e-05,9.130966896172955e-05,1.7755688484809957e-05,-0.00011025374599784011,-1.205387958759261e-05,-0.00015001907535158268,-4.6756625479391206e-05
2016-12-30,2017-01-03,0.25,5.1777894720200844e-05,0.00011860974252698821,6.590881355495004e-05,8.249415577979248e-05,8.96860173015305e-06,-0.00010815956561976567,-1.0385400668800048e-05,-0.00014687150671088123,-6.234273531263761e-05
2017-01-06,2017-01-09,0.25,7.168170086717122e-05,0.00012087155533335825,9.001555034451493e-05,7.88175144051735e-05,8.44889685177111e-06,-0.00011904736184514676,-5.812085781861233e-05,-0.00014440189682479355,-4.826510131343637e-05
2017-01-13,2017-01-17,0.25,8.43399885450951e-05,0.0001290052325879168,9.611791464517652e-05,6.69051038767226e-05,5.586128376595972e-06,-0.00011979117809619787,-6.781908497526388e-05,-0.00014758164005300708,-4.676246490703813e-05
2017-01-20,2017-01-23,0.25,8.42375629906857e-05,0.00014440927194591646,0.00011848314180596794,6.659975554994461e-05,1.4516738645239897e-05,-0.00013019699714218657,-7.107966433105047e-05,-0.00015844590350193167,-6.85239059625862e-05
2017-01-27,2017-01-30,0.25,0.0001091993237837718,0.0001233729056137865,0.0001301176182840462,7.55232042276801e-05,1.5713057547044268e-05,-0.00014504758399967854,-9.320628919263238e-05,-0.00013987546942850816,-7.579676683551001e-05
2017-02-03,2017-02-06,0.25,4.081893252501446e-05,0.0001159536135859655,0.00013284455469646627,5.185786519243778e-05,1.5191399054587074e-05,-0.00011333219975433451,-0.00010606317102678475,-0.00010136173379063408,-3.5909260482717655e-05
2017-02-10,2017-02-13,0.25,6.0949431656892713e-05,0.00012058638645696214,0.00015265650606208062,4.984222523073416e-05,3.2739297612532274e-05,-0.00015409149950495142,-0.00013841752120472201,-0.00010861741644276971,-1.5647409866758678e-05
2017-02-17,2017-02-21,0.25,5.369004997010399e-05,0.0001107331008700895,0.00012786280355379923,5.015110780467045e-05,3.13372502892351e-05,-0.00012752781142519217,-0.00010504082377593992,-0.00011261186851347514,-2.8593808773290922e-05
2017-02-24,2017-02-27,0.25,6.79977165182846e-05,9.927042479532366e-05,0.00011837018126733875,3.929885719646851e-05,3.330849066496508e-05,-0.00011183937383492687,-0.00010720294177191094,-0.0001098282276043632,-2.937512723117977e-05
2017-03-03,2017-03-06,0.25,6.748925844034123e-05,5.768695009838548e-05,0.00010630530913208718,3.976047561556452e-05,4.581677916379084e-05,-0.00010925921420904578,-8.364643933013544e-05,-8.702922096095543e-05,-3.7123897950032544e-05
2017-03-10,2017-03-13,0.25,4.376340694875098e-05,4.7752787549683914e-05,0.00012194728339252561,5.7282536256983126e-05,6.425106789677537e-05,-0.00011414381968297104,-0.00010369662823225153,-8.579279225910743e-05,-3.136384187038885e-05
2017-03-17,2017-03-20,0.25,2.1463609661442472e-05,2.2105736967691645e-05,0.00012148207877385686,5.0575693866192255e-05,4.686259483279359e-05,-0.00010157143353831585,-0.00011234512683516068,-2.368374908697852e-05,-2.4889404641521704e-05
2017-03-24,2017-03-27,0.25,2.405201971467536e-05,1.2010863987714477e-05,0.00011698417752349023,3.7626240907604516e-05,4.5112764767256316e-05,-8.056070202870247e-05,-8.446553326982222e-05,-4.090005944428786e-05,-2.98597721579282e-05
2017-03-31,2017-04-03,0.25,2.391887082648557e-05,3.97292151900486e-05,0.00012349362825639829,4.56711219025479e-05,3.387808376015668e-05,-9.555350532610146e-05,-8.810577294652844e-05,-3.9906499652480584e-05,-4.312514201052654e-05
2017-04-07,2017-04-10,0.25,2.3941966380853602e-05,-1.1567100691165535e-05,0.00014093819549626803,5.121293204086614e-05,5.3916386458347735e-05,-9.71401374456136e-05,-8.79298904693523e-05,-4.751997653445308e-05,-2.5852375235750846e-05
2017-04-13,2017-04-17,0.25,1.1805460711806446e-05,-2.7476330434610086e-05,0.00010266935514419493,3.460467325032442e-05,4.799294748136646e-05,-5.875031367061172e-05,-4.633796222138417e-05,-3.7240316536090487e-05,-2.726751372499582e-05
2017-04-21,2017-04-24,0.25,-5.8007895764278455e-06,-6.328579844132471e-05,0.00010054310262796822,3.8746581380613476e-05,7.662505084332801e-05,-4.652816008063226e-05,7.403127292480359e-06,-7.308872366498533e-05,-3.461439038101983e-05
2017-04-28,2017-05-01,0.25,-1.1522476938885225e-05,-7.554670921872164e-05,0.00011366819735492565,3.360301805029159e-05,0.00012044335213688437,-6.739754173505019e-05,-3.262938722936465e-05,-7.198969770227276e-05,-8.628754717807102e-06
2017-05-05,2017-05-08,0.25,1.5098176828447294e-05,-5.808383492559533e-05,0.00012353676228624895,4.8422272765323e-05,0.00012914885302773804,-9.171375279776036e-05,-6.656585917803109e-05,-7.376596231986813e-05,-2.6076655686502285e-05
2017-05-12,2017-05-15,0.25,-1.8504737986935747e-06,-4.983065658985061e-05,0.00012701989575015387,4.690992075303521e-05,0.000131285313849275,-9.599751430085434e-05,-7.121284306957807e-05,-6.303975111687772e-05,-2.328389147660979e-05
2017-05-19,2017-05-22,0.25,2.644975244734955e-06,-8.751079049810338e-05,0.00010338751227454421,5.710983075039709e-05,0.00010914237870555043,-7.672729590088386e-05,-5.028960731257021e-05,-6.461912428714538e-05,6.8621210234763455e-06
