decision_date,effective_date,alpha_shrink,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2013-08-09,2013-08-12,0.25,-5.492225848958992e-05,-4.7776673006804906e-05,0.000122102669758387,3.406123974004899e-05,-0.00011412389728869458,-1.01986754820933e-05,-0.00012138980212700108,8.477322371161229e-05,0.00010747417318413552
2013-08-16,2013-08-19,0.25,-5.577451935528314e-05,-4.41644457171744e-05,0.00013406713238061122,3.223893974956649e-05,-0.00011991343124157847,-1.9611880910922657e-05,-0.00011201173556259455,7.75097918773274e-05,0.00010766014878004805
2013-08-23,2013-08-26,0.25,-5.7169902311158714e-05,-3.572629170773458e-05,0.0001160732201110052,2.2438116203765066e-05,-0.00012589237239613135,-1.5237775996421041e-05,-9.662443348602883e-05,0.00010104543956289508,9.109400001980917e-05
2013-08-30,2013-09-03,0.25,-4.768550565680194e-05,-4.1559458083061324e-05,0.00011015192461569438,4.1654557909226025e-05,-0.00012102676657056633,-2.4612292771147604e-05,-9.151039686442333e-05,8.79578448095895e-05,8.663009261149069e-05
2013-09-06,2013-09-09,0.25,-4.324664842942082e-05,-4.2615961703111295e-05,0.00010870269305118783,5.4033095398907973e-05,-0.00013148102822959655,-2.7480463425053487e-05,-0.00010164611069425336,9.209344624719289e-05,9.164097778414679e-05
2013-09-13,2013-09-16,0.25,-4.976543142017528e-05,-6.582850837911835e-05,0.00010411810740604854,5.400643144275752e-05,-0.00011632107945962368,-6.995020756758139e-06,-9.875606752567255e-05,9.601135138545571e-05,8.353021730708615e-05
2013-09-20,2013-09-23,0.25,-5.2129902996071026e-05,-7.20655739531131e-05,9.737397793392377e-05,5.687631959865074e-05,-0.00011471738912951695,-1.5104669855421155e-05,-8.437300806098188e-05,9.739078832594796e-05,8.674945813658174e-05
2013-09-27,2013-09-30,0.25,-4.029461579375048e-05,-2.288701790650107e-05,9.616916333206338e-05,6.957667234304768e-05,-0.00012410131200528865,-4.20807643119793e-05,-0.00010185365138907057,7.894871859438616e-05,8.65228071370929e-05
2013-10-04,2013-10-07,0.25,-2.3350867496490575e-05,-2.867141023878215e-05,9.517457537781837e-05,6.8373031799627e-05,-0.00011785597813692924,-4.101774955206101e-05,-0.00012211711012920416,7.687631819643245e-05,9.258919017958933e-05
2013-10-11,2013-10-14,0.25,-2.2435928323015855e-05,-2.923725690954517e-05,7.3539089394693e-05,7.263347255594994e-05,-9.188208900900476e-05,-3.648597228758432e-05,-0.00011875992628498466,6.973239646222923e-05,8.289621440126264e-05
2013-10-18,2013-10-21,0.25,-2.4709718387648776e-05,-3.5383786570975694e-05,7.438518097536905e-05,8.234889838692829e-05,-0.0001009977148364008,-2.791774414513177e-05,-0.00010915891558487345,5.3447346433214586e-05,8.798645372951836e-05
2013-10-25,2013-10-28,0.25,-1.2284114492549765e-05,-3.079341084739651e-05,5.883912655544032e-05,8.280069863142241e-05,-8.404184245364914e-05,-3.8927010965718475e-05,-0.00012331236140594902,5.4895477984023356e-05,9.282343699437674e-05
2013-11-01,2013-11-04,0.25,-2.331372739209492e-05,-2.518518794569408e-05,5.3897235514529986e-05,6.006790535549063e-05,-7.801787360895167e-05,-3.8223479859977156e-05,-0.00011263712468744577,7.20759736648265e-05,9.13362789593166e-05
2013-11-08,2013-11-11,0.25,-2.828140617325823e-05,-2.4967237087107413e-05,6.660539158840186e-05,5.6266665620737855e-05,-7.456959417572823e-05,-4.146126622670674e-05,-9.506938438744378e-05,6.788000211527766e-05,7.3596828725827e-05
2013-11-15,2013-11-18,0.25,-1.7392085632318265e-05,-2.0953222941765622e-05,7.514279470068909e-05,4.6712377634341084e-05,-8.081163108842612e-05,-4.5711385565794824e-05,-0.00010020946778053038,6.983196942224047e-05,7.339065125156434e-05
2013-11-22,2013-11-25,0.25,-2.2453551734009306e-05,-3.9980810740806365e-05,6.237513665901249e-05,7.517013976143886e-05,-8.433817371592071e-05,-5.512570635575237e-05,-8.091692043317019e-05,6.771453540371558e-05,7.755535115549204e-05
2013-11-29,2013-12-02,0.25,-4.148464320653106e-05,-2.437620780484264e-05,7.761187465536528e-05,7.131175808345182e-05,-9.218145434378248e-05,-4.828533438640874e-05,-0.00010735374218590071,7.939235829752534e-05,8.536539089112297e-05
2013-12-06,2013-12-09,0.25,-1.3281380577757321e-05,-3.5920168230255784e-05,4.9639461575010937e-05,8.14446899272338e-05,-8.22237764906939e-05,-4.33870815569081e-05,-0.00011317356718424726,6.47673621745811e-05,9.213446036303671e-05
2013-12-13,2013-12-16,0.25,-2.5380418302426447e-05,-3.933054825774464e-05,5.058166633091805e-05,7.47680367708813e-05,-6.909762387831964e-05,-4.745694742017492e-05,-0.00011436988958111728,7.072655072812943e-05,9.955917360985421e-05
2013-12-20,2013-12-23,0.25,-4.801912420108692e-05,-3.982081513913751e-05,3.4321999746983304e-05,6.305985253124245e-05,-7.308968490342247e-05,-2.0250110758342172e-05,-0.00011062941319501808,9.892024802884389e-05,9.55070478899375e-05
2013-12-27,2013-12-30,0.25,-6.543780812645888e-05,-3.450842350374855e-05,4.06756447163105e-05,5.964106550693666e-05,-6.305685687078212e-05,-2.2125757483383536e-05,-0.00011136968251634373,9.829685826174184e-05,9.788496001572806e-05
2014-01-03,2014-01-06,0.25,-7.756760216804103e-05,-3.5160744573767966e-05,3.4403185567943975e-05,5.720969741046536e-05,-5.36664336030418e-05,-1.442489050466737e-05,-0.00011788042183288971,0.00010870054562252997,9.838666408146888e-05
2014-01-10,2014-01-13,0.25,-7.07245717183555e-05,-4.3004884057966044e-05,2.4982939545652513e-05,6.082824401812059e-05,-3.677586331707588e-05,-1.410506832944528e-05,-0.00010801209010090061,9.093390144646472e-05,9.587739251350574e-05
2014-01-17,2014-01-21,0.25,-5.839925001876491e-05,-5.700544094945631e-05,3.410944669394485e-05,7.190282745665364e-05,-2.3804694637759386e-05,-3.560716698022961e-05,-9.980027932106884e-05,7.86337343488113e-05,8.997082340786916e-05
2014-01-24,2014-01-27,0.25,-5.455967311411629e-05,-5.973031204590135e-05,3.320992903624816e-05,5.8918243141678375e-05,3.7019911110974866e-06,-3.175721080759625e-05,-0.00010063435813526427,7.35443734744278e-05,7.730701733942626e-05
2014-01-31,2014-02-03,0.25,-2.438455556481807e-05,-6.486698592843453e-05,3.057014170090535e-05,7.111057492897077e-05,-1.7921381762229583e-06,-3.858883653696911e-05,-0.00011273178718305293,5.950027840664036e-05,8.118330835298128e-05
2014-02-07,2014-02-10,0.25,-2.3071850843516515e-05,-6.921848681148617e-05,4.01947172136957e-05,6.162279052812937e-05,-2.7882812250247546e-06,-5.8864470828131986e-05,-0.000111503772373218,8.03044476093634e-05,8.332490673018908e-05
2014-02-14,2014-02-18,0.25,-1.6264497145614273e-05,-8.852568463300835e-05,3.420275128190593e-05,5.997326572962109e-05,1.0904828898534937e-05,-4.501650982014513e-05,-0.00010446676556806424,8.055317342915035e-05,6.863943782761965e-05
2014-02-21,2014-02-24,0.25,5.798779092573686e-06,-7.208455408815343e-05,3.236058585285773e-05,6.025643454915462e-05,1.0661103889665288e-05,-8.246020475829817e-05,-0.00011032279808787373,8.444444203702277e-05,7.134621151305131e-05
2014-02-28,2014-03-03,0.25,-4.253408613837009e-06,-7.629134617212415e-05,3.640088416311313e-05,6.067221127997914e-05,3.2203161124304887e-06,-7.927401678931072e-05,-0.00010592847030636019,9.708155282764998e-05,6.83722774984593e-05
2014-03-07,2014-03-10,0.25,-8.88297840430621e-06,-8.740282723770183e-05,1.7833947865819773e-05,6.64537831659327e-05,1.533004641739543e-05,-8.07230373450258e-05,-9.298337543279893e-05,0.00010126030545107385,6.911413551961075e-05
2014-03-14,2014-03-17,0.25,-6.083473439336443e-06,-7.857021173295037e-05,1.4209090239132328e-05,5.261964109290208e-05,2.2513406149232728e-05,-6.428141165459811e-05,-7.782005124465339e-05,8.357707312335653e-05,5.3835937466914713e-05
2014-03-21,2014-03-24,0.25,1.1157843119731503e-05,-5.778490228442533e-05,4.484239292831067e-06,5.4092722969745997e-05,2.146626802067316e-05,-9.158900394597216e-05,-8.998341380069753e-05,9.145997052881018e-05,5.669627609930313e-05
2014-03-28,2014-03-31,0.25,2.0985153101720622e-05,-5.157624823142387e-05,7.893488779533612e-06,4.84516145260339e-05,1.900685756525122e-05,-7.784565175336346e-05,-8.699805685145603e-05,6.778305928938156e-05,5.229978357432235e-05
2014-04-04,2014-04-07,0.25,3.7781034303092725e-05,-4.318574367054504e-05,2.1542179764820317e-05,5.531188074130199e-05,1.909680954074921e-05,-8.391436212586461e-05,-0.00010882985714993376,5.2404407617211396e-05,4.979365097916805e-05
2014-04-11,2014-04-14,0.25,3.659269440376618e-05,-3.360674024390116e-05,1.7922241502626486e-05,4.5303551713714356e-05,1.4857272009661442e-05,-7.086601130234275e-05,-8.208863304222024e-05,4.134179236243147e-05,3.054383259626432e-05
2014-04-17,2014-04-21,0.25,4.8587930125615553e-05,-2.4820725472749525e-05,2.86847169545562e-05,5.616881228158192e-05,3.028602702270707e-05,-0.00010218225974521156,-0.00012006638089654926,4.596778851418491e-05,3.737409121586465e-05
2014-04-25,2014-04-28,0.25,2.321967167520601e-05,-1.8076519838479643e-05,2.2474925871183705e-05,5.6890173086539167e-05,3.38943207628441e-05,-7.902396987346304e-05,-9.751665670005294e-05,4.614688447515569e-05,1.1991170541067068e-05
2014-05-02,2014-05-05,0.25,3.9342170601980314e-05,-1.4512718526468738e-05,1.9336396972412793e-05,6.481361169986377e-05,1.2891886410454053e-05,-8.745172657222366e-05,-0.0001027886374469034,5.042551612015439e-05,1.7943500740730375e-05
2014-05-09,2014-05-12,0.25,2.3774968652755398e-05,-2.4312619314231538e-05,1.8173553356412141e-06,5.583333936433105e-05,9.498580745298188e-06,-6.220554264211778e-05,-5.725638073135497e-05,5.485692189682954e-05,-2.006623307151045e-06
2014-05-16,2014-05-19,0.25,4.344853011990169e-05,1.1952067338975159e-05,-2.8317508882162707e-05,6.977824084905128e-05,4.091132459762301e-06,-7.731967672871797e-05,-4.2622421420196265e-05,4.0242976323528356e-05,-2.1253340060141933e-05
2014-05-23,2014-05-27,0.25,4.1040106175642714e-05,3.6123493455220525e-06,-2.9813044145486888e-05,6.856671749103544e-05,3.393315148804676e-06,-7.240829786473874e-05,-3.9177055964193425e-05,3.971413493700918e-05,-1.4928225123594777e-05
2014-05-30,2014-06-02,0.25,2.6628106353491365e-05,-1.672137424468161e-06,-5.546934921964907e-05,5.210642428007568e-05,-1.44301873181656e-06,-5.219193705445214e-05,2.0325485410706008e-05,3.5702585738515584e-05,-2.398615935240235e-05
2014-06-06,2014-06-09,0.25,4.283467533863929e-05,1.9460409088891404e-05,-5.3310359154191647e-05,5.63056986621747e-05,-1.3278136676195701e-05,-5.547937861300907e-05,7.075139469808636e-06,3.328526858470632e-05,-3.68933167008242e-05
2014-06-13,2014-06-16,0.25,4.519168942949779e-05,1.6305636979232883e-05,-4.978596049943376e-05,5.756071775096531e-05,2.9304806309629e-06,-5.634670392559593e-05,-2.2486770594847374e-05,4.143670793556968e-05,-3.480579770635158e-05
2014-06-20,2014-06-23,0.25,3.629083136156086e-05,1.2865848891129434e-05,-4.997110348322408e-05,5.143598031197622e-05,7.2586506235363605e-06,-4.965724590688314e-05,-2.637600694932983e-05,4.762422021226253e-05,-2.9471175061028624e-05
2014-06-27,2014-06-30,0.25,6.008061834671916e-05,1.3512548087678679e-05,-5.5689673867610084e-05,5.3479091358801486e-05,2.7552686188496618e-05,-6.08922724154937e-05,-4.391424492319326e-05,3.596045616662241e-05,-3.0089208942021253e-05
2014-07-03,2014-07-07,0.25,6.815153669834562e-05,3.7506498548343155e-06,-5.372787750658413e-05,6.242539544281983e-05,1.3520070654191854e-05,-6.583267437390724e-05,-2.9150132710613526e-05,5.312309449226663e-05,-5.226006255135314e-05
2014-07-11,2014-07-14,0.25,5.4443699066974765e-05,2.2906389959581066e-05,-3.846054046868758e-05,5.454168788738038e-05,2.7324889202661357e-05,-6.0028806645385255e-05,-5.0390590622913895e-05,3.4543044483076454e-05,-4.487977286268726e-05
2014-07-18,2014-07-21,0.25,6.002864128804394e-05,3.901685087742137e-05,-6.393891882827387e-05,5.1762164191745334e-05,3.296682183663482e-05,-6.600576250515425e-05,-3.8087113659866854e-05,3.5134698879999126e-05,-5.087738208054958e-05
2014-07-25,2014-07-28,0.25,5.6140634786309035e-05,4.0938219667881887e-05,-6.78687084146701e-05,4.2285605949106246e-05,4.5857564301209715e-05,-7.784833130309075e-05,-3.0359390970197825e-05,3.9655776083043464e-05,-4.880137009959196e-05
2014-08-01,2014-08-04,0.25,6.023869342458064e-05,3.785669539114865e-05,-6.17264797309369e-05,2.6159306802828332e-05,5.2261221365383414e-05,-7.009205271750113e-05,-5.115557232584456e-05,4.834028518839264e-05,-4.188209739805112e-05
2014-08-08,2014-08-11,0.25,4.922278950100808e-05,4.121005002808459e-05,-5.441117549855627e-05,2.221637035284784e-05,4.885624598805437e-05,-6.232127594475025e-05,-4.1151886294338674e-05,4.362898781755598e-05,-4.725010594990568e-05
2014-08-15,2014-08-18,0.25,3.512041701202222e-05,3.57671051019528e-05,-4.7924359527899175e-05,2.321223897529712e-05,4.463291365926057e-05,-5.6927533680007513e-05,-3.94801712193127e-05,3.8553839208507247e-05,-3.2954449529820564e-05
2014-08-22,2014-08-25,0.25,2.7942419437106396e-05,3.8831888484357966e-05,-4.298070795607785e-05,9.953570194603275e-07,4.60006425508994e-05,-5.021058363861603e-05,-2.4332333691235434e-05,4.430691304586524e-05,-4.0553595251760076e-05
2014-08-29,2014-09-02,0.25,2.7462355327549843e-05,1.2341862695677315e-05,-2.1066097141267718e-05,4.801556098547768e-07,5.1963213514727414e-05,-4.895735557889676e-05,-3.6155105352749645e-05,4.845751349669928e-05,-3.452654257159456e-05
2014-09-05,2014-09-08,0.25,3.747575784778006e-05,1.8108836509981424e-06,-2.6019461953830802e-05,-5.641593153656775e-06,4.935137097229769e-05,-3.4373123064903514e-05,-3.2528028692492295e-05,4.3799114008115196e-05,-3.387491961430759e-05
2014-09-12,2014-09-15,0.25,3.8232680693110435e-05,-3.6248793565944357e-06,-3.502787041699036e-05,-4.399196177756721e-06,6.106118541634553e-05,-4.872192491834715e-05,-6.473851697281336e-06,4.6804496317103255e-05,-4.7850639859589274e-05
2014-09-19,2014-09-22,0.25,2.1578522802898265e-05,1.6874294409822044e-06,-3.875058897446994e-05,-6.723869764930308e-06,7.105418568216292e-05,-5.3245511929265115e-05,-2.195843895905702e-05,6.577527197240549e-05,-3.9417000270726454e-05
2014-09-26,2014-09-29,0.25,1.2405329041357448e-05,-2.0605698267705847e-07,-1.593637687186689e-05,-2.1059755632367607e-05,7.207142814603311e-05,-5.478233140329057e-05,-2.4880109610394212e-05,8.108440545207828e-05,-4.869653213887265e-05
2014-10-03,2014-10-06,0.25,2.135137215223418e-05,-3.0842519053067726e-05,-1.4358590475490918e-05,-1.1897472895117187e-05,7.821624504013118e-05,-5.3421889212211014e-05,-1.2367482623012029e-05,8.307068493161785e-05,-5.9750347865084274e-05
2014-10-10,2014-10-13,0.25,1.1812561183811648e-05,-4.252795932534458e-05,-2.003922007220448e-05,-1.2615689386969142e-05,9.783396107481299e-05,-5.434714419260356e-05,-2.942552364539931e-05,9.94740644821814e-05,-5.0165050118284893e-05
2014-10-17,2014-10-20,0.25,1.849534875704384e-05,-5.948843158415216e-05,-1.4906797394264126e-05,9.404258599083289e-06,9.378038919443918e-05,-5.275560505094671e-05,-3.130623288032744e-05,8.568351985098822e-05,-4.8906449491864034e-05
2014-10-24,2014-10-27,0.25,2.7981597193936503e-05,-6.831032673350454e-05,-1.7513073360626906e-06,-2.6082778152843064e-05,8.481687012920299e-05,-3.802358493241789e-05,-1.9249335128332073e-05,0.00010829017496654549,-6.767131000652461e-05
2014-10-31,2014-11-03,0.25,1.0005803034995376e-05,-8.998026039013943e-05,2.1110537078868134e-05,-3.2726122588518815e-05,8.62201538967137e-05,-3.714516794907019e-05,1.6415235518510792e-05,0.00010434840400509241,-7.824858260645195e-05
2014-11-07,2014-11-10,0.25,-7.89508670216886e-06,-9.178563427382537e-05,2.398506813847302e-05,-4.953908506093863e-05,7.49136463132714e-05,-1.71348210464775e-05,2.4999152653822386e-05,0.00010151831070021516,-5.906155072237163e-05
2014-11-14,2014-11-17,0.25,-7.052689163475622e-06,-0.00010409946248488705,9.67745811233711e-06,-2.9644149788895374e-05,5.673185637291049e-05,-1.3777267611358638e-05,8.460344363915635e-05,8.377660240639937e-05,-8.021579148218677e-05
2014-11-21,2014-11-24,0.25,-6.727113473528471e-06,-9.715785955958298e-05,-1.7909072156436758e-05,-1.8527402036609035e-05,5.50173987109326e-05,-1.726729824466102e-05,7.960926524176525e-05,8.851118438946848e-05,-6.554910287134792e-05
2014-11-28,2014-12-01,0.25,-3.9750958252114286e-05,-0.0001261537487264337,-1.0322960861433605e-05,-2.0443211373943665e-05,7.700833294460151e-05,-1.9307361740711424e-05,0.00012377973291740702,0.00012039527778049677,-0.00010520510268786843
2014-12-05,2014-12-08,0.25,-3.4445059918193724e-05,-0.00014275498612678595,1.1490958198219053e-05,-1.3294284318073356e-05,5.672379066117792e-05,-5.657922895687583e-06,0.00012448337844543576,0.00011168511599016443,-0.00010823099003625671
2014-12-12,2014-12-15,0.25,-3.1042582067548734e-05,-0.0001772354034590068,-3.136498148142465e-06,-1.0464468551441122e-05,7.92442779237937e-05,-7.746584867329253e-06,0.00012981261889541973,0.00015019647651235115,-0.00012962783623809613
2014-12-19,2014-12-22,0.25,-3.0878899161713346e-05,-0.00015019519798645093,-2.0651679780496138e-05,-3.197715701550648e-05,7.043405387883135e-05,1.704294118791701e-05,0.00011750051813209293,0.00012692971497629992,-9.820429423097437e-05
2014-12-26,2014-12-29,0.25,-4.486139834159531e-05,-0.0001661034773045829,-1.598937911588102e-05,-3.094594178249304e-05,6.942087259025951e-05,1.8087482393233396e-05,0.00012486069387659566,0.00013948914254874326,-9.395799486427959e-05
2015-01-02,2015-01-05,0.25,-6.845634565948284e-05,-0.00016618585483413014,-8.310048756726826e-06,-3.317614505919622e-05,5.664580944101527e-05,3.296421689085317e-05,0.00012340321176571917,0.00013107525355807918,-6.796009734613085e-05
2015-01-09,2015-01-12,0.25,-5.347332902669831e-05,-0.00020046850462314539,2.085107963411463e-07,-3.770547985641729e-05,6.30216099247005e-05,3.1254379220387035e-05,0.0001328406555769175,0.00013262095512855756,-6.829879714064259e-05
2015-01-16,2015-01-20,0.25,-9.042300729831687e-05,-0.0002132230460202403,1.7534828241424919e-06,-2.9233075111661434e-05,4.154668791011479e-05,6.0474367171113654e-05,0.00014410015460828086,0.00012231737063530748,-3.731293471874061e-05
2015-01-23,2015-01-26,0.25,-6.959780474796039e-05,-0.00021218747762156764,1.7474410599779263e-05,-3.1784708988700085e-05,5.12545394764405e-05,5.96317437222941e-05,0.00012576489304346407,0.00010758661306802585,-4.8142208551775676e-05
2015-01-30,2015-02-02,0.25,-6.440163204422561e-05,-0.00020558970302987344,1.9313232774201386e-05,-2.505794646082486e-05,5.914201788259345e-05,6.335407158524351e-05,0.00010810780592215307,7.797263823866452e-05,-3.284048486793209e-05
2015-02-06,2015-02-09,0.25,-5.100946246205438e-05,-0.00014727924260887046,3.017381847326587e-06,-2.6510501267460688e-05,2.3424640376272136e-05,5.61273079895592e-05,8.136745546400621e-05,8.481674832662957e-05,-2.3954327665408093e-05
2015-02-13,2015-02-17,0.25,-4.5656206012418155e-05,-0.00012226737257536765,-7.995557249628068e-06,-1.815814604935975e-05,1.880608409087742e-05,5.530132687951825e-05,7.217639289683916e-05,6.65073437528737e-05,-1.8713865733334964e-05
2015-02-20,2015-02-23,0.25,-5.21610733067143e-05,-0.0001477005879339006,-1.163369027117487e-05,-1.91266561067633e-05,2.0882112953644167e-05,7.823344846134974e-05,9.422653514428884e-05,7.132147150131282e-05,-3.404156044204246e-05
2015-02-27,2015-03-02,0.25,-6.411198837225277e-05,-0.00015657526821661737,-4.924347623964481e-06,-1.9854498464901276e-05,2.0726997922985963e-05,7.0738611983775e-05,0.0001079224948450428,7.721411828527704e-05,-3.113612035934499e-05
2015-03-06,2015-03-09,0.25,-7.287847500521641e-05,-0.00016096549341627667,-2.4031807098789238e-05,-2.9506557652086738e-05,3.4566693273160146e-05,7.788355591267674e-05,0.00011619492253865669,7.4354914058655e-05,-1.5617752610779534e-05
