comparison,annualized_active_return,tracking_error,information_ratio,annualized_return_difference,sharpe_difference,max_drawdown_improvement,final_wealth_ratio,avg_rebalance_turnover_difference,total_cost_difference
V2_HMM_MPC minus EqualWeight_weekly,-0.016179360767780232,0.06083471105081079,-0.26595607159647383,-0.015259286195707933,-0.01765018276727981,0.04199843411410875,0.8493945367495457,0.0011565076993227796,0.0019587329751232837
V2_HMM_MPC minus Markowitz_CVXPY_weekly,0.011383041315060871,0.037004433797694816,0.3076129032886317,0.01247387076990858,0.08236115667283095,-0.0027358028282635782,1.1446618058315905,-0.033709033059700286,-0.019867095540023257
V2_HMM_MPC minus HMM_MPC_CVXPY_weekly,0.0032880769264302975,0.038102898710745216,0.08629466622451595,0.0042580098216431495,0.04746934611137288,-0.0012842485171934426,1.047020869030824,-0.011302797806360839,-0.011840305271545585
