,EqualWeight_weekly,Markowitz_CVXPY_weekly,HMM_MPC_CVXPY_weekly,V2_HMM_MPC
2013-03-15,-0.0004113156624178,0.0004506958277925,-0.0024628713732834,-0.00047706209836129165
2013-03-18,-0.005935474771829,-0.004749096932704,-0.0053184948244723,-0.005931645235150107
2013-03-19,-0.002048040634185,0.0045300746191569,0.0019430216216227,0.0012330413296108844
2013-03-20,0.0069840896994459,0.0084391454373407,0.0095557170862259,0.007929961965711385
2013-03-21,-0.0086017525426366,-0.0043225401546826,-0.0052268198067086,-0.006300922715393398
2013-03-22,0.0066887278275846,0.0058681068325352,0.0087859762411361,0.007338398755348363
2013-03-25,-0.0036613808120434,-0.001726970307734,-0.0016415993127274,-0.0026470584889511928
2013-03-26,0.0078904531711208,0.0098701390058639,0.0087384049597805,0.008773161698446552
2013-03-27,0.0005416946435625,0.0025840373440273,0.0014733236392858,0.0014419170105259838
2013-03-28,0.0046185025506135,0.0082457874060943,0.0059539434244184,0.006796413277010194
2013-04-01,-0.0046920513291665,-0.0006025864839914,-0.0017871426416968,-0.002388133190564079
2013-04-02,0.0031859990153784,0.0085763105685849,0.0100244443974772,0.008364518912998609
2013-04-03,-0.0096043374435725,-0.0067159670573622,-0.0083264272059431,-0.008149894990203244
2013-04-04,0.0051193725874905,0.0068031598758682,0.0057910691343607,0.006148336286751377
2013-04-05,-0.0031587708355598,-0.0022908404680765,-0.0047288613332246,-0.0036290006976402722
2013-04-08,0.006802658823767,0.0077403096138515,0.0085073037878056,0.007332098294754452
2013-04-09,0.0032912061650793,-0.0009628191898628,-0.0007376629150841,0.0003121924345788063
2013-04-10,0.011202706060805,0.0095568124630689,0.0106245642481852,0.011589323615805336
2013-04-11,0.0039062582000701,0.0047310314052233,0.0063676032422463,0.00550716112733407
2013-04-12,-0.0032849913242584,0.0035440945848261,0.0037658777427256,0.0018078884531420591
2013-04-15,-0.0244981027441252,-0.0157714975102922,-0.0184982219298869,-0.019265854727822163
2013-04-16,0.0146182018360854,0.0152070725180657,0.0157664576240215,0.015157868390694329
2013-04-17,-0.0134535999697847,-0.0066434102095002,-0.0076047999123056,-0.008957937157015317
2013-04-18,-0.0046733279155176,-0.0019312810326452,-0.0053858231624139,-0.005748901918643301
2013-04-19,0.0096922193828274,0.0150356240354363,0.014371949253203,0.013553017131647804
2013-04-22,0.0046667519113132,0.0017004907827071,0.0025891071518486,0.0026872533494908257
2013-04-23,0.0092287990627097,0.0053547730633178,0.0065414836793766,0.007652969010915278
2013-04-24,0.0019331280033276,-0.0085877143686646,-0.0093698680678243,-0.006483912187977614
2013-04-25,0.0046955956452006,0.0021680122402831,0.003460320833192,0.003907187751675645
2013-04-26,-0.0030262855591345,0.000449520521621,-0.0004496184565633,-0.0010407943590257096
2013-04-29,0.0074522705840296,0.0052192518800933,0.0043746338686887,0.004416760512629958
2013-04-30,0.0016982311481428,-0.0012169714639022,-0.0017875189473097,-0.0013696579447181056
2013-05-01,-0.0103538359870621,-0.0064707149289113,-0.0060087314669122,-0.007654503578765737
2013-05-02,0.0086114969068642,0.003174728428325,0.0050536335524609,0.006658777631502355
2013-05-03,0.0105391557779714,0.0023247010657372,0.0043877608719682,0.006590498224433139
2013-05-06,0.0007618937560247,-0.0096904780383166,-0.0074872028210893,-0.004001475491641204
2013-05-07,0.0066540260628265,0.0074281523186536,0.0070248096766551,0.006839334259109986
2013-05-08,0.0032422725583294,-0.0022784646684318,-0.0007423759835586,0.0010387464176282446
2013-05-09,-0.0034453380062671,-0.0083242914776535,-0.0057904874172409,-0.004693174277175194
2013-05-10,0.0030653520365564,0.0045784294123856,0.005503194723974,0.005520376190826681
2013-05-13,-0.0006406122349049,0.0009172884780024,0.0016537937128393,0.001619246190379009
2013-05-14,0.010915375799857,0.0096779423627861,0.0100785061610098,0.010939690988958306
2013-05-15,0.0054822411480646,0.0085694068151176,0.0080804767134599,0.007494519155173185
2013-05-16,-0.0057838616173608,-0.0078313824434715,-0.0082281265899365,-0.008069789029843677
2013-05-17,0.0102403280696443,0.0053036768260257,0.005293909594138,0.007369011532342817
2013-05-20,-0.0005632426032218,-0.0076788279567331,-0.0073671171007212,-0.005126657122595857
2013-05-21,0.0017484265909772,0.0041463267936538,0.0041867842236662,0.00427171550316463
2013-05-22,-0.0092755524513186,-0.0059403855861268,-0.0055838791550499,-0.0063416153318320845
2013-05-23,-0.002387434813338,-0.0038605801011484,-0.0035125785989912,-0.003448135144566211
2013-05-24,-0.0022552073643902,-0.0004113063390209,0.0002281572536759,-0.0006838657360594969
2013-05-28,0.0055218872925895,0.0007450040978458,0.0019003457426354,0.0037982792518174158
2013-05-29,-0.0081529688303603,-0.0168575601153824,-0.0162922949025856,-0.013245817386623893
2013-05-30,0.0034722655723571,0.0015101130304628,0.0009519807776983,0.003136679126790165
2013-05-31,-0.0144093499787831,-0.016291225403908,-0.0159448828902589,-0.01547960590783315
2013-06-03,0.0053839734520493,0.0067769763324825,0.0067969132528811,0.005663822322689027
2013-06-04,-0.0045530556407527,-0.0029085020342842,-0.0027522398411388,-0.0040147076148948635
2013-06-05,-0.0144541509811134,-0.0120937912945126,-0.0125751723053022,-0.013730575820256385
2013-06-06,0.0086207089577017,0.0097010061621294,0.0094030158215254,0.010094007995610665
2013-06-07,0.0125694056757355,0.009689126612562,0.0108340388664927,0.012339510598914583
2013-06-10,-2.1147111481489844e-05,0.0004047885259672,2.6794647995931342e-06,-0.0002492335435682058
2013-06-11,-0.0097938428828734,-0.0041067907050886,-0.0046362987721088,-0.006561444597800614
2013-06-12,-0.0079289924272044,-0.0079630429236555,-0.0080947784025438,-0.008578436335012762
2013-06-13,0.0156916974787435,0.0136570484694147,0.0139922694026195,0.014953228747376812
2013-06-14,-0.0055652005642411,-0.0011857439960203,-0.0015104445697238,-0.0032409422357304596
2013-06-17,0.0077147766348311,0.0051154261891628,0.0054416274224908,0.0058097642437511254
2013-06-18,0.0072675181619232,0.0061019350419151,0.0063697881900803,0.007251054018502234
2013-06-19,-0.0141330401368811,-0.019290962378667,-0.0184908121837437,-0.017265236421327934
2013-06-20,-0.0257414746972159,-0.0281488511476959,-0.0280901682994288,-0.026596009641386642
2013-06-21,0.0034870486125391,0.0120106820978804,0.0109864176351501,0.008479278578072735
2013-06-24,-0.0111058781358206,-0.005015438361218,-0.0051492485202926,-0.007929019089866984
2013-06-25,0.0095325354145439,0.0054881184337496,0.0058184985573386,0.007956212508674732
2013-06-26,0.0096257759755185,0.0124411167392264,0.0122543033438757,0.011965591899507855
2013-06-27,0.0053347315470404,0.0036209165549732,0.0041987904924414,0.0057436118516496215
2013-06-28,-0.0037445467796308,-0.0048439260269822,-0.0037151332467398,-0.004026134906460088
2013-07-01,0.0039679859512544,0.0003863022709162,0.0017372427909201,0.002601513608476491
2013-07-02,-0.0009314034507983,-0.0001880275854918,6.27135274882118e-05,-0.0010010850844198727
2013-07-03,3.2442294513490566e-05,-0.0022053077174191,-0.0014874291555445,-0.0012663667972810932
2013-07-05,0.0092810315604079,0.0046120034145791,0.0053631107972123,0.008374747465141885
2013-07-08,0.0067939825427523,0.0095267755764762,0.0096183061344103,0.008519594808964914
2013-07-09,0.0081624408824136,0.0057434116773853,0.0057267177558171,0.006570050975164277
2013-07-10,0.0005501575866413,0.0037443176043678,0.0035979353787498,0.00238653118161003
2013-07-11,0.0139530417971867,0.0148341891052106,0.0148430186469044,0.014235675001863513
2013-07-12,0.0019613359641343,0.002963878016549,0.002961538797803,0.0028206492707418818
2013-07-15,0.0031892067670387,0.0040678572740056,0.0007583174733092,0.0038333728492128127
2013-07-16,-0.0047106316023729,-0.0048079439184824,-0.0048117106202014,-0.0048773613119085235
2013-07-17,0.0029431168017122,0.0015510957155773,0.0017062665502907,0.0018991091790192538
2013-07-18,0.0058457533487086,0.0044627530890311,0.0039869898799158,0.0060842551690170055
2013-07-19,0.0036301783280725,0.006596612917336,0.0063127608698518,0.005885577262085384
2013-07-22,0.0010112838855098,0.0005995880942446,0.0006515216333153,0.0012687948716674224
2013-07-23,-0.0009205640271093,-0.0015828218859598,-0.0022908480996999,-0.0016209143698053818
2013-07-24,-0.0061542580237098,-0.0063061467643124,-0.004120760772965,-0.0064935727067428894
2013-07-25,0.0043247417671894,0.0057276526277811,0.004264393626276,0.0044720804539870596
2013-07-26,0.0004956158747442,0.0026709740554677,0.002609699220534,0.0019199684990995891
2013-07-29,-0.0025223423350381,-0.0017561520954697,-0.0031972172632542,-0.0026530400370533558
2013-07-30,0.0004907797742368,0.000339414105885,-0.0009266832280192,0.00042380082211712633
2013-07-31,-0.0001822906363635,-0.0013838111142151,0.0013215141442872,-0.00018136707064275726
2013-08-01,0.0117686099257348,0.0074933341356377,0.0092874141728378,0.010265549005697983
2013-08-02,0.0015385485722072,0.0001160987749115,0.0020792189619869,0.0009801697474705051
2013-08-05,-0.0020141799478359,-0.0015053317859333,-0.0007358061834297,-0.002064503812206242
2013-08-06,-0.0058145786407578,-0.0033472680991764,-0.0031716134889491,-0.004530515338110108
2013-08-07,-0.0024536388923395,-0.0009496102125932,-0.0037708775588226,-0.0022613934963213733
2013-08-08,0.0051358141101061,0.0029362349432207,0.0037256262400833,0.0034829478565290284
2013-08-09,-0.0028504749442747,-0.0044161796639446,-0.003499541857273,-0.004041162024248757
2013-08-12,-0.001716355504525,-0.0038118258019905,-0.0029496150072593,-0.0030978259756828663
2013-08-13,0.0023044749834164,0.0007346950892732,0.0016315871827736,0.0012728385250000418
2013-08-14,-0.0056493497109317,-0.007320628477404,-0.008289654444858,-0.00731270115320326
2013-08-15,-0.013095993760679,-0.0157587813310627,-0.0166837357629917,-0.015301534065462308
2013-08-16,-0.0043380897801282,-0.0064302118956904,-0.0048897730779277,-0.005040081916211636
2013-08-19,-0.0067463419628229,-0.0025799014525587,-0.002326230051032,-0.004413212036695202
2013-08-20,0.0052662435320829,0.0031726803036067,0.003549481852169,0.004699990975706392
2013-08-21,-0.0070032959732047,-0.007634507915319,-0.0073987095419237,-0.007805707026690589
2013-08-22,0.0092061049997622,0.0057004456330671,0.0063385139509608,0.0074968109376971626
2013-08-23,0.0044923797554716,0.0045193838175341,0.0034891428723979,0.0035637044646537053
2013-08-26,-0.0038743387232582,-0.0052443814058962,-0.0049634885902001,-0.004895112913964272
2013-08-27,-0.0137795084293586,-0.0098207958396716,-0.0110662713636864,-0.012301726019576908
2013-08-28,0.0026103315547783,-0.000488899179046,-0.0002628112403098,0.0006681181978416273
2013-08-29,0.0010432587916033,0.0023873298751506,0.0032930036321332,0.0020792202258888004
2013-08-30,-0.0025871042916293,-0.0006540900075332,-0.0013157904872257,-0.0019458770159267447
2013-09-03,0.0033476719847751,0.0014709883270818,0.0027454052434672,0.00210914695624842
2013-09-04,0.0078364650486884,0.0079987901410802,0.0086509552308449,0.007776947041085114
2013-09-05,0.000780147394249,-0.0004884080528783,-0.0002402693480397,-7.275774449400085e-05
2013-09-06,0.0008253689679798,0.0018963416089352,0.0012934772906099,0.001616693212465492
2013-09-09,0.009771712587727,0.0063796195041163,0.006875299505531,0.007526299330409936
2013-09-10,0.0074210418168385,0.0046312905292169,0.0049346176243869,0.007049069366367178
2013-09-11,0.0028549038640874,0.0048792845633389,0.0061326712118767,0.003534236004141711
2013-09-12,-0.0037081388711019,-0.0010374859089024,-0.0010574999904844,-0.002247123134949458
2013-09-13,0.0037701091466015,0.0053605971636936,0.0050049012031321,0.004770445928580891
2013-09-16,0.0064944446967227,0.0079041904955825,0.0078416531766227,0.008102787137610035
2013-09-17,0.0034957722389024,0.0027621259506531,0.0029535558607012,0.0035679148506115865
2013-09-18,0.0142782583517873,0.0117159868372271,0.0106950455990368,0.01274975664203759
2013-09-19,-0.0020708772212494,-0.0037142872914428,-0.0032978287389004,-0.002822707938434199
2013-09-20,-0.0082947115772664,-0.0058659428821759,-0.0053998630126058,-0.007112719975734261
2013-09-23,-0.0037558651051743,-0.0034115345973698,-0.0060524567905606,-0.0039361449459134334
2013-09-24,-0.0015802885966286,-0.0037927584020804,-0.0033413784770527,-0.0025626276690209338
2013-09-25,-0.0030544178763556,-0.0078108650668251,-0.007700541875991,-0.005885636014203222
2013-09-26,0.0037160733841676,0.0039116679766666,0.0053743375211736,0.00369559371582584
2013-09-27,-0.0048821801069196,-0.0033430646198765,-0.0024346446394541,-0.0035179628719067546
2013-09-30,-0.0053245719201249,-0.0055547985744809,-0.0058324775655649,-0.005211205336754676
2013-10-01,0.0069340160936148,0.0084274344658741,0.009082078694544,0.007700892187992414
2013-10-02,-0.0004306790360569,-0.0017206994008548,-0.0018772173976376,-0.0015953255780997155
2013-10-03,-0.0090245903373255,-0.0078527625969295,-0.007849351929875,-0.008707272410663935
2013-10-04,0.0074741122992936,0.0059529399565556,0.0069505126958437,0.006304063730296017
2013-10-07,-0.0085074604793571,-0.0074725975943307,-0.0086321364916234,-0.00821556606700291
2013-10-08,-0.0099470888813935,-0.006134596876492,-0.0088847417296787,-0.007242206575088339
2013-10-09,0.0003782253553028,-0.0002676857262582,-0.0012983914872994,8.24674130017744e-05
2013-10-10,0.0211920754083889,0.0203759567834673,0.0213701513144133,0.021622631289396788
2013-10-11,0.0062408786783709,0.0043133299107724,0.0048084299624984,0.004847177455130192
2013-10-14,0.0036034459735911,0.0037324534720826,0.0050258198294261,0.0035366165180177322
2013-10-15,-0.0080140693928255,-0.0088280079023189,-0.0082462377294676,-0.009079299301840371
2013-10-16,0.0132881701697065,0.0160925127275526,0.016482035997094,0.01500781578885002
2013-10-17,0.0083150051287881,0.0107695686802231,0.0095760487340037,0.01010682898651205
2013-10-18,0.0055256032583044,-0.0003949859485181,0.0001424737833144,0.0017561874544300693
2013-10-21,-0.000614172282111,-0.0031743467684794,-0.0025099398373333,-0.0018436285088793136
2013-10-22,0.0077474293393058,0.0111130172972069,0.0102696356824061,0.009297271200780166
2013-10-23,-0.0044645490293622,-9.342697441538927e-05,-0.0011061615567484,-0.0015173920852256106
2013-10-24,0.0030077366208687,-0.0007470106140619,0.0009348257136452,0.001369537707820223
2013-10-25,0.0050395805287049,0.0034947847728508,0.0031375459975166,0.0044784017973771295
2013-10-28,0.0008684151607307,0.0061902505637589,0.006094171560433,0.003233439870745647
2013-10-29,0.0048796200968419,0.0065305799056583,0.0071294555849217,0.005468043171341641
2013-10-30,-0.0054057933629098,-0.0068646190498136,-0.0066331250050575,-0.006059247753816721
2013-10-31,-0.0032136948249318,-0.0041907645230674,-0.0032790382772157,-0.0036484889216614746
2013-11-01,0.0026732374951934,0.0054518363001412,0.0047635355850359,0.005083378397124028
2013-11-04,0.0035272420726857,0.0011175374655736,0.0013501931239563,0.0016130303626242792
2013-11-05,-0.0034581529391943,-0.0018482958501537,-0.0008270398357601,-0.0021510516974098115
2013-11-06,0.0052567525081972,0.0057253241056234,0.0033698315491119,0.004663385013114807
2013-11-07,-0.0129977517427156,-0.0115969598789688,-0.0132918140438486,-0.012331949987468116
2013-11-08,0.0125087882052843,0.0079195483157621,0.0104871037566363,0.010582483720223967
2013-11-11,0.0003272284735009,-0.0003091789738993,3.06841369324129e-05,4.35616986704801e-07
2013-11-12,-0.0031181671559936,-0.001241155391585,-0.0001534020862019,-0.0021755753469152594
2013-11-13,0.0080124295080912,0.0066548600895586,0.0085204716057627,0.007865042789206855
2013-11-14,0.006164809373615,0.0079914472378819,0.0076943985313087,0.007527662018425696
2013-11-15,0.0042618199232382,0.0039221899314998,0.0035155977537115,0.003959966776966084
2013-11-18,-0.0036772618952555,-0.0033509037195977,-0.0043688887024468,-0.003002334629258918
2013-11-19,-0.0027821715021696,-0.0024631482339214,-0.0020294952893101,-0.002894373488289692
2013-11-20,-0.0042569637481982,-0.0025808201313651,-0.0017355907728452,-0.003313843063841304
2013-11-21,0.0074660635828514,0.0029788988410051,0.004246509966203,0.005505250967545061
2013-11-22,0.0050462399101347,0.0074041591763247,0.0083162365786106,0.006850521018938904
2013-11-25,-0.0018610217345454,0.0002267783553462,0.0009986182361925,0.00013165364920975087
2013-11-26,-0.000910211975266,-0.003272343465245,-0.0007921390685191,-0.0016003758156930559
2013-11-27,0.0012001195719935,-0.0001971188577066,0.0007446485736708,0.0009641581848143232
2013-11-29,-0.0007898064152468,-0.0009522810292987,-0.0007050151273597,-0.0011862427912879836
2013-12-02,-0.0026163358992942,-0.0028751359955969,-0.0029174556852352,-0.002935247487379722
2013-12-03,-0.0037904174218094,-0.0010395231284372,-0.0031132084609509,-0.0035674749408018958
2013-12-04,-0.0003197378856996,-0.0016583538355242,-0.0025702715363572,-0.0013326018848868193
2013-12-05,-0.0043670496678639,-0.0056845062175506,-0.0043616860148486,-0.004764010475494573
2013-12-06,0.0112794218011857,0.0132223218686593,0.0124576035062906,0.01299596405883885
2013-12-09,0.001693341055432,0.0009923615903404,0.0018372857726063,0.001141001838068867
2013-12-10,-0.0033112503350489,-0.006940520599535,-0.0051434367849013,-0.005196816218470235
2013-12-11,-0.011416665397976,-0.0078976996839601,-0.0081587608369013,-0.009635608294495501
2013-12-12,-0.0029278103077076,-0.0081800930985336,-0.0087901710630151,-0.005507591616226826
2013-12-13,0.0002544773495123,-0.0006644970453671,4.242072165938637e-05,0.0002827434907888282
2013-12-16,0.0057517303099769,0.0017237418217652,0.0019132125299852,0.0036733990443167386
2013-12-17,-0.002270247241016,-0.0042087822380579,-0.0042940961583377,-0.003806357614073108
2013-12-18,0.0160427505758584,0.0192596718906294,0.0194326460693226,0.018782853444731185
2013-12-19,-0.0006910243608381,-0.0029373181162183,-0.0020424253353225,-0.0022352146053261635
2013-12-20,0.00561032856987,0.0056735261537801,0.0049172777464154,0.005926253922477143
2013-12-23,0.0034377288420048,0.0005519299151657,0.0016935614478885,0.0016808045405216632
2013-12-24,0.0034906405064398,0.0005861637230446,0.0003497821341273,0.0013964706608502464
2013-12-26,0.0043101878067743,0.0039576271759751,0.0055476405772632,0.004271682748717032
2013-12-27,0.0006886563393198,0.0011623478868794,-2.3217574005474084e-05,0.0001344970332801676
2013-12-30,-1.933251903440958e-05,0.0022197003475403,0.00249968566422,0.0017037421380190487
2013-12-31,0.0040566238184189,0.0005109333725319,0.0007762928205463,0.001959187104870308
2014-01-02,-0.0099241726951797,-0.0098247266973512,-0.0085188991188764,-0.009412734170845649
2014-01-03,-0.0007405910245368,-0.0004284307124234,-0.0003799596235571,0.00037013803919760946
2014-01-06,-0.0025793215388816,-0.0032960909549619,-0.0040847060148442,-0.0031431846721111656
2014-01-07,0.0058357478182784,0.0080126157169009,0.0077378484163643,0.006931324026877572
2014-01-08,-0.0007113300128427,-0.0004006083165944,-9.59869383880818e-05,-0.0004420456510938475
2014-01-09,0.001492418082567,0.0059417816804736,0.0052955526570517,0.005030565082776439
2014-01-10,0.0031513811599848,0.0043857998657581,0.0032574855545586,0.003810584397662131
2014-01-13,-0.0128245171488429,-0.0079074052337121,-0.0091725764463982,-0.010489222886681082
2014-01-14,0.010051453170593,0.0076456933639794,0.0085465031436422,0.00799012038393987
2014-01-15,0.0038216580806362,-0.0004799278916165,4.697591206603846e-05,0.0018617863725267636
2014-01-16,-0.000124521147898,0.0020318524957603,0.0005357802342995,0.0001013220301111506
2014-01-17,-0.0034795717834051,-0.0037238567595293,-0.0042027379756719,-0.003652396702721439
2014-01-21,0.0045482069903928,0.0058127515225769,0.0041507749932576,0.004190909129823783
2014-01-22,0.0002010319629677,0.0005851860229644,0.000820032109605,0.0010916234392150947
2014-01-23,-0.009114567724775,-0.0069313372677425,-0.0074975093241006,-0.008329753321327127
2014-01-24,-0.0203869456252363,-0.015418590135613,-0.0165953627656204,-0.018369378102664924
2014-01-27,-0.0040007325535392,-0.0044408728803048,-0.0052483928243474,-0.003906915254948795
2014-01-28,0.006875666743175,0.0091959936840835,0.0095975379739947,0.00934599608709763
2014-01-29,-0.0083306461889592,-0.0108273209248416,-0.0127874051850821,-0.011222896073883826
2014-01-30,0.0106870570258188,0.0110158396869854,0.0112565544106755,0.012265082313698938
2014-01-31,-0.0059133169897311,-0.0038457451160055,-0.0067633021271484,-0.0058560633150375185
2014-02-03,-0.021184381314488,-0.0180918437600966,-0.0195835935642155,-0.020586479416064174
2014-02-04,0.0066959189829678,0.0048316516332682,0.0062726378547348,0.0062553184608502566
2014-02-05,-0.0019106130475259,-0.00282871653471,-0.0023974580665776,-0.0020189801118660755
2014-02-06,0.0127883673227282,0.0079970727722851,0.0091490103380369,0.01091343402922118
2014-02-07,0.012467311627647,0.0116904620400133,0.0122364130323564,0.012423517907041992
2014-02-10,0.0017443632460152,0.0063897563092758,0.0057601784341543,0.003713919564828805
2014-02-11,0.0111499253214009,0.0119836369876786,0.0117869423746626,0.01112576799478271
2014-02-12,0.0003718991868917,-0.0014746278161252,-0.0014389184174586,-0.0001459845933546866
2014-02-13,0.0057050782062719,0.0070548731998243,0.0064859957653009,0.005676479251877309
2014-02-14,0.0058648008850854,0.0050517140292338,0.0050195033666868,0.004931423705757165
2014-02-18,0.0016694194766599,0.0021086135928802,0.0020351621911418,0.001992066949650706
2014-02-19,-0.0060311535751217,-0.0044667199063754,-0.0047055956626386,-0.006494216770010386
2014-02-20,0.0065786919627635,0.0069183072679144,0.0067709558616273,0.006677270521907808
2014-02-21,-0.0013627505313471,-0.001361715126561,-0.0012614299682812,-0.0002922359759144344
2014-02-24,0.0048061056994284,0.0039381171752856,0.0043831047348064,0.004641803804234401
2014-02-25,-0.0001997648014161,0.000270402358983,0.0008635666730412,-6.51594335902006e-05
2014-02-26,0.0003462419499822,-0.0010214343635095,-0.0003371745796195,-4.802390113023414e-05
2014-02-27,0.0044336871554777,0.0036346217635392,0.0040561886006786,0.00395761046461951
2014-02-28,0.0038254390186793,0.0041412695756262,0.003909103585524,0.003912346479037376
2014-03-03,-0.0073535970487916,-0.0071139609356196,-0.0071327232499264,-0.007531987000772622
2014-03-04,0.0141102174359661,0.0144575153228945,0.0148085391028802,0.014797673183583937
2014-03-05,-0.0002224484350572,-0.0036404921020158,-0.0027976666292122,-0.0007416247161918799
2014-03-06,0.0013814607985789,-0.0035605531030031,-0.0030059292679029,-0.0012836489830870823
2014-03-07,0.000452832173915,0.0007174808387711,0.0003520604451654,0.0010268580197994037
2014-03-10,-0.0005392801943097,0.0015544214514646,0.0015040002379029,0.0002817458539570161
2014-03-11,-0.0054152593996513,-0.0015424189890788,-0.0018185745296955,-0.003258889547904875
2014-03-12,0.0011878971299605,0.0032769947823676,0.0022368434932111,0.001727235050551057
2014-03-13,-0.0084462943474744,-0.0053011251409235,-0.0069958833724023,-0.00758509219751724
2014-03-14,-0.0018259575084658,-0.0010174229963787,-0.0014416451020223,-0.0018643135654319298
2014-03-17,0.0085437353079489,0.007565166401565,0.0075713977545912,0.008293097836288066
2014-03-18,0.0059190523381955,0.0048272829441513,0.0052204863622831,0.004855269844713295
2014-03-19,-0.007139463877328,-0.0074190489801504,-0.0068007179452627,-0.007003539995313335
2014-03-20,0.0057920887880209,0.0018402896584173,0.0018655875741682,0.003435361880876675
2014-03-21,-0.0026735712173782,-0.0060645209865272,-0.0070081225244522,-0.004831964584601223
2014-03-24,-0.0037698881007797,-0.0043033274073727,-0.0053140294280271,-0.00452653957905913
2014-03-25,0.0047994393094816,0.0072947390731485,0.0064480473935195,0.004927314764747948
2014-03-26,-0.007307454938334,-0.001638121335181,-0.0019586362123824,-0.004230677154285378
2014-03-27,-0.0004915601408821,0.0004524622239694,-0.0005194014816303,-0.0008513393527066482
2014-03-28,0.0047227578660355,-0.0001807338955542,0.0002837703479514,0.0019094054145558648
2014-03-31,0.0088003011176127,0.0104977037876456,0.0101865978819368,0.01026316438899566
