Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,SHY
2010-11-03,34310000,45454800,133181275,16252000,30232800,8907700,17265000,8271300,16252200,643400
2010-11-04,20076400,38657000,204934664,17072300,27347000,9502100,17655200,7898400,18210200,874600
2010-11-05,20189600,29371800,203857416,12831400,17475400,6005300,10714800,10241400,13729200,1782600
2010-11-08,15881800,23977400,110754301,10578000,15004200,8569600,7557000,7745100,6390000,1086100
2010-11-09,22728800,40127600,150410720,10906400,18159600,6868900,18789200,7484100,9539800,1709900
2010-11-10,18655600,35556600,149972115,11871200,14106000,8337200,15469800,6532400,13875400,1019100
2010-11-11,18777400,36081400,73585118,9974800,24255400,6433600,9815200,5827800,30785400,553500
2010-11-12,34953400,35748600,109245218,14176900,21570800,8355900,14602000,6763900,19690600,1465400
2010-11-15,19444000,21502600,88027456,17186800,17599200,4375700,7232800,4181900,11610800,1869600
2010-11-16,39700000,47399600,166446464,25695300,35830800,6359000,18491800,12265400,34991200,1070400
2010-11-17,26661800,33635600,111420026,15984900,20825800,9451600,10805600,5810200,18684200,1860000
2010-11-18,28865800,32105000,105170116,18907900,21610400,5221500,8854800,5721600,20116400,799100
2010-11-19,18097800,22721600,53682925,11092400,10239800,3591300,8741000,5078100,13373000,1324400
2010-11-22,23443000,36263000,119643844,8655600,18828400,4960900,8572600,7405200,13599800,741000
2010-11-23,26465200,45070000,104476201,14588600,22018800,5971800,12616000,9030600,19872600,722600
2010-11-24,15943200,45245200,72325066,11936700,14432400,4284000,6615600,5591000,18699800,1604700
2010-11-26,9311400,13178800,39044858,5191000,4980000,2125500,3941400,2863600,5781400,221300
2010-11-29,25669600,29468800,101123080,8081700,14342000,4896900,12282000,7439200,16357400,664000
2010-11-30,31201200,38537600,94421024,14234300,21385600,9234200,11269200,8214800,22782400,884500
2010-12-01,24592000,39947600,102218916,16577100,21454600,6465600,11565000,8571300,17291000,1000000
2010-12-02,18747600,35355200,139900073,12706300,19251200,9095500,18892400,5519300,14392400,896500
2010-12-03,15720000,20023400,111832288,10594000,18354800,5143900,11822800,7769400,13418200,1364900
2010-12-06,9912800,23980400,64905337,16351000,12875600,4836500,8320800,5092200,20307200,1686500
2010-12-07,21077000,45864800,131973540,19222200,19821200,8562400,19984800,6938200,14517400,1018800
2010-12-08,23584200,25520400,119732230,18080400,18021800,4773600,16934200,5222000,11641200,1235900
2010-12-09,23028200,21904800,95687230,10672900,12462600,3764700,12822600,3670300,8637600,1132700
2010-12-10,10437400,17352200,69683833,9182700,11634000,3169500,8993600,5730100,8656400,912300
2010-12-13,12831600,25768800,62184704,9198600,13802200,6420400,12745600,9561500,9095200,944200
2010-12-14,14227400,23029200,85879730,9619400,12583400,4649200,10134000,5587600,8645600,873100
