Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,SHY
2010-01-06,0.01699442637620807,0.011974884077534664,0.002005631098340732,0.0021105881322702746,-0.011187894706886858,-0.0007500192312623888,0.005861415776565737,0.01022435434619795,0.0013284088744935918,0.00012086263367172556
2010-01-07,-0.007779216126207356,-0.0014998803148774664,0.021347546148905217,0.010884880986698375,-0.003916162632211728,0.0,-0.0045323371614824914,0.003477873196431558,0.008292157667100453,-0.00024077267020128357
2010-01-08,0.013937047862044638,0.006509569729985731,-0.0058782146886295905,0.015977862223926387,0.006553184539223489,-0.0033754076714233028,-0.0009757222514137354,0.0015762079428331965,-0.0003291634454396508,0.0009620526622524661
2010-01-11,-0.005440650388400248,-0.0013263068086334373,0.0006566080773398042,0.010940267591755815,-0.003906270860796868,0.0026341592803478253,0.010416819356996898,0.005663868401711403,-0.001974407203626405,0.0004813137130810219
2010-01-12,-0.019003751555698,-0.014446733159249048,-0.014444745382354851,-0.008116732454453546,-0.010892938004323893,0.0056307143964047235,-0.004188483813348132,-0.007196833902749389,-0.012858575973158426,0.000839501629776862
2010-01-13,0.01174030894348621,0.003706708280624582,0.011325916250175538,0.004091796513971513,0.009691169290463542,0.007092296161977485,0.010999833059541553,0.013237342248488826,0.01135621070430548,-0.0008387974579437962
2010-01-14,-0.01218463751878296,0.0028538107604292318,0.004610844116686774,0.0,0.002617574574291792,-0.0029652976779175333,-0.004479912389218965,0.009020163034720419,0.0,0.0009600892025241059
2010-01-15,-0.007341886696223154,-0.008035150808179736,-0.020327964442165003,-0.012903442419945454,-0.013924602877550152,-0.0048327342932298345,-0.006429042348027547,-0.006781784987195172,-0.009907514258292172,0.000839617797685932
2010-01-19,0.015976281967561512,0.009112534184883003,0.012718179672325247,0.011007832720089983,0.01721085942043965,0.005977009316516346,0.011647091540025079,0.02420851830957571,0.013341922834665843,0.00023959091404979205
2010-01-20,-0.017763540876822193,-0.015552114061871514,-0.002643918790047328,-0.015311372377882049,-0.01605243029460579,-0.007426953291343574,-0.010553395369754415,-0.00848511338380531,-0.013495563389102183,0.0
2010-01-21,-0.043285029846748646,-0.02038381383900012,-0.028496174250682627,-0.02315080746463094,-0.010581618104420931,-0.014216545022901927,-0.014544232593876494,-0.02169923637931126,-0.012678991736373213,0.000839172682041367
2010-01-22,-0.019832387137085905,-0.023755455170592188,-0.03274197226603082,-0.015210494271202135,-0.03475971606963735,-0.002276559893400143,-0.021974727990701992,-0.010934034401510861,-0.01926350500316809,0.0008375494356485103
2010-01-25,0.008852219559355667,0.006571715731469974,0.005641771537254314,0.006465531830841975,0.008310842122075002,0.0019018546110889378,0.006707161837656406,0.0,0.005168720920388115,-0.000836848533631418
2010-01-26,-0.014102189642679064,-0.006352287760079789,-0.017531722751392476,-0.0042829105474826434,-0.002747772134478965,-0.0011391033873744405,0.003997351987642617,-0.005684860098054356,0.0013713761524620782,0.00011955138801456044
2010-01-27,-0.00858251526639664,-0.003907283263213102,0.024268787989695673,0.0028674318024908274,0.008265051803646006,0.0022805806895518366,-0.006636170649320761,0.006988357741121387,0.0017115940543572794,-0.00035907104963228687
2010-01-28,-0.01795437661410637,-0.01051870034923752,-0.004878408253500388,-0.011436748047656042,-0.02868877453495622,-0.002654809761371335,-0.007681509630714012,-0.006309366895323132,-0.0058099847340638,0.00047935496689466284
2010-01-29,-0.015997234995744236,-0.01801817301879627,-0.007002692794840226,-0.010122624574140482,-0.017346082443977617,-0.0038019279516209314,-0.00605870357777305,-0.006984562062971156,-0.006187445165888761,0.0009579058144710828
2010-02-01,0.03981388790723761,0.03302785994533042,0.016925314611762943,0.014974350966878491,0.011450060673152018,0.007634001040181637,0.006434162395448473,0.005754807479425583,0.012798305523001874,-0.0004319367760293735
2010-02-02,0.0031909227856821154,0.01314366221948804,0.009708911904376505,0.019071320900482247,0.009905971787629753,0.01439346172125755,0.008075292328253436,0.020661680021260453,0.014002961395482183,0.00011957482363000871
2010-02-03,-0.011450233854113256,-0.008590533649635246,-0.010989159971787621,-0.006002789353490634,0.0023346932207581883,-0.007094835017805612,-0.007009153560872949,-0.013391701394431355,0.0006732087199123882,-0.0007186265309289119
2010-02-04,-0.03732317730053336,-0.04102541953612304,-0.043055425002480496,-0.029485077522632408,-0.027958779737145334,-0.020308422396022596,-0.026218932520896687,-0.025252687553901643,-0.028946494436796866,0.0014381717185996123
2010-02-05,0.01871692739729003,0.00018410548034220042,0.01161096068139833,-0.004392650239240847,0.010067205067961105,-0.0026867424682350816,-0.0017255859012942354,-0.0016186169274899909,-0.00277301348204384,0.0015560401108991595
2010-02-08,-0.016076665135690837,-0.009218190345115729,-0.0200863291047626,-0.011028937887407442,-0.004271947410575461,-0.0011548873641474833,-0.011410491063679307,-0.0048660878010821085,-0.006256185694029859,-0.0007169948873004817
2010-02-09,0.024342063328869346,0.021027336988579837,0.010248857908874198,0.019330891766814906,0.00858032491504046,0.011945967640764943,0.010143097014577052,0.007822861406684423,0.015390350258517982,-0.0009570613606371126
2010-02-10,-0.00683618348625159,-0.004192020835799726,0.007971345523436257,-0.0014585311928988487,-0.0028358509711112756,-0.0011426858169849563,-0.004501404277823973,-0.006144965946436987,-0.004134046855627016,-0.0010757454748557826
2010-02-11,0.017043586115790488,0.01702032552704069,0.0021566877762801973,0.014974350966878491,0.010426046860467109,0.008006152560060986,0.005913068861391313,0.006833681680054493,0.011760644189418246,0.0003585083570365466
2010-02-12,-0.0019335584017819984,0.0003602673506368781,0.0007171240594279205,-0.007916555109409251,0.0018769726136467213,0.0,-0.0038032663454814486,-0.0022622706551527205,0.0,0.0008381724188550876
2010-02-16,0.025185914781278074,0.023565292176530583,0.020788545198268338,0.023576227949608564,0.014981113673992574,0.010211930685477766,0.0173550375792908,0.008746407439059523,0.01606820420255861,0.00012027806728287516
2010-02-17,0.0006296199447679562,-0.0014055583943756167,0.0035114015208481675,0.008504291621298066,0.0027675054240683394,0.007113428341701145,-0.004094182121229251,0.00770673481005324,0.008075671172459886,-0.0008381730444053659
2010-02-18,0.01070164824504416,0.005631061656786951,0.006298231092644269,0.009135603326368535,0.0064392191350231,0.005948014398009738,0.005481236873833506,0.00478040275189584,0.006341454634435806,-0.000598376894060948
2010-02-19,0.00560582685126243,0.003850643418505495,0.005563194452842257,0.004874645175128256,-0.0027416690656631992,0.0022172622809761844,0.013969279109872001,0.0,0.002321708549291923,-0.0003586664961248154
2010-02-22,-0.0043351408544508585,-0.013772541075502964,0.01313981431994904,0.0006932809004238649,-0.0018336357041154328,0.0,-0.005376142217264679,-0.0028544679750521773,-0.0003308933983305895,0.00035879518393633347
2010-02-23,-0.015863614135713022,-0.016616931007446767,-0.01843006325469243,-0.012811626177314017,-0.01239676290088254,-0.005530729166610016,-0.006756896094171294,-0.009541837796193109,-0.0059582834751521485,0.0008393784324560727
2010-02-24,-0.0025280045301840914,0.006291455530806012,0.017385091610660597,0.010171723445538294,0.009762882412104101,0.006303114776736285,0.0010200719666388913,0.0073857789427764775,0.012986878285991876,0.0004778974715871076
2010-02-25,-0.002218390733797926,0.000536211010694565,-0.002733851083822625,-0.0024306415558040806,-0.002762410174280139,0.0007367639450042152,-0.002038291638686074,0.0006374458701878805,0.001643971731785765,0.0008379295507947582
2010-02-26,0.0003179237759740605,0.0023212533445937655,0.00616797371830291,0.0038288605633021167,0.001385194974932169,-0.004786579900880938,-0.007831037748502578,0.0003187200969680948,0.001640968384181818,0.00035858265932331435
2010-03-01,0.01523757720679586,0.009262584767021353,0.0027252876535408532,0.013176009098571084,0.012909111814968677,0.007029543369869495,0.01441243258748881,0.009554393549623619,0.015727442481223042,-0.00017882585010198238
2010-03-02,0.008443048071636872,0.008294923373448393,0.0033965791975327786,0.0017115835116159328,-0.0013658649435069892,0.0036737511391098376,0.0030452332288466444,0.003469572922327968,-0.0051613066732429935,0.0
2010-03-03,0.00868187050264524,0.004375822989574507,0.0006771435826538053,0.0013661686576618148,0.0004557672295597559,0.00036579295147531887,-0.0016862349722140957,-0.004086363394984027,0.00291824541389496,-0.00012027042845963454
2010-03-04,0.006763408439802054,-0.00522811030223691,0.010148690586250675,0.004776784357663155,0.00410046760077587,0.003293414368906733,0.002026584269067877,-0.003156754557334329,0.009052334315025057,-0.00035775869680432226
2010-03-05,0.012824312516287462,0.018745405259001036,0.01942430650599336,0.015279997853999472,0.012250845210730166,0.006199672492452457,0.01011467686396439,0.01393302079203318,0.018584235633081425,-0.000839083800784679
2010-03-08,0.0,-0.001547597504004683,0.0019707506268602515,-0.004682267143596985,0.005378287373423163,-0.0036240566048827416,0.0,-0.005933942603882025,0.0025167053446208953,-0.000479190294685905
2010-03-09,-0.0063307624785438055,0.0,0.003279254046495428,0.008064652550834994,0.004458738889811187,-0.0014556246861074928,-0.0013351192817521174,-0.0006285495100605276,-0.0015691015504231132,0.0007187854661991899
2010-03-10,0.00030333483184952215,0.008783983506088333,0.011110932489547753,0.001999861449420104,0.0066574749612147155,-0.0014568872243386766,0.00033444901809676075,0.0006289448330272229,0.0022000045728420847,-0.00023919350927059657
2010-03-11,0.005762760582688209,-0.0017078503444425408,0.008403025198442382,0.003659710479902323,0.003968484983544185,0.0018240350042590947,0.0033412545245574687,0.007854302239362898,0.007212218634987,-0.0011971721114003575
2010-03-12,0.003920220855311074,0.0005133760513460484,-0.003845893126229294,0.006628869236384949,-0.0008784111824767793,0.0007285003534580614,-0.00632725377592569,-0.007481149812465948,0.002801806813332419,0.00011976875205665927
2010-03-15,-0.00030040909652373493,-0.010256145470373568,0.0,0.0,-0.0008787674332471074,0.007641861066534084,0.0036865662999550075,0.006595129755192941,-0.0012418003507176367,0.00035857366292546544
2010-03-16,0.014723495554045396,0.008981141431689599,0.01222611708300314,0.013500093763638477,0.007478747477918768,0.00469474818642257,0.011685856312759091,0.002808234192849257,0.007460282778467109,0.00024034205775769202
2010-03-17,0.0056263243413043895,0.010955124518708281,0.012078942582594898,0.0016243330219873897,0.003056934514128695,0.004313167870863666,0.003300674456932162,0.0003113607976341637,0.004936979603815006,0.0002399397313663787
2010-03-18,-0.007067018974789896,-0.01490018788977121,-0.005652784805666999,0.006811788308594746,0.001306092630079414,0.001074294328783365,-0.00460550079417299,0.006842566856643639,-0.0003073040520957804,-0.0005989590330853778
2010-03-19,-0.010907257166960393,-0.012022249613690916,-0.006585315718785845,-0.004008685582463589,-0.005975560324517848,-0.00294457618134103,-0.001100319557843954,-0.00037189455620612044,-0.0030153752799764177,-0.0007198480195734769
2010-03-22,0.014723432419965876,-0.0026186358909521257,0.005099069427799474,0.002921098767376229,0.007459189317188919,0.005041393394694005,-0.00667551099501118,0.00651185778197072,0.010493757677774163,0.00036081569182622175
2010-03-23,0.013029196943446397,0.003851021617524264,0.008243257521438396,0.011326797517320353,0.009582147485866388,0.007882180548646867,0.004032468156466074,0.004929092249115641,0.003970468647384706,-0.00036068555081958387
2010-03-24,-0.002923117013906684,-0.00575414647316419,0.0006292602991606611,-0.0070402833534771725,-0.004745244554502648,-0.007109361429926686,-0.010375168197599982,-0.010730016211727533,-0.003954766371499052,-0.0015583604433778708
2010-03-25,-0.019935516794091113,-0.01683650220156896,0.004399694183774283,-0.0006441717053818907,0.001733584748789374,-0.0014322214824391555,-0.006425561817381853,-0.004028183073991665,0.00580342325371519,0.00035907560718095866
2010-03-26,0.007478381067017592,0.0003570269767827483,0.0012516328889133899,0.0025799241330559664,-0.004759618058869486,0.0007169799163502244,0.0023828292256957706,-0.007467526494682408,0.0039475592900057865,0.0006010458035812238
2010-03-29,0.010688993617016251,0.019436712775041887,0.0012498728781398238,0.009006125982981228,0.0030435194151785527,0.004657766914704764,0.012224072063738323,0.01065875932845639,0.0015125487723997022,0.00048011061527675203
2010-03-30,0.0014685408165311387,0.0015738417091151202,-0.006242343791391103,0.0015938352130386857,0.00433447307294843,0.001782861408260672,-0.0026836182942537867,0.0,-0.000906270764471695,-0.00023976761515742684
