Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2017-03-13,21.733070373535156,23.758577346801758,20.916934967041016,56.1810188293457,24.160675048828125,42.99392318725586,19.084964752197266,65.0354995727539,39.70211410522461
2017-03-14,21.545928955078125,23.490524291992188,20.858015060424805,55.651641845703125,24.106142044067383,42.86906051635742,19.066295623779297,64.79563903808594,39.6929931640625
2017-03-15,21.891096115112305,24.0130558013916,20.824350357055664,56.28347396850586,24.269758224487305,43.189029693603516,19.37248992919922,65.60943603515625,39.90272521972656
2017-03-16,21.741390228271484,23.843399047851562,20.858015060424805,56.02732849121094,24.283388137817383,43.25146484375,19.15964698791504,64.97552490234375,39.89815902709961
2017-03-17,21.834835052490234,23.825992584228516,20.653594970703125,56.333534240722656,24.335851669311523,43.1337890625,19.275148391723633,64.61788177490234,39.948917388916016
2017-03-20,21.95581817626953,23.791858673095703,20.484649658203125,56.23060989379883,24.358675003051758,43.220088958740234,19.147228240966797,64.52332305908203,39.85289001464844
2017-03-21,21.588701248168945,23.624597549438477,19.910236358642578,55.37289810180664,24.002803802490234,43.18085861206055,19.418127059936523,64.01608276367188,39.349876403808594
2017-03-22,21.651275634765625,23.590465545654297,19.86798858642578,55.570186614990234,24.153364181518555,43.094566345214844,19.51218605041504,64.03327941894531,39.395599365234375
2017-03-23,21.743057250976562,23.49488639831543,19.910236358642578,55.49298095703125,24.089492797851562,43.00040817260742,19.451990127563477,63.83551788330078,39.48705291748047
2017-03-24,21.551151275634766,23.402727127075195,19.884889602661133,55.34716796875,24.10774040222168,42.91411209106445,19.52347183227539,63.869930267333984,39.58308792114258
2017-03-27,21.597042083740234,23.293493270874023,19.808860778808594,55.1499137878418,24.10774040222168,42.874881744384766,19.448232650756836,64.04185485839844,39.569366455078125
2017-03-28,21.847347259521484,23.624597549438477,20.079172134399414,55.733131408691406,24.281108856201172,42.953346252441406,19.433177947998047,64.0848388671875,39.87119674682617
2017-03-29,21.864038467407227,23.948875427246094,19.952468872070312,55.724578857421875,24.322172164916992,43.03179168701172,19.380502700805664,64.10205841064453,40.108970642089844
2017-03-30,21.868206024169922,23.94205093383789,20.214326858520508,56.03334426879883,24.367794036865234,42.945499420166016,19.230003356933594,64.11063385009766,40.214149475097656
2017-03-31,21.864038467407227,23.860132217407227,20.045387268066406,55.80176544189453,24.322172164916992,42.8199577331543,19.305253982543945,63.930091857910156,40.218719482421875
2017-04-03,21.780601501464844,23.819169998168945,20.003145217895508,55.68168258666992,24.299362182617188,42.74937438964844,19.301488876342773,63.981689453125,40.05867385864258
2017-04-04,21.8598690032959,23.993255615234375,19.97780990600586,55.82749557495117,24.317607879638672,42.874881744384766,19.3616886138916,63.94729995727539,39.99464416503906
2017-04-05,21.84317398071289,23.91815757751465,19.825756072998047,55.647369384765625,24.21723747253418,42.79642868041992,19.470802307128906,63.749542236328125,39.898616790771484
2017-04-06,21.95998191833496,24.10931396484375,19.952468872070312,55.80176544189453,24.221799850463867,42.79642868041992,19.42188835144043,63.861297607421875,40.022090911865234
2017-04-07,21.939128875732422,24.017152786254883,19.86798858642578,55.86180114746094,24.208110809326172,42.91411209106445,19.339113235473633,63.973087310791016,39.903194427490234
2017-04-10,21.943300247192383,24.19805908203125,19.817310333251953,55.999027252197266,24.16248321533203,43.039642333984375,19.37298011779785,63.852691650390625,40.04951858520508
2017-04-11,21.88489532470703,24.201473236083984,19.758180618286133,56.07621765136719,24.071243286132812,43.055335998535156,19.365455627441406,63.76674270629883,40.01750946044922
2017-04-12,21.613733291625977,24.099069595336914,19.597681045532227,55.30430221557617,23.98911476135254,43.220088958740234,19.5084285736084,63.76674270629883,39.857460021972656
2017-04-13,21.4051456451416,23.658737182617188,19.344261169433594,54.90975570678711,23.8933048248291,43.02394485473633,19.444467544555664,63.60341262817383,39.57852554321289
2017-04-17,21.559499740600586,23.709930419921875,19.682151794433594,55.51013946533203,24.112300872802734,43.32991409301758,19.5310001373291,63.83551788330078,39.98551559448242
2017-04-18,21.53447151184082,23.488061904907227,19.496309280395508,55.33002853393555,24.10774040222168,43.52604675292969,19.57615089416504,63.139137268066406,39.99008560180664
2017-04-19,21.563669204711914,23.1433048248291,19.43718910217285,55.381492614746094,24.089492797851562,43.36130142211914,19.440706253051758,63.32827377319336,40.02665710449219
2017-04-20,21.80146026611328,23.255939483642578,19.766632080078125,56.05050277709961,24.308490753173828,43.274993896484375,19.365455627441406,63.7237663269043,40.44736099243164
2017-04-21,21.776424407958984,23.139883041381836,19.56389045715332,56.1019401550293,24.258296966552734,43.149478912353516,19.463275909423828,63.3454704284668,40.35590362548828
2017-04-24,22.0267333984375,23.276424407958984,20.003145217895508,56.899600982666016,24.54572868347168,43.541748046875,19.564855575561523,63.973087310791016,40.6165657043457
2017-04-25,22.381332397460938,23.47439956665039,20.1805419921875,57.17409133911133,24.673479080200195,43.7143440246582,19.538524627685547,64.24819946289062,40.936668395996094
2017-04-26,22.37716293334961,23.39589500427246,20.16364860534668,57.18264389038086,24.646099090576172,43.36130142211914,19.478328704833984,64.60070037841797,41.12874221801758
2017-04-27,22.32709503173828,23.139883041381836,20.07073211669922,57.165489196777344,24.746477127075195,43.30638122558594,19.546051025390625,64.73826599121094,41.348228454589844
2017-04-28,22.139366149902344,23.156953811645508,19.87644386291504,56.899600982666016,24.810352325439453,43.29069519042969,19.451990127563477,64.91022491455078,41.1836051940918
2017-05-01,22.151884078979492,23.092098236083984,20.003145217895508,56.72807693481445,24.997407913208008,43.125946044921875,19.335351943969727,65.05633544921875,41.23847961425781
2017-05-02,22.189435958862305,22.976043701171875,19.97780990600586,57.00253677368164,25.052156448364258,42.83565902709961,19.35793113708496,65.23689270019531,41.284202575683594
2017-05-03,21.972505569458008,23.04090118408203,20.138309478759766,57.0454216003418,25.006532669067383,42.874881744384766,19.290203094482422,64.9188003540039,41.04185104370117
2017-05-04,21.99753761291504,22.617624282836914,20.172096252441406,57.10546112060547,24.9882869720459,43.204383850097656,19.35793113708496,65.34866333007812,40.97782516479492
2017-05-05,22.310407638549805,22.976043701171875,20.138309478759766,57.397064208984375,25.079530715942383,43.32206344604492,19.463275909423828,65.31427001953125,41.233909606933594
2017-05-08,22.131019592285156,23.139883041381836,20.121414184570312,57.24269485473633,25.189027786254883,43.30638122558594,19.45574951171875,64.91022491455078,41.3116455078125
2017-05-09,21.96415901184082,22.948728561401367,20.045387268066406,57.31989288330078,25.220964431762695,43.149478912353516,19.312776565551758,64.987548828125,41.549461364746094
2017-05-10,22.03507423400879,23.25252914428711,20.11296272277832,57.199806213378906,25.31678009033203,43.18085861206055,19.342878341674805,64.79842376708984,41.40768051147461
2017-05-11,22.001705169677734,23.204740524291992,19.986255645751953,57.18264389038086,25.284835815429688,43.243621826171875,19.369213104248047,64.83282470703125,41.16073989868164
2017-05-12,21.947467803955078,23.126230239868164,19.901782989501953,56.865318298339844,25.34871482849121,43.11809539794922,19.463275909423828,64.7210693359375,41.10129928588867
2017-05-15,22.139366149902344,23.30714225769043,20.0538272857666,57.13119888305664,25.490142822265625,43.25930404663086,19.546051025390625,65.14231872558594,41.110435485839844
2017-05-16,22.14354705810547,23.19109344482422,20.11296272277832,57.07114028930664,25.60877227783203,43.220088958740234,19.403074264526367,64.89298248291016,40.968685150146484
2017-05-17,21.676305770874023,22.962385177612305,19.479413986206055,55.93040084838867,24.910717010498047,43.157318115234375,19.451990127563477,64.04185485839844,40.30562210083008
2017-05-18,21.68882179260254,22.95556640625,19.555438995361328,56.00761032104492,25.056716918945312,43.1887092590332,19.519718170166016,64.32556915283203,40.538818359375
2017-05-19,21.876548767089844,23.238876342773438,19.724395751953125,56.74522399902344,25.202716827392578,43.42406463623047,19.594966888427734,64.50613403320312,40.813194274902344
2017-05-22,21.90158462524414,23.187671661376953,19.77507209777832,57.18264389038086,25.403453826904297,43.66727828979492,19.764270782470703,64.6780776977539,41.018978118896484
2017-05-23,21.918272018432617,23.242294311523438,19.927122116088867,57.3027229309082,25.449085235595703,43.7143440246582,19.81695556640625,64.89298248291016,40.86349868774414
2017-05-24,22.06427574157715,23.119401931762695,19.91867446899414,57.3713493347168,25.55402183532715,43.886940002441406,19.929826736450195,65.05633544921875,41.00983810424805
2017-05-25,22.03924560546875,22.699546813964844,19.952468872070312,57.74873733520508,25.736522674560547,44.16153335571289,20.091609954833984,65.36585235595703,41.37109375
2017-05-26,22.08096694946289,22.737098693847656,19.944021224975586,57.81733703613281,25.72283363342285,44.32627868652344,20.091609954833984,65.24547576904297,41.49456787109375
2017-05-30,22.076791763305664,22.433300018310547,19.808860778808594,57.80021286010742,25.83232307434082,44.31059265136719,20.15557098388672,65.15093231201172,41.526573181152344
2017-05-31,22.14354705810547,22.337726593017578,19.639915466308594,57.91168212890625,25.791261672973633,44.43611526489258,20.257158279418945,65.40884399414062,41.636322021484375
2017-06-01,22.410531997680664,22.47766876220703,19.884889602661133,58.271942138671875,25.855140686035156,44.79698181152344,20.400136947631836,66.13101959228516,42.02959442138672
2017-06-02,22.464765548706055,22.218252182006836,19.808860778808594,58.503501892089844,26.092382431030273,44.930362701416016,20.422710418701172,66.56088256835938,42.18050003051758
2017-06-05,22.393842697143555,22.259214401245117,19.842653274536133,58.29765319824219,26.115203857421875,44.97744369506836,20.35874366760254,66.37175750732422,42.0661735534668
2017-06-06,22.40635871887207,22.522048950195312,19.758180618286133,57.90312194824219,26.065004348754883,44.86760330200195,20.313600540161133,66.20838928222656,41.704917907714844
2017-06-07,22.435562133789062,22.2045955657959,19.910236358642578,57.834495544433594,26.147132873535156,44.8519172668457,20.381317138671875,66.38894653320312,41.778076171875
2017-06-08,22.50231170654297,22.139738082885742,20.138309478759766,58.02320098876953,26.206445693969727,44.51456069946289,20.21201515197754,66.19979858398438,41.50828170776367
2017-06-09,22.790157318115234,22.6722354888916,20.5184326171875,58.246212005615234,25.558582305908203,44.45964813232422,20.193195343017578,66.64685821533203,41.325374603271484
2017-06-12,22.70255470275879,22.83267593383789,20.5606689453125,58.46061706542969,25.40802001953125,44.451805114746094,20.15557098388672,66.56088256835938,41.3025016784668
2017-06-13,22.986230850219727,23.003345489501953,20.67047882080078,58.700767517089844,25.590518951416016,44.52241897583008,20.204483032226562,66.69844818115234,41.558589935302734
