Date,VIXCLS,BAMLH0A0HYM2
2013-09-17,14.53,4.59
2013-09-18,13.59,4.67
2013-09-19,13.16,4.51
2013-09-20,13.12,4.54
2013-09-23,14.31,4.6
2013-09-24,14.08,4.65
2013-09-25,14.01,4.7
2013-09-26,14.06,4.69
2013-09-27,15.46,4.75
2013-09-30,16.6,4.83
2013-10-01,15.54,4.78
2013-10-02,16.6,4.78
2013-10-03,17.67,4.75
2013-10-04,16.74,4.7
2013-10-07,19.41,4.69
2013-10-08,20.34,4.68
2013-10-09,19.6,4.67
2013-10-10,16.48,4.61
2013-10-11,15.72,4.62
2013-10-14,16.07,4.6
2013-10-15,18.66,4.54
2013-10-16,14.71,4.55
2013-10-17,13.48,4.53
2013-10-18,13.04,4.46
2013-10-21,13.16,4.41
2013-10-22,13.33,4.44
2013-10-23,13.42,4.44
2013-10-24,13.2,4.4
2013-10-25,13.09,4.42
2013-10-28,13.31,4.44
2013-10-29,13.41,4.45
2013-10-30,13.65,4.43
2013-10-31,13.75,4.36
2013-11-01,13.28,4.31
2013-11-04,12.93,4.33
2013-11-05,13.27,4.33
2013-11-06,12.67,4.35
2013-11-07,13.91,4.34
2013-11-08,12.9,4.38
2013-11-11,12.53,4.38
2013-11-12,12.82,4.35
2013-11-13,12.52,4.42
2013-11-14,12.37,4.41
2013-11-15,12.19,4.38
2013-11-18,13.1,4.35
2013-11-19,13.39,4.31
2013-11-20,13.4,4.29
2013-11-21,12.66,4.32
2013-11-22,12.26,4.3
2013-11-25,12.79,4.27
2013-11-26,12.81,4.27
2013-11-27,12.98,4.24
2013-11-29,13.7,4.23
2013-12-02,14.23,4.19
2013-12-03,14.55,4.22
2013-12-04,14.7,4.19
2013-12-05,15.08,4.16
2013-12-06,13.79,4.13
2013-12-09,13.49,4.11
2013-12-10,13.91,4.15
2013-12-11,15.42,4.11
2013-12-12,15.54,4.11
2013-12-13,15.76,4.12
2013-12-16,16.03,4.09
2013-12-17,16.21,4.15
2013-12-18,13.8,4.14
2013-12-19,14.15,4.07
2013-12-20,13.79,4.04
2013-12-23,13.04,4.0
2013-12-24,12.48,3.96
2013-12-26,12.33,3.96
2013-12-27,12.46,3.96
2013-12-30,13.56,3.97
2013-12-31,13.72,4.0
2014-01-02,14.23,4.0
2014-01-03,13.76,3.98
2014-01-06,13.55,3.96
2014-01-07,12.92,3.92
2014-01-08,12.87,3.87
2014-01-09,12.89,3.88
2014-01-10,12.14,3.95
2014-01-13,13.28,3.97
2014-01-14,12.28,3.92
2014-01-15,12.28,3.87
2014-01-16,12.53,3.88
2014-01-17,12.44,3.88
2014-01-21,12.87,3.86
2014-01-22,12.84,3.82
2014-01-23,13.77,3.92
2014-01-24,18.14,4.08
2014-01-27,17.42,4.09
2014-01-28,15.8,4.08
2014-01-29,17.35,4.15
2014-01-30,17.29,4.12
2014-01-31,18.41,4.21
2014-02-03,21.44,4.28
2014-02-04,19.11,4.31
2014-02-05,19.95,4.28
2014-02-06,17.23,4.21
2014-02-07,15.29,4.2
2014-02-10,15.26,4.16
2014-02-11,14.51,4.08
2014-02-12,14.3,4.01
2014-02-13,14.14,4.07
2014-02-14,13.57,4.03
2014-02-18,13.87,4.01
2014-02-19,15.5,3.95
2014-02-20,14.79,3.92
2014-02-21,14.68,3.9
2014-02-24,14.23,3.85
2014-02-25,13.67,3.84
2014-02-26,14.35,3.84
2014-02-27,14.04,3.83
2014-02-28,14.0,3.81
2014-03-03,16.0,3.87
2014-03-04,14.1,3.79
2014-03-05,13.89,3.78
2014-03-06,14.21,3.78
2014-03-07,14.11,3.79
2014-03-10,14.2,3.82
2014-03-11,14.8,3.82
2014-03-12,14.47,3.87
2014-03-13,16.22,3.92
2014-03-14,17.82,3.96
2014-03-17,15.64,3.9
2014-03-18,14.52,3.87
2014-03-19,15.12,3.74
2014-03-20,14.52,3.79
2014-03-21,15.0,3.76
2014-03-24,15.09,3.75
2014-03-25,14.02,3.73
2014-03-26,14.93,3.75
2014-03-27,14.62,3.77
2014-03-28,14.41,3.73
2014-03-31,13.88,3.77
2014-04-01,13.1,3.73
2014-04-02,13.09,3.66
2014-04-03,13.37,3.64
2014-04-04,13.96,3.68
2014-04-07,15.57,3.72
2014-04-08,14.89,3.73
2014-04-09,13.82,3.74
2014-04-10,15.89,3.77
2014-04-11,17.03,3.82
2014-04-14,16.11,3.76
2014-04-15,15.61,3.75
2014-04-16,14.18,3.73
2014-04-17,13.36,3.68
2014-04-21,13.25,3.67
2014-04-22,13.19,3.65
2014-04-23,13.27,3.68
2014-04-24,13.32,3.66
2014-04-25,14.06,3.69
2014-04-28,13.97,3.68
2014-04-29,13.71,3.66
2014-04-30,13.41,3.71
2014-05-01,13.25,3.75
2014-05-02,12.91,3.73
2014-05-05,13.29,3.74
2014-05-06,13.8,3.72
2014-05-07,13.4,3.74
2014-05-08,13.43,3.75
2014-05-09,12.92,3.74
2014-05-12,12.23,3.7
2014-05-13,12.13,3.7
2014-05-14,12.17,3.73
2014-05-15,13.17,3.78
2014-05-16,12.44,3.77
2014-05-19,12.42,3.76
2014-05-20,12.96,3.77
2014-05-21,11.91,3.77
2014-05-22,12.03,3.78
2014-05-23,11.36,3.78
2014-05-27,11.51,3.76
2014-05-28,11.68,3.8
2014-05-29,11.57,3.78
2014-05-30,11.4,3.75
2014-06-02,11.58,3.61
2014-06-03,11.87,3.59
2014-06-04,12.08,3.59
2014-06-05,11.68,3.59
2014-06-06,10.73,3.53
2014-06-09,11.15,3.5
2014-06-10,10.99,3.46
2014-06-11,11.6,3.46
2014-06-12,12.56,3.5
2014-06-13,12.18,3.47
2014-06-16,12.65,3.43
2014-06-17,12.06,3.39
2014-06-18,10.61,3.41
2014-06-19,10.62,3.39
2014-06-20,10.85,3.36
2014-06-23,10.98,3.35
2014-06-24,12.13,3.37
2014-06-25,11.59,3.43
2014-06-26,11.63,3.47
2014-06-27,11.26,3.48
2014-06-30,11.57,3.53
2014-07-01,11.15,3.5
2014-07-02,10.82,3.46
2014-07-03,10.32,3.44
2014-07-07,11.33,3.44
2014-07-08,11.98,3.48
2014-07-09,11.65,3.51
2014-07-10,12.59,3.62
2014-07-11,12.08,3.61
2014-07-14,11.82,3.57
2014-07-15,11.96,3.6
2014-07-16,11.0,3.63
2014-07-17,14.54,3.74
2014-07-18,12.06,3.78
2014-07-21,12.81,3.8
2014-07-22,12.24,3.79
2014-07-23,11.52,3.77
2014-07-24,11.84,3.72
2014-07-25,12.69,3.75
2014-07-28,12.56,3.74
2014-07-29,13.28,3.8
2014-07-30,13.33,3.79
2014-07-31,16.95,4.04
2014-08-01,17.03,4.25
2014-08-04,15.12,4.24
2014-08-05,16.87,4.17
2014-08-06,16.37,4.21
2014-08-07,16.66,4.2
2014-08-08,15.77,4.2
2014-08-11,14.23,4.12
2014-08-12,14.13,4.07
2014-08-13,12.9,4.03
2014-08-14,12.42,3.97
2014-08-15,13.15,3.97
2014-08-18,12.32,3.89
2014-08-19,12.21,3.85
2014-08-20,11.78,3.79
2014-08-21,11.76,3.81
2014-08-22,11.47,3.79
2014-08-25,11.7,3.77
2014-08-26,11.63,3.78
2014-08-27,11.78,3.81
2014-08-28,12.05,3.82
2014-08-29,11.98,3.8
2014-09-02,12.25,3.8
2014-09-03,12.36,3.83
2014-09-04,12.64,3.85
2014-09-05,12.09,3.93
2014-09-08,12.66,3.92
2014-09-09,13.5,3.93
2014-09-10,12.88,4.01
2014-09-11,12.8,4.05
2014-09-12,13.31,4.03
2014-09-15,14.12,4.06
2014-09-16,12.73,4.1
2014-09-17,12.65,4.05
2014-09-18,12.03,3.98
2014-09-19,12.11,3.97
2014-09-22,13.69,4.02
2014-09-23,14.93,4.13
2014-09-24,13.27,4.18
2014-09-25,15.64,4.33
2014-09-26,14.85,4.4
2014-09-29,15.98,4.51
2014-09-30,16.31,4.4
2014-10-01,16.71,4.45
2014-10-02,16.16,4.42
2014-10-03,14.55,4.29
2014-10-06,15.46,4.26
2014-10-07,17.2,4.37
2014-10-08,15.11,4.48
2014-10-09,18.76,4.52
2014-10-10,21.24,4.66
2014-10-13,24.64,4.66
2014-10-14,22.79,4.83
2014-10-15,26.25,5.08
2014-10-16,25.2,4.98
2014-10-17,21.99,4.68
2014-10-20,18.57,4.68
2014-10-21,16.08,4.5
2014-10-22,17.87,4.44
2014-10-23,16.53,4.38
2014-10-24,16.11,4.38
2014-10-27,16.04,4.41
2014-10-28,14.39,4.39
2014-10-29,15.15,4.32
2014-10-30,14.52,4.35
2014-10-31,14.03,4.3
2014-11-03,14.73,4.29
2014-11-04,14.89,4.35
2014-11-05,14.17,4.32
2014-11-06,13.67,4.3
2014-11-07,13.12,4.36
2014-11-10,12.67,4.32
2014-11-11,12.92,4.32
2014-11-12,13.02,4.33
2014-11-13,13.79,4.37
2014-11-14,13.31,4.43
2014-11-17,13.99,4.46
2014-11-18,13.86,4.53
2014-11-19,13.96,4.57
2014-11-20,13.58,4.61
2014-11-21,12.9,4.54
2014-11-24,12.62,4.54
2014-11-25,12.25,4.54
2014-11-26,12.07,4.56
2014-11-28,13.33,4.64
2014-12-01,14.29,4.82
2014-12-02,12.85,4.82
2014-12-03,12.47,4.81
2014-12-04,12.38,4.83
2014-12-05,11.82,4.77
2014-12-08,14.21,4.87
2014-12-09,14.89,5.06
2014-12-10,18.53,5.21
2014-12-11,20.08,5.25
2014-12-12,21.08,5.47
2014-12-15,20.42,5.52
2014-12-16,23.57,5.71
2014-12-17,19.44,5.48
2014-12-18,16.81,5.15
2014-12-19,16.49,5.09
2014-12-22,15.25,5.03
2014-12-23,14.8,4.94
2014-12-24,14.37,4.93
2014-12-26,14.5,4.93
2014-12-29,15.06,4.96
2014-12-30,15.92,4.98
2014-12-31,19.2,5.04
2015-01-02,17.79,5.08
2015-01-05,19.92,5.21
2015-01-06,21.12,5.37
2015-01-07,19.31,5.31
2015-01-08,17.01,5.17
2015-01-09,17.55,5.2
2015-01-12,19.6,5.27
2015-01-13,20.56,5.28
2015-01-14,21.48,5.39
2015-01-15,22.39,5.42
2015-01-16,20.95,5.42
2015-01-20,19.89,5.39
2015-01-21,18.85,5.36
2015-01-22,16.4,5.27
2015-01-23,16.66,5.3
2015-01-26,15.52,5.26
2015-01-27,17.22,5.29
2015-01-28,20.44,5.31
2015-01-29,18.76,5.28
2015-01-30,20.97,5.37
2015-02-02,19.43,5.26
2015-02-03,17.33,5.11
2015-02-04,18.33,5.05
2015-02-05,16.85,4.99
2015-02-06,17.29,4.78
2015-02-09,18.55,4.8
2015-02-10,17.23,4.75
2015-02-11,16.96,4.76
2015-02-12,15.34,4.74
2015-02-13,14.69,4.71
2015-02-17,15.8,4.57
2015-02-18,15.45,4.62
2015-02-19,15.29,4.58
2015-02-20,14.3,4.53
2015-02-23,14.56,4.56
2015-02-24,13.69,4.58
2015-02-25,13.84,4.54
2015-02-26,13.91,4.43
2015-02-27,13.34,4.43
2015-03-02,13.04,4.38
2015-03-03,13.86,4.38
2015-03-04,14.23,4.44
2015-03-05,14.04,4.46
2015-03-06,15.2,4.42
2015-03-09,15.06,4.51
2015-03-10,16.69,4.66
2015-03-11,16.87,4.61
2015-03-12,15.42,4.62
2015-03-13,16.0,4.68
2015-03-16,15.61,4.72
2015-03-17,15.66,4.79
2015-03-18,13.97,4.91
2015-03-19,14.07,4.79
2015-03-20,13.02,4.81
2015-03-23,13.41,4.82
2015-03-24,13.62,4.81
2015-03-25,15.44,4.76
2015-03-26,15.8,4.74
2015-03-27,15.07,4.76
2015-03-30,14.51,4.73
2015-03-31,15.29,4.82
2015-04-01,15.11,4.86
2015-04-02,14.67,4.82
2015-04-06,14.74,4.8
2015-04-07,14.78,4.72
2015-04-08,13.98,4.67
2015-04-09,13.09,4.62
2015-04-10,12.58,4.6
2015-04-13,13.94,4.6
2015-04-14,13.67,4.62
2015-04-15,12.84,4.58
2015-04-16,12.6,4.61
2015-04-17,13.89,4.66
2015-04-20,13.3,4.6
2015-04-21,13.25,4.57
2015-04-22,12.71,4.53
2015-04-23,12.48,4.55
2015-04-24,12.29,4.56
2015-04-27,13.12,4.55
2015-04-28,12.41,4.52
2015-04-29,13.39,4.53
2015-04-30,14.55,4.59
2015-05-01,12.7,4.53
2015-05-04,12.85,4.51
2015-05-05,14.31,4.48
2015-05-06,15.15,4.5
2015-05-07,15.13,4.55
2015-05-08,12.86,4.53
2015-05-11,13.85,4.45
2015-05-12,13.86,4.56
2015-05-13,13.76,4.51
2015-05-14,12.74,4.52
2015-05-15,12.38,4.55
2015-05-18,12.73,4.49
2015-05-19,12.85,4.46
2015-05-20,12.88,4.49
2015-05-21,12.11,4.51
2015-05-22,12.13,4.47
2015-05-26,14.06,4.51
2015-05-27,13.27,4.48
2015-05-28,13.31,4.5
2015-05-29,13.84,4.52
2015-06-01,13.97,4.52
2015-06-02,14.24,4.49
2015-06-03,13.66,4.46
2015-06-04,14.71,4.56
2015-06-05,14.21,4.56
2015-06-08,15.29,4.61
2015-06-09,14.47,4.66
2015-06-10,13.22,4.6
2015-06-11,12.85,4.62
2015-06-12,13.78,4.63
2015-06-15,15.39,4.71
2015-06-16,14.81,4.77
2015-06-17,14.5,4.76
2015-06-18,13.19,4.71
2015-06-19,13.96,4.73
2015-06-22,12.74,4.62
2015-06-23,12.11,4.62
2015-06-24,13.26,4.66
2015-06-25,14.01,4.67
2015-06-26,14.02,4.65
2015-06-29,18.85,4.91
2015-06-30,18.23,5.0
2015-07-01,16.09,4.88
2015-07-02,16.79,4.91
2015-07-06,17.01,5.07
2015-07-07,16.09,5.13
2015-07-08,19.66,5.21
2015-07-09,19.97,5.11
2015-07-10,16.83,4.97
2015-07-13,13.9,4.93
2015-07-14,13.37,4.94
2015-07-15,13.23,4.93
2015-07-16,12.11,4.91
2015-07-17,11.95,4.95
2015-07-20,12.25,4.96
2015-07-21,12.22,5.06
2015-07-22,12.12,5.16
2015-07-23,12.64,5.21
2015-07-24,13.74,5.32
2015-07-27,15.6,5.49
2015-07-28,13.44,5.44
2015-07-29,12.5,5.33
2015-07-30,12.13,5.26
2015-07-31,12.12,5.36
2015-08-03,12.56,5.45
2015-08-04,13.0,5.41
2015-08-05,12.51,5.29
2015-08-06,13.77,5.4
2015-08-07,13.39,5.52
2015-08-10,12.23,5.51
2015-08-11,13.71,5.67
2015-08-12,13.61,5.79
2015-08-13,13.49,5.66
2015-08-14,12.83,5.52
2015-08-17,13.02,5.58
2015-08-18,13.79,5.56
2015-08-19,15.25,5.68
2015-08-20,19.14,5.75
2015-08-21,28.03,5.86
2015-08-24,40.74,6.14
2015-08-25,36.02,5.9
2015-08-26,30.32,5.91
2015-08-27,26.1,5.8
2015-08-28,26.05,5.72
2015-08-31,28.43,5.7
2015-09-01,31.4,5.78
2015-09-02,26.09,5.73
2015-09-03,25.61,5.7
2015-09-04,27.8,5.74
2015-09-08,24.9,5.64
2015-09-09,26.23,5.59
2015-09-10,24.37,5.58
2015-09-11,23.2,5.62
2015-09-14,24.25,5.62
2015-09-15,22.54,5.54
2015-09-16,21.35,5.59
2015-09-17,21.14,5.71
2015-09-18,22.28,5.8
2015-09-21,20.14,5.77
2015-09-22,22.44,5.98
2015-09-23,22.13,5.98
2015-09-24,23.47,6.14
2015-09-25,23.62,6.15
2015-09-28,27.63,6.48
2015-09-29,26.83,6.6
2015-09-30,24.5,6.62
2015-10-01,22.55,6.67
2015-10-02,20.94,6.83
2015-10-05,19.54,6.62
2015-10-06,19.4,6.52
2015-10-07,18.4,6.32
2015-10-08,17.42,6.26
2015-10-09,17.08,6.13
2015-10-12,16.17,6.13
2015-10-13,17.67,6.24
2015-10-14,18.03,6.31
2015-10-15,16.05,6.26
2015-10-16,15.05,6.18
2015-10-19,14.98,6.16
2015-10-20,15.75,6.06
2015-10-21,16.7,6.07
2015-10-22,14.45,6.1
2015-10-23,14.46,5.97
2015-10-26,15.29,6.0
2015-10-27,15.43,6.07
2015-10-28,14.33,5.97
2015-10-29,14.61,5.89
2015-10-30,15.07,5.88
2015-11-02,14.15,5.84
2015-11-03,14.54,5.77
2015-11-04,15.51,5.73
2015-11-05,15.05,5.8
2015-11-06,14.33,5.82
2015-11-09,16.52,5.94
2015-11-10,15.29,6.02
2015-11-11,16.06,6.02
2015-11-12,18.37,6.13
2015-11-13,20.08,6.24
2015-11-16,18.16,6.28
2015-11-17,18.84,6.19
2015-11-18,16.85,6.2
2015-11-19,16.99,6.28
2015-11-20,15.47,6.32
2015-11-23,15.62,6.35
2015-11-24,15.93,6.41
2015-11-25,15.19,6.37
2015-11-27,15.12,6.38
2015-11-30,16.13,6.4
2015-12-01,14.67,6.4
2015-12-02,15.91,6.34
2015-12-03,18.11,6.32
2015-12-04,14.81,6.37
2015-12-07,15.84,6.51
2015-12-08,17.6,6.65
2015-12-09,19.61,6.72
2015-12-10,19.34,6.71
2015-12-11,24.39,7.1
2015-12-14,22.73,7.33
2015-12-15,20.95,7.09
2015-12-16,17.86,6.98
2015-12-17,18.94,7.01
2015-12-18,20.7,7.2
2015-12-21,18.7,7.25
2015-12-22,16.6,7.15
2015-12-23,15.57,7.05
2015-12-24,15.74,7.05
2015-12-28,16.91,7.07
2015-12-29,16.08,6.96
2015-12-30,17.29,6.95
2015-12-31,18.21,6.95
2016-01-04,20.7,7.1
2016-01-05,19.34,7.03
2016-01-06,20.59,7.11
2016-01-07,24.99,7.24
2016-01-08,27.01,7.23
2016-01-11,24.3,7.31
2016-01-12,22.47,7.38
2016-01-13,25.22,7.5
2016-01-14,23.95,7.57
2016-01-15,27.02,7.89
2016-01-19,26.05,7.88
2016-01-20,27.59,8.27
2016-01-21,26.69,8.13
2016-01-22,22.34,7.87
2016-01-25,24.15,7.85
2016-01-26,22.5,7.83
2016-01-27,23.11,7.78
2016-01-28,22.42,7.75
2016-01-29,20.2,7.74
2016-02-01,19.98,7.79
2016-02-02,21.98,7.98
2016-02-03,21.65,8.03
2016-02-04,21.84,8.03
2016-02-05,23.38,8.1
2016-02-08,26.0,8.51
2016-02-09,26.54,8.62
2016-02-10,26.29,8.53
2016-02-11,28.14,8.87
2016-02-12,25.4,8.64
2016-02-16,24.11,8.45
2016-02-17,22.31,8.21
2016-02-18,21.64,8.17
2016-02-19,20.53,8.23
2016-02-22,19.38,8.09
2016-02-23,20.98,8.1
2016-02-24,20.72,8.17
2016-02-25,19.11,8.08
2016-02-26,19.81,7.8
2016-02-29,20.55,7.75
2016-03-01,17.7,7.46
2016-03-02,17.09,7.31
2016-03-03,16.7,7.28
2016-03-04,16.86,7.08
2016-03-07,17.35,7.03
2016-03-08,18.67,7.14
2016-03-09,18.34,7.15
2016-03-10,18.05,7.04
2016-03-11,16.5,6.82
2016-03-14,16.92,6.74
2016-03-15,16.84,6.84
2016-03-16,14.99,6.94
2016-03-17,14.44,6.82
2016-03-18,14.02,6.71
2016-03-21,13.79,6.65
2016-03-22,14.17,6.69
2016-03-23,14.94,6.79
2016-03-24,14.74,6.93
2016-03-28,15.24,6.99
2016-03-29,13.82,7.14
2016-03-30,13.56,7.03
2016-03-31,13.95,7.05
2016-04-01,13.1,7.05
2016-04-04,14.12,7.03
2016-04-05,15.42,7.13
2016-04-06,14.09,7.04
2016-04-07,16.16,7.11
2016-04-08,15.36,7.03
2016-04-11,16.26,7.0
2016-04-12,14.85,6.87
2016-04-13,13.84,6.71
2016-04-14,13.72,6.6
2016-04-15,13.62,6.62
2016-04-18,13.35,6.62
2016-04-19,13.24,6.46
2016-04-20,13.28,6.31
2016-04-21,13.95,6.29
2016-04-22,13.22,6.29
2016-04-25,14.08,6.32
2016-04-26,13.96,6.26
2016-04-27,13.77,6.25
2016-04-28,15.22,6.19
2016-04-29,15.7,6.24
2016-05-02,14.68,6.16
2016-05-03,15.6,6.31
2016-05-04,16.05,6.39
2016-05-05,15.91,6.42
2016-05-06,14.72,6.48
2016-05-09,14.57,6.53
2016-05-10,13.63,6.46
2016-05-11,14.69,6.4
2016-05-12,14.41,6.36
2016-05-13,15.04,6.41
2016-05-16,14.68,6.3
2016-05-17,15.57,6.26
2016-05-18,15.95,6.16
2016-05-19,16.33,6.29
2016-05-20,15.2,6.22
2016-05-23,15.82,6.21
2016-05-24,14.42,6.13
2016-05-25,13.9,6.04
2016-05-26,13.43,6.08
2016-05-27,13.12,6.08
2016-05-31,14.19,5.97
2016-06-01,14.2,6.01
2016-06-02,13.63,6.0
2016-06-03,13.47,6.09
2016-06-06,13.65,6.0
2016-06-07,14.05,5.92
2016-06-08,14.08,5.82
2016-06-09,14.64,5.86
2016-06-10,17.03,5.98
2016-06-13,20.97,6.07
2016-06-14,20.5,6.19
2016-06-15,20.14,6.18
2016-06-16,19.37,6.32
2016-06-17,19.41,6.21
2016-06-20,18.37,6.0
2016-06-21,18.48,6.0
2016-06-22,21.17,5.96
2016-06-23,17.25,5.83
2016-06-24,25.76,6.33
2016-06-27,23.85,6.57
2016-06-28,18.75,6.48
2016-06-29,16.64,6.26
2016-06-30,15.63,6.21
2016-07-01,14.77,6.12
2016-07-05,15.58,6.16
2016-07-06,14.96,6.14
2016-07-07,14.76,6.02
2016-07-08,13.2,5.88
2016-07-11,13.54,5.66
2016-07-12,13.55,5.46
2016-07-13,13.04,5.58
2016-07-14,12.82,5.44
2016-07-15,12.67,5.42
2016-07-18,12.44,5.44
2016-07-19,11.97,5.45
2016-07-20,11.77,5.4
2016-07-21,12.74,5.41
2016-07-22,12.02,5.39
2016-07-25,12.87,5.39
2016-07-26,13.05,5.45
2016-07-27,12.83,5.51
2016-07-28,12.72,5.54
2016-07-29,11.87,5.61
2016-08-01,12.44,5.69
2016-08-02,13.37,5.73
2016-08-03,12.86,5.72
2016-08-04,12.42,5.65
2016-08-05,11.39,5.46
2016-08-08,11.5,5.42
2016-08-09,11.66,5.36
2016-08-10,12.05,5.38
2016-08-11,11.68,5.31
2016-08-12,11.55,5.34
2016-08-15,11.81,5.23
2016-08-16,12.64,5.17
2016-08-17,12.19,5.19
2016-08-18,11.43,5.2
2016-08-19,11.34,5.15
2016-08-22,12.27,5.18
2016-08-23,12.38,5.14
2016-08-24,13.45,5.13
2016-08-25,13.63,5.14
2016-08-26,13.65,5.04
2016-08-29,12.94,5.1
2016-08-30,13.12,5.07
2016-08-31,13.42,5.1
2016-09-01,13.48,5.12
2016-09-02,11.98,5.09
2016-09-06,12.02,5.09
2016-09-07,11.94,5.07
2016-09-08,12.51,4.99
2016-09-09,17.5,5.1
2016-09-12,15.16,5.18
2016-09-13,17.85,5.24
2016-09-14,18.14,5.26
2016-09-15,16.3,5.26
2016-09-16,15.37,5.27
2016-09-19,15.53,5.25
2016-09-20,15.92,5.24
2016-09-21,13.3,5.22
2016-09-22,12.02,5.09
2016-09-23,12.29,5.1
2016-09-26,14.5,5.16
2016-09-27,13.1,5.18
2016-09-28,12.39,5.14
2016-09-29,14.02,5.09
2016-09-30,13.29,4.97
2016-10-03,13.57,4.93
2016-10-04,13.63,4.85
2016-10-05,12.99,4.78
2016-10-06,12.84,4.75
2016-10-07,13.48,4.76
2016-10-10,13.38,4.76
2016-10-11,15.36,4.75
2016-10-12,15.91,4.75
2016-10-13,16.69,4.82
2016-10-14,16.12,4.72
2016-10-17,16.21,4.76
2016-10-18,15.28,4.72
2016-10-19,14.41,4.66
2016-10-20,13.75,4.62
2016-10-21,13.34,4.62
2016-10-24,13.02,4.6
2016-10-25,13.46,4.6
2016-10-26,14.24,4.66
2016-10-27,15.36,4.69
2016-10-28,16.19,4.76
2016-10-31,17.06,4.91
2016-11-01,18.56,5.05
2016-11-02,19.32,5.15
2016-11-03,22.08,5.15
2016-11-04,22.51,5.2
2016-11-07,18.71,5.01
2016-11-08,18.74,4.98
2016-11-09,14.38,4.94
2016-11-10,14.74,4.97
2016-11-11,14.17,4.97
2016-11-14,14.48,5.11
2016-11-15,13.37,4.94
2016-11-16,13.72,4.94
2016-11-17,13.35,4.85
2016-11-18,12.85,4.84
2016-11-21,12.42,4.78
2016-11-22,12.41,4.7
2016-11-23,12.43,4.66
2016-11-25,12.34,4.64
2016-11-28,13.15,4.66
2016-11-29,12.9,4.69
2016-11-30,13.33,4.67
2016-12-01,14.07,4.62
2016-12-02,14.12,4.64
2016-12-05,12.14,4.58
2016-12-06,11.79,4.5
2016-12-07,12.22,4.42
2016-12-08,12.64,4.38
2016-12-09,11.75,4.28
2016-12-12,12.64,4.25
2016-12-13,12.72,4.2
2016-12-14,13.19,4.12
2016-12-15,12.79,4.2
2016-12-16,12.2,4.21
2016-12-19,11.71,4.23
2016-12-20,11.45,4.2
2016-12-21,11.27,4.19
2016-12-22,11.43,4.17
2016-12-23,11.44,4.16
2016-12-27,11.99,4.11
2016-12-28,12.95,4.15
2016-12-29,13.37,4.18
2016-12-30,14.04,4.21
2017-01-03,12.85,4.13
2017-01-04,11.85,4.02
2017-01-05,11.67,4.04
2017-01-06,11.32,3.98
2017-01-09,11.56,4.02
2017-01-10,11.49,4.0
2017-01-11,11.26,4.03
2017-01-12,11.54,4.05
2017-01-13,11.23,4.02
2017-01-17,11.87,4.06
2017-01-18,12.48,4.01
2017-01-19,12.78,3.99
2017-01-20,11.54,4.02
2017-01-23,11.77,4.1
2017-01-24,11.07,4.02
2017-01-25,10.81,3.93
2017-01-26,10.63,3.93
2017-01-27,10.58,3.93
2017-01-30,11.88,3.96
2017-01-31,11.99,4.0
2017-02-01,11.81,3.95
2017-02-02,11.93,3.93
2017-02-03,10.97,3.86
2017-02-06,11.37,3.91
2017-02-07,11.29,3.93
2017-02-08,11.45,3.98
2017-02-09,10.88,3.93
2017-02-10,10.85,3.9
2017-02-13,11.07,3.86
2017-02-14,10.74,3.8
2017-02-15,11.97,3.77
2017-02-16,11.76,3.83
2017-02-17,11.49,3.86
2017-02-21,11.57,3.81
2017-02-22,11.74,3.78
2017-02-23,11.71,3.77
2017-02-24,11.47,3.84
2017-02-27,12.09,3.75
2017-02-28,12.92,3.74
2017-03-01,12.54,3.57
2017-03-02,11.81,3.55
2017-03-03,10.96,3.6
2017-03-06,11.24,3.66
2017-03-07,11.45,3.73
2017-03-08,11.86,3.79
2017-03-09,12.3,3.88
2017-03-10,11.66,3.89
2017-03-13,11.35,3.94
2017-03-14,12.3,4.05
2017-03-15,11.63,4.02
2017-03-16,11.21,3.88
2017-03-17,11.28,3.91
2017-03-20,11.34,3.97
2017-03-21,12.47,4.04
2017-03-22,12.81,4.16
2017-03-23,13.12,4.11
2017-03-24,12.96,4.07
2017-03-27,12.5,4.12
2017-03-28,11.53,4.01
2017-03-29,11.42,3.94
2017-03-30,11.54,3.85
2017-03-31,12.37,3.92
2017-04-03,12.38,3.98
2017-04-04,11.79,3.98
2017-04-05,12.89,3.91
2017-04-06,12.39,3.93
2017-04-07,12.87,3.86
2017-04-10,14.05,3.86
2017-04-11,15.07,3.94
2017-04-12,15.77,3.96
2017-04-13,15.96,4.03
2017-04-17,14.66,4.0
2017-04-18,14.42,4.07
2017-04-19,14.93,4.01
2017-04-20,14.15,3.98
2017-04-21,14.63,3.97
2017-04-24,10.84,3.86
2017-04-25,10.76,3.78
2017-04-26,10.85,3.76
2017-04-27,10.36,3.78
2017-04-28,10.82,3.75
2017-05-01,10.11,3.78
2017-05-02,10.59,3.79
2017-05-03,10.68,3.76
2017-05-04,10.46,3.8
2017-05-05,10.57,3.82
2017-05-08,9.77,3.8
2017-05-09,9.96,3.74
2017-05-10,10.21,3.72
2017-05-11,10.6,3.72
2017-05-12,10.4,3.77
2017-05-15,10.42,3.72
2017-05-16,10.65,3.71
2017-05-17,15.59,3.84
2017-05-18,14.66,3.85
2017-05-19,12.04,3.78
2017-05-22,10.93,3.72
2017-05-23,10.72,3.67
2017-05-24,10.02,3.68
2017-05-25,9.99,3.67
2017-05-26,9.81,3.67
