decision_date,effective_date,candidate,solver_status,turnover,transaction_cost,effective_alpha,regime,prob_calm,prob_transition,prob_stress,gamma,base_alpha,turnover_cap,stress_multiplier,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2013-04-05,2013-04-08,g5_a025_cap10_s1,optimal,6.245004513516506e-17,6.364372307149399e-20,0.2480883851370522,calm,0.9617749896887472,0.0382217716678294,3.238643423459544e-06,5.0,0.25,0.1,1.0,0.10319197771680284,0.10977793466694122,0.11009726281290218,0.1093609494316269,0.10489560194756571,0.11599318530872114,0.11675197855265224,0.11760038573676106,0.11233072382602666
2013-04-12,2013-04-15,g5_a025_cap10_s1,optimal,1.249000902703301e-16,1.2666658582547532e-19,0.24770171881310266,calm,0.9858567311573753,2.5938326131546153e-13,0.014143268842365402,5.0,0.25,0.1,1.0,0.10207813020973416,0.10836011250227254,0.1103283069602688,0.1090425984202824,0.10482058521718778,0.11647162093909855,0.11640341166732193,0.11880751462161726,0.11368771946221669
2013-04-19,2013-04-22,g5_a025_cap10_s1,optimal,2.220446049250313e-16,2.239073592874922e-19,0.24863677127394251,calm,0.991610900147338,7.869666029472298e-16,0.0083890998526613,5.0,0.25,0.1,1.0,0.10132627283564072,0.10548669872363178,0.10998551914239407,0.10737894725713619,0.10316371768521151,0.11948845398715419,0.11972058246580711,0.12016019573221405,0.11328961217081036
2013-04-26,2013-04-29,g5_a025_cap10_s1,optimal,0.0,0.0,0.24894992780333616,calm,0.9935380172512995,1.6624525985368754e-18,0.006461982748700501,5.0,0.25,0.1,1.0,0.10265483910313164,0.10738325610741956,0.11109353581529377,0.10782163184717773,0.103838559759608,0.11716369843570629,0.11845851946020894,0.11801915292921021,0.11356680654224394
2013-05-03,2013-05-06,g5_a025_cap10_s1,optimal,6.245004513516506e-17,6.298184360662332e-20,0.24861621794788252,calm,0.9914844181408156,8.790450623222172e-19,0.0085155818591844,5.0,0.25,0.1,1.0,0.10328739599231529,0.10868036070884783,0.11084203751882078,0.10829295583917639,0.1060397224349315,0.11611956494101623,0.11617901912498749,0.11632011842186293,0.11423882501804142
2013-05-10,2013-05-13,g5_a025_cap10_s1,optimal,6.245004513516506e-17,6.27175899603503e-20,0.2493038270188836,calm,0.9957158585777452,1.0539768570573134e-20,0.0042841414222548,5.0,0.25,0.1,1.0,0.10419365894769521,0.10869046203232831,0.11207639152836878,0.10992142060574517,0.10627101641089448,0.11477776934385772,0.11204982568324512,0.11640367991695927,0.11561577553090586
2013-05-17,2013-05-20,g5_a025_cap10_s1,optimal,6.245004513516506e-17,6.306996965040179e-20,0.2490073273066321,calm,0.9801465478514161,0.019853451384684404,7.638995513333949e-10,5.0,0.25,0.1,1.0,0.10386112911037776,0.10898706399639813,0.11384495237472715,0.11018289794540206,0.10617164773045387,0.11463004997701498,0.11117544671192746,0.11627033057811176,0.11487648157558686
2013-05-24,2013-05-28,g5_a025_cap10_s1,optimal,6.245004513516506e-17,6.304737693290863e-20,0.2490435046138867,calm,0.9808700924276114,0.019129907505776405,6.661225899080981e-11,5.0,0.25,0.1,1.0,0.1034252973843927,0.10982440954719658,0.1140239116290666,0.11042449146757476,0.10582127414702044,0.11542608021312561,0.10843110824610096,0.11779961136971855,0.11482381599580363
2013-05-31,2013-06-03,g5_a025_cap10_s1,optimal,6.245004513516506e-17,6.303726396213394e-20,0.24905969652200652,calm,0.9811939949717745,0.018805976347494903,2.8680730608465407e-08,5.0,0.25,0.1,1.0,0.1041756250500028,0.10971315676909944,0.1162651515680728,0.11150964021527203,0.10720145538893185,0.11241118365664084,0.10669304884604952,0.11699298527739692,0.11503775322853377
2013-06-07,2013-06-10,g5_a025_cap10_s1,optimal,0.0,0.0,0.20213588398002796,transition,0.051575184583752404,0.9444881465348283,0.003936668881419301,5.0,0.25,0.1,1.0,0.10309506268071873,0.10999516726479878,0.11615898747000979,0.11134364215085121,0.10664160945848929,0.11333256904251802,0.10671684907648164,0.11706662295073754,0.115649489905395
2013-06-14,2013-06-17,g5_a025_cap10_s1,optimal,0.0,0.0,0.2020478263497975,transition,0.04962057295066631,0.9465287399583489,0.003850687090984901,5.0,0.25,0.1,1.0,0.10357485466469785,0.10895689946913895,0.114616099416109,0.11096922315395732,0.10630005338382349,0.11428575424478313,0.10764653551155418,0.1180905988622142,0.11555998129372197
2013-06-21,2013-06-24,g5_a025_cap10_s1,optimal,0.0,0.0,0.2020096555369828,transition,0.048652161210822706,0.9475882608019923,0.0037595779871850005,5.0,0.25,0.1,1.0,0.10331762412225264,0.10946125699551143,0.1150334238437995,0.11136753589089522,0.1061697143678096,0.11390435351797305,0.10688568246337787,0.11812360143037541,0.11573680736800526
2013-06-28,2013-07-01,g5_a025_cap10_s1,optimal,6.245004513516506e-17,9.22953322302695e-20,0.2019787663784665,transition,0.047876072788978714,0.9484347071133998,0.0036892200976215007,5.0,0.25,0.1,1.0,0.10116337747090515,0.1085889560722171,0.11589349250633868,0.11118310108842487,0.10542445871578088,0.11349560775785225,0.10901555992006731,0.11777932067008808,0.11745612579832572
2013-07-05,2013-07-08,g5_a025_cap10_s1,optimal,6.245004513516506e-17,9.21767817045025e-20,0.20217423426712022,transition,0.05158255909748081,0.9448183859002631,0.0035990550022561006,5.0,0.25,0.1,1.0,0.10087703353707897,0.10952049060071545,0.11663853382122252,0.11150858377860859,0.1061296634904029,0.11311007684314596,0.1055794591792317,0.11781395798260419,0.11882220076698972
2013-07-12,2013-07-15,g5_a025_cap10_s1,optimal,6.245004513516506e-17,6.363090660589866e-20,0.24810906876661776,calm,0.9621828705555938,0.0378164649007446,6.645436615537864e-07,5.0,0.25,0.1,1.0,0.10108372987626864,0.10874229143804229,0.11607579483239422,0.11095094312276242,0.10534125747590531,0.1134670000156158,0.1071591198185979,0.11812311490170249,0.11905674851871087
