,net_return,turnover,cost,wealth
2020-02-27,-0.04401165545992036,0.0,0.0,2.5318183505056506
2020-02-28,-0.01622971104423465,0.0,0.0,2.490727670260453
2020-03-02,0.049635494839638916,8.225870390464392e-16,1.6323690641609725e-18,2.6143561706846117
2020-03-03,-0.02222507003802665,0.0,0.0,2.556251921686799
2020-03-04,0.04691104283164216,0.0,0.0,2.676168365073516
2020-03-05,-0.02647746613399027,0.0,0.0,2.605310207818426
2020-03-06,-0.012968770630423565,0.0,0.0,2.5715225373121275
2020-03-09,-0.061776923925340066,6.66612089025843e-11,1.323071818013978e-13,2.4126617851522987
2020-03-10,0.03607580861632265,0.0,0.0,2.4997005099693683
2020-03-11,-0.05015029422900996,0.0,0.0,2.374339793909998
2020-03-12,-0.09820570114384186,0.0,0.0,2.141166089695342
2020-03-13,0.07066683984134725,0.0,0.0,2.2924755308295666
2020-03-16,-0.11918122285213917,0.028245955261982453,5.596266806557812e-05,2.0192554937066918
2020-03-17,0.08324532422779773,0.0,0.0,2.187349071979067
2020-03-18,-0.04505940595298552,0.0,0.0,2.088788422183876
2020-03-19,-0.016859937665740454,0.0,0.0,2.0535715795889353
2020-03-20,-0.054331871743367954,0.0,0.0,1.9419971919108838
2020-03-23,-0.026968403948066766,5.614486001268097e-17,1.1228972002536196e-19,1.8896246271734198
2020-03-24,0.09771398661857522,0.0,0.0,2.0742673827071734
2020-03-25,0.016303378965857984,0.0,0.0,2.108084949923967
2020-03-26,0.06470660535121975,0.0,0.0,2.244491970825543
2020-03-27,-0.018207078789480136,0.0,0.0,2.203626328670367
2020-03-30,0.03392788261261326,4.340521996088192e-09,8.681043992176385e-12,2.2783907040715587
2020-03-31,-0.02666958773330408,0.0,0.0,2.217626963298578
2020-04-01,-0.04995691902917532,0.0,0.0,2.106841152656155
2020-04-02,0.021026589133844586,0.0,0.0,2.1511408359433317
2020-04-03,-0.02287793314106379,0.0,0.0,2.101927179721608
2020-04-06,0.06527386020276937,0.2500000000000001,0.0005000000000000002,2.239128080607158
2020-04-07,-0.0032544060463628455,0.0,0.0,2.231841048643049
2020-04-08,0.03380597928247431,0.0,0.0,2.3072906208952517
2020-04-09,0.021502980037418684,0.0,0.0,2.3569042450568856
2020-04-13,-0.010844048890174207,0.03461944887816658,6.923889775633316e-05,2.3313458601940296
2020-04-14,0.03735241483652518,0.0,0.0,2.4184272578914126
2020-04-15,-0.021107570603406622,0.0,0.0,2.3673801337962663
2020-04-16,0.008556143828136964,0.0,0.0,2.387635778716901
2020-04-17,0.02414065249107633,0.0,0.0,2.445274864326166
2020-04-20,-0.01923399680025939,0.21545472529645052,0.0004285740508041568,2.398242455409962
2020-04-21,-0.02367811813650067,0.0,0.0,2.3414565872307933
2020-04-22,0.015820863661778484,0.0,0.0,2.3785004526673448
2020-04-23,-0.004758767217841187,0.0,0.0,2.367181722685571
2020-04-24,0.012596758545768028,0.0,0.0,2.3970005392801963
2020-04-27,0.00988441476695523,0.02085138354513551,4.1498764791702395e-05,2.4206934868070573
2020-04-28,0.0004456377410089196,0.0,0.0,2.421772239184193
2020-04-29,0.0053280576184147055,0.0,0.0,2.4346755812132437
2020-04-30,-0.009618006921895073,0.0,0.0,2.411258854620566
2020-05-01,-0.021481213544467748,0.0,0.0,2.3594620882534727
2020-05-04,0.0017349295013810995,0.010471741928614334,2.0850180477629293e-05,2.363555588637774
2020-05-05,0.005728511548941384,0.0,0.0,2.37709524412385
2020-05-06,-0.00874931879150631,0.0,0.0,2.3562972800352373
2020-05-07,0.0037794097551915318,0.0,0.0,2.365202692961534
2020-05-08,0.018319054212381225,0.0,0.0,2.4085309693171664
2020-05-11,0.0014055865840507664,6.265977454209407e-14,1.2531954908418814e-16,2.4119163681349094
2020-05-12,-0.01384985524661575,0.0,0.0,2.378511675569298
2020-05-13,-0.011857411893184344,0.0,0.0,2.3503086829393247
2020-05-14,0.005986851569879992,0.0,0.0,2.3643796321674824
2020-05-15,0.008391347556230055,0.0,0.0,2.384219963415871
2020-05-18,0.0222777615580938,0.013509983554405117,2.69179457055395e-05,2.4373350472628967
2020-05-19,-0.012418245882622858,0.0,0.0,2.407067621347652
2020-05-20,0.009998857050316223,0.0,0.0,2.431135546403952
2020-05-21,-0.005650161638744322,0.0,0.0,2.4173992376010727
2020-05-22,0.0019383558199816964,0.0,0.0,2.422085017482496
2020-05-26,0.007234201417531283,0.023436078203788388,4.670786769439394e-05,2.4396068683493493
2020-05-27,0.014705911356424517,0.0,0.0,2.4754835106998194
2020-05-28,0.0032466395546275617,0.0,0.0,2.483520513382486
2020-05-29,0.0042798278912628,0.0,0.0,2.4941495537441836
2020-06-01,0.004252621192080364,0.0027462549304479245,5.4743064222958144e-06,2.504756226992654
2020-06-02,0.005278142188008594,0.0,0.0,2.5179766865050213
2020-06-03,0.006500675364250252,0.0,0.0,2.534345235518741
2020-06-04,-0.005752423764633918,0.0,0.0,2.5197666077581564
2020-06-05,0.017654131257177852,0.0,0.0,2.564250898188973
2020-06-08,0.011683271224928182,1.9626491158295027e-16,3.9252982316590053e-19,2.59420973692128
2020-06-09,-0.008702060287505198,0.0,0.0,2.5716347673921582
2020-06-10,-0.004774176895341209,0.0,0.0,2.5593573281024184
