decision_date,effective_date,selected_candidate,solver_status,turnover,transaction_cost,effective_alpha,regime,prob_calm,prob_transition,prob_stress,gamma,base_alpha,turnover_cap,stress_multiplier,score,selector_reason,selection_observations,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,selection_ann_return,selection_sharpe,selection_active_return,selection_information_ratio,selection_drawdown_improvement,candidate
2016-06-03,2016-06-06,g8_a025_cap25_s1,optimal,0.02215492016172123,2.2712646606204305e-05,0.24748260380636886,calm,0.9496521853822237,0.050347766060066905,4.855770942406374e-08,8.0,0.25,0.25,1.0,1.3209928011142265,rolling_score,756,3.2161150083554656e-10,4.3741576325666933e-10,8.597149480937943e-10,3.211428345256016e-10,0.1536721291471368,0.05134058848600787,0.33017514540728976,0.15882725082816446,0.3059848841915161,0.1262595388891048,1.0237498090965933,0.017015976645378315,0.6465309578678267,0.030657703864971242,g8_a025_cap25_s1
2016-06-10,2016-06-13,g8_a025_cap25_s1,optimal,1.2270302156195664e-09,1.8537010182515417e-12,0.19758756824393056,transition,1.2429728032298281e-06,0.9785543667631114,0.021444390264085404,8.0,0.25,0.25,1.0,1.332067970684618,rolling_score,756,1.3365758085247148e-10,1.660260560718626e-10,2.7436093972242473e-10,1.341254509054987e-10,0.15369161326247224,0.05186993114054047,0.33329630504606855,0.15765500024007104,0.3034871496026776,0.12784607698695272,1.041751190692543,0.01678946024270186,0.6303480098173134,0.030657703864971575,g8_a025_cap25_s1
2016-06-17,2016-06-20,g8_a025_cap25_s1,optimal,4.907307734648964e-09,7.243774961063766e-12,0.201351111769318,transition,0.06435030867740112,0.9190594365265807,0.016590254796018205,8.0,0.25,0.25,1.0,1.2843602791954307,rolling_score,756,0.0,0.0,0.0,2.0698206539841282e-11,0.15191647331517,0.05177533347548653,0.3373855800643141,0.15518472781124654,0.30373788531308465,0.11962484210707491,0.978186157350211,0.017781990416431866,0.6650287135815253,0.03065770386497224,g8_a025_cap25_s1
2016-06-24,2016-06-27,g8_a025_cap25_s1,optimal,1.4467526274158331e-11,2.177567108798425e-14,0.19521294148250012,transition,0.05808431004950021,0.8735488097729451,0.06836688017755471,8.0,0.25,0.25,1.0,1.3736714003820558,rolling_score,756,4.997566581602007e-13,4.996759638526394e-13,4.997984834933987e-13,5.985603150665318e-12,0.15109259937265618,0.0520695201749726,0.340720672560436,0.15547163022727656,0.30064557765717387,0.12925107066558317,1.0637017302812364,0.018430622955472802,0.6712744215253201,0.030657703864971908,g8_a025_cap25_s1
2016-07-01,2016-07-05,g8_a025_cap25_s1,optimal,5.272877793602526e-12,7.798895837406504e-15,0.20077825115638762,transition,0.06293661866145882,0.9160093388791162,0.021054042459425003,8.0,0.25,0.25,1.0,1.448285235180626,rolling_score,756,2.5491451886358325e-13,2.568966367222968e-13,2.5718734317471827e-13,1.398758078311798e-12,0.1497953851055167,0.051901865697899785,0.3420396247653168,0.1560819262082057,0.3001811982208933,0.13713581712661815,1.1232541417931725,0.01992541760742693,0.7014540064821349,0.030657703864970243,g8_a025_cap25_s1
2016-07-08,2016-07-11,g8_a025_cap25_s1,optimal,2.1596566802995832e-10,3.168227827131335e-13,0.20202486697601466,transition,0.0863829967898299,0.8932233777570427,0.0203936254531274,8.0,0.25,0.25,1.0,1.4269729048519033,rolling_score,756,0.0,0.0,0.0,0.0,0.1500601808168087,0.05196243383442156,0.33790553905782933,0.15728501001077128,0.3027868362801693,0.13326713198668694,1.0908897420974577,0.0208517591307813,0.7244524722828429,0.030657703864970798,g8_a025_cap25_s1
2016-07-15,2016-07-18,g8_a025_cap25_s1,optimal,0.033130776193915176,3.40454372920421e-05,0.2472392399649721,calm,0.9447848134610545,0.055215180244895405,6.294050135321525e-09,8.0,0.25,0.25,1.0,1.3179074579664771,rolling_score,756,1.443511109030989e-18,1.440634394933888e-18,1.4435781310957024e-18,1.444281824519359e-18,0.15279072216124612,0.05188289674561491,0.3669913623143297,0.12471624799275138,0.303618770786058,0.12838819345689,1.0536058958997478,0.016595968036373268,0.5662774260355928,0.030657703864970465,g8_a025_cap25_s1
2016-07-22,2016-07-25,g8_a025_cap25_s1,optimal,0.029194786728659817,3.000450105590948e-05,0.2472265103670975,calm,0.9445302142494768,0.0554697826805115,3.070011710671189e-09,8.0,0.25,0.25,1.0,1.3242010511023012,rolling_score,756,0.0,3.372812919558247e-10,0.0,3.705970937393545e-10,0.15375727465933092,0.05109280882536766,0.3972009416170084,0.09557892279657719,0.3023700513938374,0.1266441527940776,1.0393101834407952,0.017970498114468117,0.6108780396320597,0.03065770386497213,g8_a025_cap25_s1
2016-07-29,2016-08-01,g8_a025_cap25_s1,optimal,4.806767643869042e-10,4.940051038706834e-13,0.2472271720551131,calm,0.9445434423284254,0.055456557126613404,5.449612751430701e-10,8.0,0.25,0.25,1.0,1.2884710087633657,rolling_score,756,1.7196223416577052e-11,1.0669575627238884e-10,1.7196230865105607e-11,1.1648048646389662e-10,0.15632710144660658,0.05051457241517339,0.39361597084596783,0.09614781832848306,0.3033945367062004,0.12514600735964465,1.0268452182291024,0.01658000491580858,0.5596678128072511,0.030657703864971575,g8_a025_cap25_s1
2016-08-05,2016-08-08,g8_a025_cap25_s1,optimal,2.3426057813015007e-09,2.4074846417372456e-12,0.24723048270978765,calm,0.944609672204798,0.055390319791182,8.004020005148427e-09,8.0,0.25,0.25,1.0,1.2001261941160648,rolling_score,756,0.0,0.0,0.0,1.3629096945627819e-11,0.1597363540891126,0.05085553071461365,0.386481480286439,0.09705629429301739,0.30587034060318824,0.1202516970476426,0.9876780461197282,0.01364375313912259,0.45140496534586416,0.030657703864971464,g8_a025_cap25_s1
2016-08-12,2016-08-15,g8_a025_cap25_s1,optimal,9.652853737044915e-12,9.906909155228264e-15,0.24736801562173036,calm,0.9473626188238902,0.052636356114206286,1.0250619034950655e-06,8.0,0.25,0.25,1.0,1.2281354500816053,rolling_score,756,3.334645563947781e-13,3.3318082160514704e-13,3.3367643804703383e-13,3.994080431472081e-12,0.15946631777345696,0.05116931442710985,0.3866278979359364,0.09616446890684327,0.30657200095165904,0.12198429341475814,1.0022646489760292,0.014558115466790355,0.4803897864806244,0.03065770386497113,g8_a025_cap25_s1
2016-08-19,2016-08-22,g8_a025_cap25_s1,optimal,3.220052435419435e-12,3.303704846163108e-15,0.24740212357840713,calm,0.9480431113280535,0.05195660433420811,2.843377383651315e-07,8.0,0.25,0.25,1.0,1.2606876753859562,rolling_score,756,2.153578119121775e-13,2.163436599919348e-13,2.1493259307552002e-13,1.2122665951702704e-12,0.16038983195104536,0.051405031480852306,0.38478911436884183,0.09636218291311413,0.3070538392842875,0.12978722775804719,1.068509317258121,0.012459656313889863,0.40665097480077406,0.030657703864971797,g8_a025_cap25_s1
2016-08-26,2016-08-29,g8_a025_cap25_s1,optimal,2.1599902669429176e-06,2.213801407474835e-09,0.24648384481253913,calm,0.966572844651995,0.017028956058577304,0.016398199289427703,8.0,0.25,0.25,1.0,1.247459080854376,rolling_score,756,0.0,0.0,0.0,0.0,0.1625762023338766,0.05149493859970199,0.3811046943530552,0.09591960183888532,0.308904562874481,0.12961500076446342,1.0700307262819473,0.01153960317169315,0.37437623162324213,0.030657703864971908,g8_a025_cap25_s1
2016-09-02,2016-09-06,g8_a025_cap25_s1,optimal,6.129335666984854e-16,6.283724944400153e-19,0.24748058576685938,calm,0.9496317305556586,0.0503593737916875,8.895652653801114e-06,8.0,0.25,0.25,1.0,1.2393900430891502,rolling_score,756,3.1740332679516415e-16,0.0,1.5350785121710287e-16,1.3739439793696046e-16,0.16288609131429746,0.051747609892968775,0.3831172354450136,0.09494465403898769,0.3073044093087319,0.12772644521002263,1.0536465622399667,0.012131359709223095,0.39220526462747946,0.030657703864971575,g8_a025_cap25_s1
2016-09-09,2016-09-12,g8_a025_cap25_s1,optimal,5.616986884479096e-16,1.0954508402637054e-18,0.1,stress,0.022766407449893705,0.053974402072130404,0.9232591904779759,8.0,0.25,0.25,1.0,1.0762788407919364,rolling_score,756,5.732512114684579e-17,0.0,0.0,0.0,0.16302033640862626,0.05106122766802512,0.3840455274577583,0.09594301410843975,0.3059298943571505,0.11068889925607373,0.904876514973788,0.011189604124337425,0.3610611549743194,0.03065770386497102,g8_a025_cap25_s1
2016-09-16,2016-09-19,g8_a025_cap25_s1,optimal,6.579435191762509e-14,9.742419691674151e-17,0.2005738223197875,transition,0.0601620512581586,0.9181999021363264,0.021638046605515,8.0,0.25,0.25,1.0,1.108854894770011,rolling_score,756,8.06634901508101e-19,0.0,0.0,0.0,0.1645970102701787,0.05060757972899988,0.3870799526830273,0.0954860035592188,0.30222945375857535,0.11012822610434836,0.8961722168745253,0.014028266841115591,0.450068721583772,0.030657703864971464,g8_a025_cap25_s1
2016-09-23,2016-09-26,g8_a025_cap25_s1,optimal,2.1897502438637108e-16,3.2331142253665817e-19,0.20103531635964828,transition,0.0681204433912478,0.9108066160761824,0.0210729405325698,8.0,0.25,0.25,1.0,1.2124619220857582,rolling_score,756,0.0,0.0,0.0,0.0,0.16224805037317053,0.05010788934516966,0.39224241851977637,0.09486598564243197,0.30053565611945154,0.11843704208855876,0.9644159084398155,0.01643335428730876,0.5264516237289493,0.030657703864969688,g8_a025_cap25_s1
2016-09-30,2016-10-03,g8_a025_cap25_s1,optimal,6.6170859349834074e-15,6.72356753031544e-18,0.24738506355104123,calm,0.9839080832431265,2.1362831919247312e-10,0.016091916543245204,8.0,0.25,0.25,1.0,1.104105409559387,rolling_score,756,3.127329660534894e-17,2.6549032733367005e-16,2.629374996664828e-16,1.7752282542439428e-16,0.16556477453955748,0.05069800510415106,0.3826023533988838,0.0949015815226526,0.30623328543475437,0.11456284410655226,0.9321857238768011,0.011432546736367781,0.3611398415752619,0.030657703864970798,g8_a025_cap25_s1
2016-10-07,2016-10-10,g8_a025_cap25_s1,optimal,3.903860063831864e-16,5.785788277357611e-19,0.20045315548988712,transition,0.057302683147475816,0.921257506474865,0.021439810377659203,8.0,0.25,0.25,1.0,1.0503348079910269,rolling_score,756,5.744914900482761e-18,7.009345333996829e-17,1.6007727692510532e-16,8.882726616754946e-17,0.1679427409518834,0.05074561566632304,0.37453766895199375,0.09626665882438826,0.3105073156054112,0.11466018929800104,0.9338495876243224,0.007696553559855044,0.24123364416812187,0.030657703864971353,g8_a025_cap25_s1
2016-10-14,2016-10-17,g8_a025_cap25_s1,optimal,2.9263079084291044e-16,4.342792594916382e-19,0.2002540416756088,transition,0.05334875962233321,0.9251988287731527,0.021452411604514103,8.0,0.25,0.25,1.0,1.0179159860733307,rolling_score,756,3.444541331384716e-17,6.684693543175799e-18,1.1436733319281486e-16,0.0,0.16742251156374954,0.050894267285220986,0.3803664103001498,0.09345462238884834,0.30786218846203117,0.10590386868204438,0.8659055847441512,0.010197846135446643,0.3175401336963513,0.030657703864971242,g8_a025_cap25_s1
2016-10-21,2016-10-24,g8_a025_cap25_s1,optimal,1.4911646768205142e-10,2.2135348819630064e-13,0.20024169046713103,transition,0.0521721553469692,0.9267885797622092,0.0210392648908216,8.0,0.25,0.25,1.0,0.9104542950922859,rolling_score,756,0.0,0.0,0.0,0.0,0.167106822309868,0.0504919484014884,0.3803521035493035,0.09308458015599846,0.3089645455833417,0.09419104209608054,0.7726761035562212,0.009234654116968997,0.2867755693059525,0.03065770386497102,g8_a025_cap25_s1
2016-10-28,2016-10-31,g8_a025_cap25_s1,optimal,1.0849329138671264e-15,1.1101021015173807e-18,0.2466689003054201,calm,0.9697817625831829,0.014038790094692102,0.016179447322124903,8.0,0.25,0.25,1.0,0.8818636550718455,rolling_score,756,1.3278699798270106e-16,1.3637216403690017e-16,1.3958701449771218e-16,3.8027976433940096e-16,0.16760157558544497,0.05116496192048612,0.3858648021117226,0.09094762073641023,0.30442103964593537,0.08972476206760516,0.7361834033352518,0.009794312165187707,0.3037324295661813,0.030657703864971353,g8_a025_cap25_s1
2016-11-04,2016-11-07,g8_a025_cap25_s1,optimal,1.2575936337561271e-09,2.4843230759461595e-12,0.1,stress,0.006988087806954401,0.035108346981694606,0.957903565211351,8.0,0.25,0.25,1.0,0.8526512790008929,rolling_score,756,0.0,0.0,0.0,0.0,0.1658698789096442,0.05097101215353377,0.38816857053418674,0.09069027642606133,0.30430026197657395,0.08604904596758578,0.7047702485959526,0.010012734007263137,0.30814226702667086,0.03065770386497091,g8_a025_cap25_s1
2016-11-11,2016-11-14,g8_a025_cap25_s1,optimal,2.636779683484747e-16,2.7036646201353623e-19,0.24631286571969266,calm,0.967676025302174,0.0139156587385724,0.0184083159592536,8.0,0.25,0.25,1.0,0.7239868705748942,rolling_score,756,0.0,0.0,0.0,0.0,0.1673926695276899,0.04977964089833649,0.37162073768430093,0.09590127098725486,0.31530568090241773,0.08720931638552298,0.7120921539696918,0.000541451335314388,0.01553289588706948,0.030657703864971242,g8_a025_cap25_s1
