decision_date,selected_candidate,effective_alpha,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2013-03-22,g5_a100_cap25_s1,0.9942926367318413,-0.00026613854069765865,-0.0001728541165882564,9.077314484697073e-05,5.368974191376276e-06,-0.0003953624435355679,0.00025463782629322915,-8.908982099492801e-07,0.0003399739825005316,0.00014449207119932397
2013-03-28,g5_a100_cap25_s1,0.9926619450748781,-0.0002750226963838187,-8.62529080185054e-05,8.41968711582963e-05,2.58895928261168e-05,-0.0004619618183225628,0.00022823268804406848,1.0231120110412367e-05,0.0003285972597399889,0.0001460898908460041
2013-04-05,g5_a100_cap25_s1,0.9923535405482088,-0.0002928135636280438,-0.00012581803432542516,0.00017657110078441162,7.828430368117783e-06,-0.0005080091376532581,0.00017114232534852126,-1.9760698434809872e-05,0.0003445545719558397,0.0002463050055846465
2013-04-12,g5_a100_cap25_s1,0.9908068752524106,-0.00016894672110048364,-5.0223739212629744e-05,0.0002995955950200876,7.737918800530785e-05,-0.0005521046672876146,2.0350399056916573e-05,-0.00018365173413233167,0.0003129239331613302,0.00024467774648941754
2013-04-19,g5_a100_cap25_s1,0.9945470850957701,-0.0003290930835529692,-1.4625138095511033e-05,0.0003219280709842544,-2.2813860175716693e-05,-0.0006485731549623962,0.00015319283192000805,-7.866436102999676e-05,0.0004155257261254711,0.0002031229687868562
2013-04-26,g5_a100_cap25_s1,0.9957997112133447,-0.0003041924370769746,-6.217884586975598e-06,0.00021273887135776434,-8.839244934262806e-05,-0.0004580357567969333,0.00018795706742881022,-0.0001215593618415479,0.0003333692103565112,0.00024433274050197397
2013-05-03,g5_a100_cap25_s1,0.9944648717915301,-0.00026836993028469326,-0.00019068419025918568,0.00015725321476711546,-2.6023172928210564e-05,-0.00038458041561729067,0.00022437103054414142,1.9604349789002434e-05,0.0003534684362515336,0.00011496067773758769
2013-05-10,g5_a100_cap25_s1,0.9972153080755344,-0.00025627271554494625,-3.304131583184659e-05,0.0002013628241728944,-3.1529741119369666e-05,-0.0004000720346843946,0.00010990780923056662,-8.89815130777835e-05,0.0003406140379677725,0.00015801264888710715
2013-05-17,g5_a100_cap25_s1,0.9960293092265284,-0.00026702124370231987,-8.05117211810985e-05,0.0002657779539819382,-6.960239915544198e-05,-0.0004515854809232027,0.00015448975784146954,-7.070319926261596e-05,0.00036928703240129746,0.0001498692999999744
2013-05-24,g5_a100_cap25_s1,0.9961740184555468,-0.0001501842294673572,-0.00014070082851324806,0.0004557691369009687,-0.00013629236159980166,-0.0004998000298621135,5.144436897604375e-05,-0.00020888992293645613,0.0004064320571244751,0.0002222218093774893
2013-05-31,g5_a100_cap25_s1,0.9962387860880261,-0.00031696385998459257,-0.00014028991988467975,0.0004748403810089151,-0.00015516701377493535,-0.00047135459524863944,9.62748472751026e-05,-0.0001231164389403187,0.0004294776592048276,0.00020629894034432104
2013-06-07,g5_a100_cap25_s1,0.8085435359201119,-0.00016033225103662701,9.745491727504472e-05,0.00041917358099498596,9.846861920426378e-05,-0.0004514456991035741,-2.97604509370448e-05,-0.0004529226909760497,0.00024181677910612348,0.00023754719547287688
2013-06-14,g5_a100_cap25_s1,0.80819130539919,-0.00017211121631584316,2.9073055400941217e-05,0.00038184856319429904,2.888414131301662e-05,-0.0003939934423516241,4.236604178772659e-06,-0.00040698611363229956,0.0002890748015516404,0.00023997360666109727
2013-06-21,g5_a100_cap25_s1,0.8080386221479312,-0.00020194804889923668,7.794329310372943e-05,0.0003623909936776047,7.204082946003316e-05,-0.0003763267801019834,-7.023652370711024e-06,-0.00040964276246008866,0.00026679843266689553,0.00021576769492375646
2013-06-28,g5_a100_cap25_s1,0.807915065513866,-0.00011334032429007447,0.00016637054506813851,0.00037081309847575636,0.00011162683934447339,-0.000335343365091236,-9.617347425781369e-05,-0.000487716991483383,0.00021170329718029753,0.00017206037505384164
2013-07-05,g5_a100_cap25_s1,0.8086969370684809,-0.0001725787071222488,8.27644976254021e-05,0.0003950461065350346,0.00012726515987946041,-0.00034853830154323295,-8.423375943323706e-05,-0.0005130285571000389,0.00023351377263352812,0.0002797897885253327
2013-07-12,g5_a100_cap25_s1,0.992436275066471,-0.0001895645093730353,8.641045641538378e-05,0.0004912116403362173,0.000184512660516251,-0.00041785281839535997,-0.0001477985861034765,-0.0006190525058525374,0.0002896632809043639,0.00032247038155219446
2013-07-19,g5_a100_cap25_s1,0.9925315635318263,-0.00017494113437007802,-1.5622263683707604e-05,0.00047225112184532753,0.00024767663274297754,-0.0003538766786360086,-0.00016944127873545376,-0.0006170023149293226,0.00022145411436006422,0.0003895018014062007
2013-07-26,g5_a100_cap25_s1,0.9933602959788985,-0.00023756518476889676,-7.842670142893132e-05,0.0005373531094503496,0.00016825138770845663,-0.0004400666518869421,-0.00012150775363346905,-0.0005807046445101421,0.00034288142763176405,0.00040978501143781296
2013-08-02,g5_a100_cap25_s1,0.9934409474923717,-0.00020952199336662735,-0.00012077336456999907,0.0005554910718523572,0.00011562017599356188,-0.0004259092447436227,-0.00012500326583765378,-0.0005858183705950328,0.0002764708106268572,0.0005194441806401586
2013-08-09,g5_a100_cap25_s1,0.9912634349193087,-0.00021776970641566827,-0.0001894370759749682,0.0004841436473500668,0.0001350546460093241,-0.00045250738573107907,-4.043829636002857e-05,-0.00048131708888234515,0.0003361303877022231,0.00042614087230247535
2013-08-16,g5_a100_cap25_s1,0.8081037531294256,-0.0001802863936799764,-0.00014275781735571767,0.0004333606113922859,0.00010420963283415244,-0.00038760997534778753,-6.339373828017574e-05,-0.00036206841561069365,0.00025054381488139575,0.00034800228116651675
2013-08-23,g5_a100_cap25_s1,0.8039719731788211,-0.00018385199667017086,-0.00011489174895451808,0.00037327846322345786,7.215846623502671e-05,-0.0004048557561739227,-4.9002979338798e-05,-0.0003107333457881934,0.00032495080570440826,0.0002929480917627102
2013-08-30,g5_a100_cap25_s1,0.9965433456885004,-0.00019008269339230928,-0.0001656632056123797,0.0004390846699622062,0.00016604229000814197,-0.00048243367550437335,-9.810886633289731e-05,-0.00036477630822621954,0.00035061521978439286,0.0003453225693134383
2013-09-06,g5_a100_cap25_s1,0.9965660732569402,-0.00017239257042732533,-0.0001698784864501511,0.000433317663865907,0.00021539019883042945,-0.0005241181280422158,-0.00010954439010714608,-0.0004051882615856494,0.00036710881639705645,0.0003653051575190947
2013-09-13,g5_a100_cap25_s1,0.8386171399266104,-0.00016693657505920508,-0.00022081966169012454,0.0003492609177897282,0.0001811628762966715,-0.0003901954038784224,-2.3464577203039137e-05,-0.0003312741235951149,0.0003220670595974387,0.00028019948774206735
2013-09-20,g5_a100_cap25_s1,0.993115072883489,-0.00020708396965340916,-0.0002862776309153455,0.00038681426077121585,0.00022593892113423458,-0.00045571027306545513,-6.000270121739048e-05,-0.0003351684241995249,0.00038688103938601707,0.0003446087777596582
2013-09-27,g5_a100_cap25_s1,0.9923714698946415,-0.000159948908416336,-9.08496944055178e-05,0.0003817421358975104,0.0002761836184137923,-0.0004926184056421673,-0.00016703899973827548,-0.00040430663097243343,0.00031338582367123767,0.00034345106119218987
2013-10-04,g5_a100_cap25_s1,0.8058153518426494,-7.526595003006256e-05,-9.241545011755671e-05,0.00030677253577820584,0.00022038415470466033,-0.00037988062595667693,-0.00013221092914835085,-0.00039361536825908885,0.00024779246958330273,0.000298439163445567
2013-10-11,g5_a100_cap25_s1,0.8063414114931265,-7.236407244855688e-05,-9.430084401851927e-05,0.00023719045256974386,0.0002342695071296478,-0.0002963533333698319,-0.00011768060157627936,-0.0003830441863578168,0.0002249124759606089,0.00026737060211100386
2013-10-18,g5_a100_cap25_s1,0.9905063995514793,-9.79005367763239e-05,-0.0001401914681556605,0.000294715991151592,0.00032626844339306787,-0.00040015553154212154,-0.00011061081694717545,-0.0004324904178196675,0.00021175975472457592,0.0003486045819717123
2013-10-25,g5_a100_cap25_s1,0.9976898185404585,-4.9022943836008765e-05,-0.00012288908992232324,0.0002348127899847053,0.0003304376559704281,-0.000335390762189548,-0.00015534833002684041,-0.0004921099498995868,0.000219074637874288,0.0003704359920448856
2013-11-01,g5_a100_cap25_s1,0.9976846800394742,-9.303899461483898e-05,-0.00010050750470933528,0.00021508978467730413,0.00023971531574093634,-0.00031134894907562834,-0.00015253992109638638,-0.00044950533481744276,0.000287636378897304,0.00036449922499808777
2013-11-08,g5_a100_cap25_s1,0.9906754027480894,-0.0001120707738038996,-9.893771062710869e-05,0.00026393729254813687,0.0002229680065004662,-0.00029549705097120456,-0.00016429862647035381,-0.0003767316026681752,0.0002689881937363754,0.00029164227175576323
2013-11-15,g5_a100_cap25_s1,0.9968805925810087,-6.935133052546032e-05,-8.35514452106772e-05,0.00029963357483766406,0.00018626665078795918,-0.0003222381867474724,-0.00018227517252211405,-0.0003995874944931305,0.0002784565402349678,0.00029264686363826244
2013-11-22,g5_a100_cap25_s1,0.9972405861797555,-8.956637237216362e-05,-0.00015948194855641443,0.00024881207137950387,0.00029985085695564577,-0.00033642179917517926,-0.00021989436687913427,-0.0003227745486585411,0.00027011073191556456,0.00030936537539071865
2013-11-29,g5_a100_cap25_s1,0.9926098883646312,-0.0001647122682483254,-9.678425963167162e-05,0.0003081532569497275,0.00028313902492120276,-0.0003660008924218851,-0.00019171400149976827,-0.0004262415441866892,0.0003152225596268457,0.0003389381244905627
2013-12-06,g5_a100_cap25_s1,0.9972727530606613,-5.298063589290576e-05,-0.00014328882024555715,0.00019801633002144027,0.0003248902805836174,-0.00032799812779167516,-0.00017307501708610076,-0.00045145965967811994,0.0002583629023372857,0.00036753274775201596
2013-12-13,g5_a100_cap25_s1,0.817999098980264,-8.304463721250814e-05,-0.00012868941214893965,0.00016550302993444528,0.0002446407468444166,-0.00022608717629657058,-0.0001552789609202274,-0.00037421786651130486,0.00023141701907836723,0.0003257572572323217
2013-12-20,g5_a100_cap25_s1,0.9923604034701158,-0.00019060910986588885,-0.00015806640071193358,0.00013623917406727025,0.00025031240280267905,-0.00029012523680105583,-8.038163232985188e-05,-0.00043913699645548113,0.00039265814898106977,0.0003791096503131922
2013-12-27,g5_a100_cap25_s1,0.9924427893308101,-0.0002597731232988688,-0.0001369905443098764,0.0001614730012003369,0.00023676138164146313,-0.00025032129167709065,-8.78341938914648e-05,-0.0004421121534536277,0.0003902160327829534,0.0003885808910061759
2014-01-03,g5_a100_cap25_s1,0.9972570596441782,-0.0003094193554469999,-0.00014025720299414335,0.00013723527872752333,0.00022821109849077535,-0.00021407691910623595,-5.754129556149523e-05,-0.00047022833146673194,0.00043360954603696836,0.00039246718132034055
2014-01-10,g5_a100_cap25_s1,0.9972570196314563,-0.00028212230242623357,-0.00017154769002097417,9.96576473317211e-05,0.0002426455733557036,-0.00014669995138384359,-5.6265513615682575e-05,-0.0004308632602327539,0.00036273788615984794,0.00038245761083221613
2014-01-17,g8_a100_cap25_s1,0.9925276918372808,-0.00023185149130461205,-0.00022631791491092113,0.0001354182815879514,0.0002854621894885068,-9.450727449482648e-05,-0.00014136439702300776,-0.00039621816351702543,0.00031218463541508634,0.0003571941347588479
2014-01-24,g8_a100_cap25_s1,0.8067149419512972,-0.0001760564141165443,-0.00019274134085936872,0.00010716378389873454,0.00019012090838364595,1.1945806177172909e-05,-0.00010247606589274047,-0.0003247329615255831,0.00023731737991307018,0.00024945890402161276
2014-01-31,g8_a100_cap25_s1,0.8064665184281687,-7.866131051910823e-05,-0.00020925220921053442,9.861518298153966e-05,0.0002293931911455699,-5.7811977420829485e-06,-0.00012448241860865276,-0.0003636576477028078,0.00019193992948844,0.0002618864801676371
2014-02-07,g8_a100_cap25_s1,0.8064062855176602,-7.44211421549506e-05,-0.00022327289135521487,0.00012965309042291644,0.00019877202245208663,-8.993950022603375e-06,-0.00018987471707790634,-0.00035966937160277374,0.0002590320452288572,0.0002687749141095891
2014-02-14,g8_a100_cap25_s1,0.9972548047225217,-6.487939169943829e-05,-0.0003531306573664731,0.0001364354322024403,0.00023923450961506074,4.3499572054963876e-05,-0.00017957172283991326,-0.0004167199355862934,0.000321328156951467,0.000273804036668186
2014-02-21,g8_a100_cap25_s1,0.997254240340663,2.3131428155471563e-05,-0.00028754650890990756,0.00012908692584668178,0.00024036393944781628,4.252732424272418e-05,-0.0003289351554182887,-0.00044007951279751546,0.00033685031157848917,0.000284601247854529
2014-02-28,g8_a100_cap25_s1,0.9915543631317251,-1.6869943476928596e-05,-0.0003025880686646501,0.00014437382205514934,0.00024063918326205273,1.2772473967775384e-05,-0.0003144179889216747,-0.0004201353476485633,0.0003850465491434376,0.00027117932028340155
2014-03-07,g8_a100_cap25_s1,0.9972555658142506,-3.543439861880863e-05,-0.0003486518237227981,7.114001507851977e-05,0.00026508562052655893,6.115189645575362e-05,-0.0003220059931270343,-0.0003709127547142191,0.00040392961282853794,0.00027569782529348886
2014-03-14,g8_a100_cap25_s1,0.977188039070851,-2.3778789923699136e-05,-0.00030711148453081336,5.553981211103395e-05,0.0002056771355847398,8.799932483109747e-05,-0.0002512601064138515,-0.0003041792931046239,0.00032668206478677557,0.00021043133665934137
2014-03-21,g8_a100_cap25_s1,0.992977769906444,4.431796071198779e-05,-0.0002295164936186018,1.7810999730888972e-05,0.00021485148569066185,8.526210778952821e-05,-0.0003637833795448958,-0.0003574061182575415,0.00036327087028562813,0.00022519256721234419
2014-03-28,g8_a100_cap25_s1,0.9928589722547069,8.334119016472804e-05,-0.00020483176324722057,3.134848462860721e-05,0.00019242248080959698,7.54845162721077e-05,-0.00030915901517736906,-0.0003455072052547728,0.00026919607432934094,0.00020770523747498117
2014-04-04,g8_a100_cap25_s1,0.9934378437317055,0.00015013243700807215,-0.00017160940828806566,8.560326645937549e-05,0.0002197956621455372,7.588597316926782e-05,-0.00033345481187376175,-0.00043246279448263896,0.00020824208682111942,0.00019786758904109534
2014-04-11,g8_a100_cap25_s1,0.9972552822199946,0.00014596903113927144,-0.0001340579969057028,7.149220003086671e-05,0.0001807168249993133,5.926597196405659e-05,-0.0002826860164044926,-0.00032745329164629165,0.00016491328323950806,0.00012183999358347138
2014-04-17,g8_a100_cap25_s1,0.9645024141540829,0.00018745270361962438,-9.575859855809062e-05,0.00011066591500798404,0.00021669982018301302,0.00011684378471414705,-0.0003942201448319045,-0.0004632172569338617,0.00017734417198102267,0.00014418960481806545
2014-04-25,g8_a100_cap25_s1,0.9927133913855473,9.220191606221075e-05,-7.177921325322101e-05,8.92446395308862e-05,0.00022590254664499632,0.00013458938445277014,-0.00031379261253533926,-0.0003872243639571588,0.00018324252075683546,4.761518229802063e-05
2014-05-02,g8_a100_cap25_s1,0.9928836051523955,0.00015624878472725922,-5.7637761164488966e-05,7.679516614650832e-05,0.00025740948979003286,5.120057062570718e-05,-0.0003473175422233239,-0.0004082286116679359,0.0002002666729481965,7.126323081804421e-05
2014-05-09,g8_a100_cap25_s1,0.9925304218261841,9.438951866329448e-05,-9.652405721461464e-05,7.2151218315681624e-06,0.00022166515148497594,3.771052141552352e-05,-0.00024696357391403137,-0.0002273147988781294,0.00021778865532138503,-7.966538709971517e-06
2014-05-16,g8_a100_cap25_s1,0.9972513978692104,0.0001733164295897378,4.7676863444879644e-05,-0.00011295870126764215,0.0002783457929102833,1.631955025746422e-05,-0.0003084286228020378,-0.0001700210773674452,0.00016052945757222476,-8.477969233746491e-05
2014-05-23,g8_a100_cap25_s1,0.9934558793564374,0.00016308613907841876,1.4354838782393048e-05,-0.00011847177595138786,0.0002724720344785641,1.3484435540357078e-05,-0.0002877377969116675,-0.00015568270633401656,0.00015781696338690668,-5.932213206956684e-05
2014-05-30,g8_a100_cap25_s1,0.9972512472478541,0.00010621964909147109,-6.670164528482751e-06,-0.00022126751077328725,0.00020785278641172536,-5.756208920424324e-06,-0.00020819389729533557,8.107846270697851e-05,0.00014241779263083246,-9.56809093234761e-05
2014-06-06,g8_a100_cap25_s1,0.9932772060835309,0.000170186826575435,7.731832307622642e-05,-0.00021180785838394026,0.00022370866821498436,-5.275548199890771e-05,-0.00022042560873592018,2.8110299060891343e-05,0.00013224599433422807,-0.00014658116214299812
2014-06-13,g8_a100_cap25_s1,0.9941486862710983,0.00017970903470682683,6.484091032687124e-05,-0.00019797858890102746,0.0002288956477317746,1.1653333877658665e-05,-0.00022406800673335095,-8.942077378138832e-05,0.00016477699503018316,-0.00013840855225754812
2014-06-20,g8_a100_cap25_s1,0.9932843475477778,0.00014418845900373764,5.11177852858952e-05,-0.00019854205967830688,0.00020436221657864657,2.883961619470634e-05,-0.00019729506040655194,-0.00010479549941432294,0.00018921757000403552,-0.00011709302756784063
2014-06-27,g8_a100_cap25_s1,0.9937419358189098,0.00023881851992426322,5.371194277798367e-05,-0.00022136465725729039,0.00021257766309092687,0.00010952103883987027,-0.00024204481866634044,-0.0001745577070399992,0.00014294165329580162,-0.0001196036349652154
2014-07-03,g8_a100_cap25_s1,0.99277449269122,0.00027063642908730853,1.4894198027582142e-05,-0.00021335866533990028,0.000247897361167177,5.368952513945907e-05,-0.0002614279996162481,-0.00011575803285464432,0.000210957012738991,-0.00020752982834972415
2014-07-11,g8_a100_cap25_s1,0.9940780076079815,0.0002164851355812272,9.108295397004726e-05,-0.00015293110976255636,0.00021687476970665384,0.00010865228566676179,-0.00023869326603651733,-0.00020036871171446273,0.00013735392334580208,-0.00017845598075695563
2014-07-18,g8_a100_cap25_s1,0.9931037374501399,0.00023845867206884086,0.00015499112171960775,-0.0002539919170275196,0.00020562079486932037,0.0001309578959112597,-0.00026220227774846,-0.0001512978196972082,0.0001395696030876495,-0.00020210607318349024
2014-07-25,g8_a100_cap25_s1,0.9939688502118583,0.00022320816883484578,0.00016276526053202018,-0.00026983752827317405,0.0001681223005029794,0.00018232396184795913,-0.0003095152654249797,-0.00012070515574311922,0.00015766642463008648,-0.00019402816690661912
2014-08-01,g5_a075_cap10_s1,0.6067455486275111,0.0001461982363620065,9.187752565730822e-05,-0.000149809067236769,6.348817183118983e-05,0.00012683705371713345,-0.00017011216392203462,-0.00012415366318479552,0.00011732101142976655,-0.00010164710465380553
2014-08-08,g5_a075_cap10_s1,0.7483720297418377,0.00014734783555369853,0.00012336179514112135,-0.0001628792073939756,6.65044406978285e-05,0.00014625059190258706,-0.00018655799909949564,-0.00012318768269519817,0.00013060285667442512,-0.00014144263078099117
2014-08-15,g5_a075_cap10_s1,0.6824172209448176,9.586710950306919e-05,9.763235385966335e-05,-0.000130817632978357,6.336172645371696e-05,0.00012183307560809036,-0.00015539331731661293,-0.00010776779490363578,0.00010523921523769144,-8.99547354636256e-05
2014-08-22,g8_a100_cap25_s1,0.9984898884329281,0.00011160089306520979,0.00015509299200154597,-0.00017166320916732974,3.975415677247497e-06,0.0001837247057939622,-0.00020053904022189568,-9.718235661069778e-05,0.0001769600186558937,-0.00016196941919393616
2014-08-29,g5_a075_cap10_s1,0.7447004178882274,8.180490995448542e-05,3.676396122796008e-05,-6.275172537750425e-05,1.4302883332409159e-06,0.00015478810727693077,-0.00014583425263322783,-0.00010769888825994219,0.0001443453222032655,-0.00010284772272520856
2014-09-05,g8_a100_cap25_s1,0.99297203193252,0.000148849517673285,7.192627274100024e-06,-0.00010334639202434508,-2.240777686849265e-05,0.0001960181244520721,-0.00013652619941449527,-0.00012919769098217355,0.000173965180933929,-0.00013454739104387913
2014-09-12,g8_a100_cap25_s1,0.9930426401820168,0.00015186672870688963,-1.4398639066455316e-05,-0.00013913667567536667,-1.7474357548152685e-05,0.0002425454431139657,-0.0001935317958226618,-2.5715243126460354e-05,0.0001859154423805028,-0.00019007090296226152
2014-09-19,g8_a100_cap25_s1,0.9931439077298784,8.572231383803468e-05,6.703441076142043e-06,-0.00015393964544375765,-2.671108117363866e-05,0.00028226812651579064,-0.00021152182314603286,-8.723155950178356e-05,0.0002612972425546813,-0.00015658701471943576
2014-09-26,g5_a075_cap10_s1,0.6088271796913649,3.0210805973572154e-05,-5.018123664759438e-07,-3.8809997541589656e-05,-5.1287006506574825e-05,0.00017551617733791276,-0.00013341188930073237,-6.059074785803333e-05,0.0001974655595533598,-0.00011859108929143898
2014-10-03,g8_a100_cap25_s1,0.8115288167661439,6.93090151161448e-05,-0.0001001183719728932,-4.660963975601907e-05,-3.8620568404326874e-05,0.0002538989471572337,-0.0001734136101671905,-4.0146274157715184e-05,0.0002696570186020359,-0.00019395651641726934
2014-10-10,g8_a075_cap25_s1,0.6086835794906558,2.8760448097259407e-05,-0.00010354428204233501,-4.8790176815001685e-05,-3.071585189521062e-05,0.00023819970249106662,-0.00013232085704899496,-7.164333224347433e-05,0.00024219291854199392,-0.00012213856908530318
2014-10-17,g8_a075_cap25_s1,0.6081002600201552,4.4988105553287245e-05,-0.00014469972285805657,-3.6259309486079145e-05,2.2874928397597313e-05,0.00022811151621571926,-0.00012832278859600522,-7.614931341911459e-05,0.00020841668280331227,-0.00011896009861066042
2014-10-24,g8_a075_cap25_s1,0.6079542108982761,6.804611936685233e-05,-0.00016611820314188465,-4.25885867814542e-06,-6.342853923978599e-05,0.00020625909340104466,-9.246639429244679e-05,-4.6810857393046366e-05,0.00026334187147928966,-0.00016456423150187712
2014-10-31,g8_a100_cap25_s1,0.9931845328139746,3.975043525096213e-05,-0.0003574680115122416,8.386663562451094e-05,-0.00013001231509556367,0.00034253009306822637,-0.00014756802510317558,6.5213432077934e-05,0.0004145488835267263,-0.0003108611278373787
2014-11-07,g8_a100_cap25_s1,0.9930917170219283,-3.1362180836375465e-05,-0.00036460621255575995,9.527749000209648e-05,-0.0001967874201714516,0.00029758448658248057,-6.806579541563926e-05,9.930580573231107e-05,0.0004032679739297691,-0.00023461414726743104
2014-11-14,g8_a100_cap25_s1,0.9932403216214869,-2.8020061012107607e-05,-0.0004135831343964525,3.844816643190471e-05,-0.0001177750594820719,0.00022539346908005445,-5.473655085348459e-05,0.000336126206281764,0.0003328411980739502,-0.0003186942341235573
2014-11-21,g8_a100_cap25_s1,0.9932336695942179,-2.6726382404357557e-05,-0.0003860018295211371,-7.115157382786126e-05,-7.360815805147431e-05,0.0002185805312527511,-6.860184799808984e-05,0.0003162824105991117,0.0003516491538851289,-0.0002604223039340711
2014-11-28,g8_a100_cap25_s1,0.9922962519614001,-0.00015777890754178838,-0.0005007275681284817,-4.097374148777917e-05,-8.114288809767586e-05,0.0003056603206028948,-7.663449076228353e-05,0.0004913046601709045,0.00047787113158175433,-0.0004175785163375443
2014-12-05,g8_a100_cap25_s1,0.9936974196102669,-0.00013691186863612056,-0.0005674210454027466,4.567414204167886e-05,-5.284198408973892e-05,0.00022546513764210181,-2.24890535271944e-05,0.0004947952477823913,0.000443924846273199,-0.0004301954220835712
2014-12-12,g8_a100_cap25_s1,0.8100543783639553,-0.00010058471807816103,-0.0005742812582922823,-1.0162936230532967e-05,-3.3907154269387194e-05,0.0002567686971698368,-2.510061995659209e-05,0.0004206211212125051,0.0004866692536546761,-0.00042002238521006224
2014-12-19,g8_a100_cap25_s1,0.8059062924411702,-9.954199655232464e-05,-0.00048417302060691273,-6.657327473832768e-05,-0.00010308236821270394,0.00022705298889236239,5.494005418018844e-05,0.000378777627711006,0.00040917382398865734,-0.0003165738346619454
2014-12-26,g8_a100_cap25_s1,0.8192357102720973,-0.00014700823813670527,-0.0005443116008331406,-5.239628142723451e-05,-0.00010140808238487863,0.0002274882314567601,5.927164594181846e-05,0.00040916135693223904,0.00045709794708466206,-0.00030789497863352065
2015-01-02,g8_a100_cap25_s1,0.8052849722287786,-0.00022050746565312125,-0.0005353078859796733,-2.676782952912223e-05,-0.00010686500421061103,0.00018246407633033866,0.00010618235393397651,0.000397499007838797,0.0004222117276855916,-0.00021890898041617628
2015-01-09,g8_a100_cap25_s1,0.8050357728677457,-0.00017219177104327735,-0.0006455372702197404,6.714346003350554e-07,-0.00012141704047024045,0.00020293860181240346,0.00010064357332474356,0.0004277659193224872,0.00042705845244150783,-0.00021993189976821835
2015-01-16,g8_a075_cap25_s1,0.5070667497401301,-0.0001834020016499424,-0.0004324732676606937,3.55653134545231e-06,-5.9292481527117016e-05,8.426777600419786e-05,0.0001226581632161913,0.00029227358813708484,0.0002480922862592168,-7.568059412438983e-05
2015-01-23,g8_a100_cap25_s1,0.8028855079284581,-0.00022351627526308733,-0.0006814490029850027,5.611980412061683e-05,-0.00010207792888300279,0.00016460610784472455,0.00019150985138853498,0.00040389924012307945,0.0003455189299176977,-0.0001546107262635607
2015-01-30,g8_a075_cap25_s1,0.2884067563184991,-7.429546319797048e-05,-0.00023717383753331722,2.22802672737262e-05,-2.890752423507645e-05,6.822783015859778e-05,7.30869691418803e-05,0.00012471608655487197,8.995134270403601e-05,-3.788567086674819e-05
2015-02-06,g8_a100_cap25_s1,0.7883873015044665,-0.00016086084984660973,-0.00046445233859211606,9.51546212888948e-06,-8.360217022313628e-05,7.387075605984704e-05,0.00017700022754639464,0.00025659627457421086,0.00026747378934245984,-7.554115098993949e-05
2015-02-13,g8_a100_cap25_s1,0.7905895619333173,-0.00014438127964357982,-0.0003866532340923904,-2.5284816413584852e-05,-5.7422562922738086e-05,5.947157513235162e-05,0.00017488260716803808,0.00022824761136895627,0.00021032004705173187,-5.9179947648784826e-05
