alpha_shrink,gamma,lookback_mu,lookback_cov,observations,rebalance_count,solved_rebalances,annualized_return,annualized_volatility,sharpe,max_drawdown,final_wealth,avg_daily_turnover,avg_rebalance_turnover,total_cost,strategy
0.25,4.0,63,252,3016,626,613,0.1259992881993428,0.15541050143747745,0.8107514423665447,-0.34527578065480613,4.138293234884582,0.0002623625813221047,0.0015217029716682073,0.00048518172806459505,WeakAlpha_alpha_0.25
0.05,4.0,63,252,3016,626,613,0.12027159546445043,0.160643690492521,0.7486854609459427,-0.36906641206514357,3.893265980011675,2.7426307766627733e-05,0.0002042413437633315,6.175500210842825e-05,WeakAlpha_alpha_0.05
0.1,4.0,63,252,3016,626,613,0.11816026902469079,0.16029319055213054,0.7371508959157109,-0.36906641204946145,3.8063513024529887,3.685513535987464e-05,0.000282837374670183,8.300049947317372e-05,WeakAlpha_alpha_0.10
0.0,4.0,63,252,3016,626,613,0.11840565279430448,0.1607282208249392,0.7366824082702234,-0.3690664120651437,3.8163606135099255,3.68529900340569e-05,0.0002561028063196213,7.121444836469971e-05,WeakAlpha_alpha_0.00
0.5,4.0,63,252,3016,626,613,0.12316200159566737,0.1836530413980708,0.6706232614395524,-0.3301338988403598,4.0152027453170245,0.005070256604532125,0.024986754770047206,0.008470921751777426,WeakAlpha_alpha_0.50
