comparison,annualized_return_diff,annualized_volatility_diff,sharpe_diff,max_drawdown_diff,final_wealth_ratio,avg_rebalance_turnover_diff,total_cost_diff
WeakAlpha_selected_minus_EqualWeight_weekly,-0.00046986384416378146,-0.006941830322255649,0.031771857209310195,0.02452763711146866,0.9950193007917181,-0.004250885769628792,-0.003128458823987305
WeakAlpha_selected_minus_Markowitz_CVXPY_weekly,0.027263293121452703,0.009989864020765737,0.13178319664942506,-0.020206599830903227,1.3409087772569157,-0.039116426528651896,-0.024954287339135805
WeakAlpha_selected_minus_HMM_MPC_CVXPY_weekly,0.01904743217318841,0.005588620964565361,0.09689138608797332,-0.018755045519833424,1.2265277535268493,-0.016710191275312394,-0.016927497070658205
