comparison,annualized_active_return,tracking_error,information_ratio,annualized_return_difference,sharpe_difference,max_drawdown_improvement,final_wealth_ratio,avg_rebalance_turnover_difference,total_cost_difference
HMM_MPC_SHY_weekly minus EqualWeight_weekly,-0.0517826670851178,0.07102146246338979,-0.7291129369774774,-0.049851349763335495,-0.14505633053653533,0.12637059339301038,0.5838763535750273,0.01367062913495553,0.015822293791386204
HMM_MPC_SHY_weekly minus Markowitz_CVXPY_weekly,0.002493987381105457,0.01974364058509123,0.12631851609924014,0.0021403225670668657,-0.008677847062763533,0.008451891652673016,1.0239462480460837,-0.02357504695513407,-0.007009305651838719
