strategy,start,end,observations,annualized_return,annualized_volatility,sharpe,max_drawdown,final_wealth,avg_daily_turnover,avg_rebalance_turnover,total_cost
EqualWeight_weekly,2013-04-11,2024-12-31,2952,0.11043484483924093,0.14687718982462114,0.7518856057302415,-0.3366415455777533,3.4112924398681357,0.001239549231837474,0.005969248503073774,0.003659149332384224
Markowitz_CVXPY_weekly,2013-04-11,2024-12-31,2952,0.05844317250883857,0.09495125303275767,0.6155071222564698,-0.21872284383741591,1.9451929186410024,0.008973830886046459,0.043214924593163374,0.026490748775609148
HMM_MPC_SHY_weekly,2013-04-11,2024-12-31,2952,0.060583495075905436,0.09983614428714989,0.6068292751937062,-0.2102709521847429,1.9917729907682653,0.004078335024428172,0.019639877638029303,0.01948144312377043
