,EqualWeight_weekly,Markowitz_CVXPY_weekly,HMM_MPC_SHY_weekly
2013-04-11,0.0035216974856011607,0.0035216974856011607,0.0035216974856011607
2013-04-12,-0.00293474830335394,-0.00293474830335394,-0.00293474830335394
2013-04-15,-0.022037208645693473,-0.010089476259731334,-0.014774550302911416
2013-04-16,0.013123268585265135,0.009994010535720577,0.010894862285209195
2013-04-17,-0.012095586530193048,-0.0045045298477991436,-0.007261647133364746
2013-04-18,-0.004195824054521569,-0.0011515186617668816,-0.0029255363955340563
2013-04-19,0.008697730517988944,0.009140624255037366,0.008431574586232449
2013-04-22,0.004210662030422974,0.0008991698650537838,0.001595832868550362
2013-04-23,0.00829801541920916,0.0036492007315396258,0.004189007599546546
2013-04-24,0.001753788372098608,-0.006191791742866437,-0.006156799099982568
2013-04-25,0.004221057780523063,0.0013574853644466867,0.002210596812057819
2013-04-26,-0.002706027892761864,0.000253382446597783,-0.00029975299939188904
2013-04-29,0.006729667745250634,0.002574904126056321,0.0025740732669397026
2013-04-30,0.001517775087805262,-0.0010783045374379574,-0.000896114293806205
2013-05-01,-0.009306853167578066,-0.002347493797914657,-0.0029336518285516533
2013-05-02,0.007737251036266546,0.00211194568743589,0.00310122714829153
2013-05-03,0.009456634849458245,0.0018931504631334306,0.0029701615237367474
2013-05-06,0.0006848055719306245,-0.004998295597406721,-0.003928484547150113
2013-05-07,0.005989082537052326,0.004316493186245829,0.004406485596954779
2013-05-08,0.002932062041892447,-8.888554653152525e-05,-9.72197003845654e-05
2013-05-09,-0.0031158808780893388,-0.00427835931268572,-0.0032940604742156543
2013-05-10,0.0027490703271288996,0.0027020168951488177,0.003228537623088279
2013-05-13,-0.0006009671014255424,0.0013248556749263507,0.0008249841465810537
2013-05-14,0.00982344683218428,0.006566059321402751,0.006350461028035603
2013-05-15,0.0049508810021055005,0.005338862250993337,0.0050385770044498734
2013-05-16,-0.005190305217353308,-0.00424547016064003,-0.004867369843938318
2013-05-17,0.009201795506490473,0.0018765573503132238,0.002928775691072527
2013-05-20,-0.0004959027919863024,-0.0054147971334800316,-0.004727558434266754
2013-05-21,0.0015734769189228448,0.0022793564840921654,0.0024174829738083936
2013-05-22,-0.008384332411876638,-0.001337093131271505,-0.003317439951534551
2013-05-23,-0.0021232117081873003,-0.001811574466115573,-0.0020576035524103586
2013-05-24,-0.0020513697511167495,0.00280320317044902,0.0008941683121794775
2013-05-28,0.004898114845129031,0.0023915940362040367,0.002407572563807303
2013-05-29,-0.007342225625602827,-0.010823534358797793,-0.01044075907693387
2013-05-30,0.003148159035578857,-1.5078182823757835e-05,0.00040567536958047157
2013-05-31,-0.012981906039625124,-0.011835018088348526,-0.011020833350405601
2013-06-03,0.004877019428485063,0.005595257338951054,0.004913458745590127
2013-06-04,-0.004099817538821049,-0.0011409521969270031,-0.0016973110382908496
