strategy,start,end,observations,annualized_return,annualized_volatility,sharpe,max_drawdown,final_wealth,avg_daily_turnover,avg_rebalance_turnover,total_cost
EqualWeight_weekly,2013-01-08,2024-12-31,3016,0.12646915204350662,0.16235233175973313,0.7789795851572345,-0.3698034177662748,4.159008002751123,0.001198156681714847,0.00577258874129709,0.0036136405520519783
Markowitz_CVXPY_weekly,2013-01-08,2024-12-31,3016,0.0987359950778901,0.14542063741671174,0.6789682457171197,-0.3250691808239029,3.0861855072276048,0.008434837223872817,0.040638129500320155,0.025439469067200418
