comparison,annualized_active_return,tracking_error,information_ratio,annualized_return_difference,sharpe_difference,max_drawdown_improvement,final_wealth_ratio,avg_rebalance_turnover_difference,total_cost_difference
HMM_MPC_CVXPY_weekly minus EqualWeight_weekly,-0.019467437694210766,0.06380696217449154,-0.3050989583389596,-0.019517296017352193,-0.06511952887866312,0.04328268263130208,0.8112489080907997,0.012459305505683601,0.013799038246670867
HMM_MPC_CVXPY_weekly minus Markowitz_CVXPY_weekly,0.00809496438863047,0.02244173892734414,0.36071021122018126,0.00821586094826432,0.03489181056145174,-0.0014515543110698026,1.093255960495934,-0.022406235253339464,-0.008026790268477572
