date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2013-01-08,0.1115895407195649,0.11105115686303889,0.11108883936036039,0.11055819109299604,0.11100027362382746,0.11110309556951858,0.11107001054337937,0.11144346514464165,0.11109542708267275
2013-01-09,0.11195884773322458,0.11052056957992307,0.11060954984955919,0.1113232955546386,0.11084037780382947,0.11100420714322405,0.110501688421345,0.11231192595698845,0.11092953795726763
2013-01-10,0.11171969516802585,0.11079927729072059,0.11125533417970082,0.1111404392828748,0.11068421787992962,0.11093658711855532,0.11025361011235174,0.11236425099968736,0.11084658796815398
2013-01-11,0.11153220584161291,0.1109191071312262,0.11097999564865926,0.1107279666327612,0.11081820902138811,0.11141703887330646,0.11036254800869635,0.1123213625893512,0.11092156625299827
2013-01-14,0.11114726069001797,0.11113382201353265,0.11079402079792913,0.11154508749382024,0.11040522305161628,0.11145894902906568,0.11089902040860743,0.11122508808054463,0.11139152843486617
2013-01-15,0.11103845497650713,0.11140854659845084,0.11102592837226188,0.11163390782246689,0.10947218172179954,0.11157550696127931,0.11099027533642432,0.11086967237430086,0.11198552583650927
2013-01-16,0.11040683454162523,0.11207251935160867,0.111256378515227,0.1113457720003863,0.1100107132530875,0.1115872412864041,0.11062239540121749,0.11079567995642531,0.1119024656940185
2013-01-17,0.11054364639895223,0.11205453938807028,0.11047460077064815,0.11181349297631926,0.1097489544910648,0.11160514720318468,0.11034561562851052,0.11105885205162706,0.11235515109162293
2013-01-18,0.11077323930123702,0.11264939014021898,0.11010078114234141,0.1122044258990527,0.10910154027335976,0.11155642363259172,0.11071284083461472,0.11092213976186507,0.11197921901471869
2013-01-22,0.11157207664467475,0.11155864401113431,0.11153561085100938,0.11094745480818408,0.11080546023914373,0.1105349634675101,0.11143375255373476,0.11081899727578308,0.1107930401488257
2013-01-23,0.11097861829740918,0.11120259790259698,0.11149581189738085,0.11099967888837992,0.1119958106877294,0.11052908947257067,0.11117961464286642,0.11071249824022575,0.11090627997084083
2013-01-24,0.11105641863007142,0.11126494699732892,0.11181477782175633,0.11140390231600637,0.10982140550412339,0.11057392772573511,0.11141515543904845,0.11116044516376984,0.11148902040216016
2013-01-25,0.1108319813881695,0.11169492850488028,0.1117073772260479,0.1111441928107846,0.10932541907890092,0.11050293728220358,0.111351576268243,0.11140309906332559,0.11203848837744466
2013-01-28,0.11028262584704719,0.11115856399223539,0.11090067795153166,0.11142938220157234,0.11172683193288127,0.11143769423278634,0.11128539273618814,0.110957042416797,0.11082178868896064
2013-01-29,0.1103042317186457,0.11234875619462054,0.11074993543470846,0.11107835913147385,0.11127911839736734,0.11144287539681816,0.11145301797060023,0.11155113645966301,0.1097925692961028
2013-01-30,0.11009719993265847,0.11220049357260374,0.11065056904876026,0.11047293588919212,0.11134930434872613,0.11164348330440893,0.1119573565618561,0.11162651063395956,0.11000214670783472
2013-01-31,0.10934785327685183,0.11208818042114885,0.11084757541991883,0.11034791210936211,0.11180186228535996,0.11175500688624504,0.11249797348714398,0.11157760164665573,0.10973603446731371
2013-02-01,0.10971433666122449,0.1121313415160664,0.11132155233094565,0.11043651482610888,0.11205726400463578,0.11166826274232264,0.11180823772222398,0.11146742528535666,0.10939506491111552
2013-02-04,0.11117677795566332,0.11119270570931696,0.11098180946901208,0.11128590697341038,0.11078416716913965,0.11119974145637558,0.11149165942095002,0.11101088024727354,0.11087635159885845
2013-02-05,0.11075277976940609,0.11116006877710477,0.11107023374292949,0.11131481837961144,0.11107270248987103,0.11152922159040968,0.11080481382499092,0.11123411515361767,0.1110612462720589
2013-02-06,0.1107476414362462,0.11111314170798518,0.11114157602470984,0.11122398560800491,0.11091727436887726,0.11156019483735906,0.11102037112620176,0.11109016414728463,0.11118565074333114
2013-02-07,0.11029269205608801,0.1109651614640428,0.11096275788522617,0.11122379775507915,0.11105416904105242,0.11229659475200626,0.11130905707014511,0.1108156279447115,0.11108014203164854
2013-02-08,0.11039437456681139,0.1114541461724777,0.1106678844946255,0.11111385135224489,0.1114756649846838,0.11165431212560764,0.11076093903833016,0.11108918622567292,0.11138964103954599
2013-02-11,0.11101190885150453,0.11060137234878066,0.11165825142747654,0.11107089955838916,0.11137585932417804,0.11115303349524118,0.11142570506549515,0.11092250579942069,0.11078046412951413
2013-02-12,0.11084270753528426,0.11067321134002749,0.11231386180544944,0.1113370127860321,0.11077900230800443,0.11080885906655508,0.11168312734787238,0.1105693716629722,0.11099284614780279
2013-02-13,0.11108342238334765,0.1109149158697404,0.11190690492098711,0.11178324818138484,0.11058895736360785,0.11077397748144034,0.11152880366516227,0.11034005077858161,0.1110797193557481
2013-02-14,0.11066876818078891,0.111824110260292,0.11223488439876851,0.11189744392782076,0.11024410396762728,0.11096137402184142,0.11057414224563467,0.11052086725001833,0.11107430574720813
2013-02-15,0.11075778564128574,0.11065893194382034,0.11184990919743149,0.11207051710331353,0.11028678382362662,0.11122670954294639,0.11093291535283047,0.1108933659355843,0.11132308145916114
2013-02-19,0.10990277068735847,0.11165999112873151,0.11143622527767362,0.11118614528391993,0.11112093997420314,0.11149489408888315,0.11134153644089527,0.1110661920734677,0.11079130504486721
2013-02-20,0.10821190531319413,0.11075179551201665,0.11119123642119967,0.1111672825717776,0.11103228866618473,0.11274256813460067,0.11258214720158576,0.11179512104595252,0.11052565513348832
2013-02-21,0.10785711129556237,0.11063834004170635,0.11096797136648641,0.11100868840359299,0.11078826397478495,0.1137741902793104,0.11276381736045424,0.11194391394606559,0.11025770333203669
2013-02-22,0.10829841876786293,0.11078906879280949,0.11134562508062382,0.11087393062385026,0.11113425220885538,0.11339767524214074,0.11286757474674307,0.11141979485520564,0.10987365968190863
2013-02-25,0.110518496083159,0.11016268178145466,0.11006158946950576,0.11079566212453948,0.11152216999666846,0.1115849320085941,0.11211838239629768,0.11187100038323906,0.11136508575654183
2013-02-26,0.1110193711286372,0.11057085923496025,0.10995929763933683,0.11077919200585777,0.11148428741414021,0.11116739075341375,0.11176571766770341,0.11147224148071316,0.11178164267523748
2013-02-27,0.1115201216271392,0.11079784655688586,0.11021800206879129,0.11140333827102253,0.11096863399731006,0.11053356155235013,0.11132675662550123,0.11122435633235032,0.11200738296864939
2013-02-28,0.11169406526831696,0.11054111613704695,0.11000146716522864,0.11129260313358953,0.11071534866064542,0.11044657458464867,0.11168549234712151,0.11109297378305542,0.11253035892034688
2013-03-01,0.11150624056184692,0.11043994920215103,0.11007154183516366,0.11085808698846533,0.11065824871862846,0.11057976700798912,0.1116482512914016,0.11169048699488308,0.11254742739947078
